FB_Name,SC_Name,analysis_position_code,analysis_position_jp,psv99_per_match,assist_cross_proxy_per90,sprint_distance_full_all_per_match,dropping_off_runs_proxy_per90,pressure_engagement_proxy_per90,consecutive_on_ball_engagement_proxy_per90,above_hsr_engagement_proxy_per_match,dribble_success_rate_pct,carry_into_box_proxy_per90,cross_reception_proxy_per90,shot_conversion_rate_pct,pulling_wide_runs_proxy_per90,cross_success_rate_pct,opponent_box_ball_gain_proxy_per90,dribble_shot_proxy_per90
大関　友翔,Yuto  Ozeki,SH,サイドハーフ,26.934782608695652,0.2600830924855491,127.95652173913044,64.05346820809248,1.4306358381502888,16.484598988439306,50.26086956521739,49.150847457627115,3.2514450867052025,1.1380057803468209,13.793103448275861,1.1054913294797688,23.52647058823529,0.7803468208092484,0.9428865606936416
柳町　魁耀,Kaiyo Yanagimachi,SH,サイドハーフ,28.078688524590163,0.6143344709897611,112.47540983606558,39.31740614334471,2.150170648464164,6.142730375426621,35.98360655737705,58.333333333333336,3.0716723549488054,2.4573378839590445,22.22222222222222,1.2286689419795223,50.0,0.6143344709897611,2.150170648464164
禹　相皓,Sang-Ho Woo,SH,サイドハーフ,26.708823529411767,0.1361573373676248,68.41176470588235,34.5839636913767,2.042360060514372,8.169031770045386,31.352941176470587,0.0,0.8169440242057489,0.47655068078668683,0.0,1.2934947049924357,10.526315789473683,0.8850226928895614,0.0
西山　拓実,Takumi Nishiyama,SH,サイドハーフ,27.21034482758621,0.15639258830341635,97.6896551724138,30.746960046323103,2.136653155761436,5.836919513607412,44.86206896551724,50.0,0.3126809496236248,0.26056745801968734,0.0,0.5211349160393747,30.010000000000005,0.9380428488708744,0.10422698320787492
吉田　陣平, Jimpei   Yoshida,SH,サイドハーフ,27.37857142857143,0.32496389891696753,60.095238095238095,43.2129963898917,1.4620938628158844,9.368880866425993,25.047619047619047,57.900000000000006,1.5703971119133573,0.48736462093862815,12.5,0.703971119133574,46.16153846153846,1.1371841155234657,0.5957220216606499
塩浜　遼,Ryo Shiohama,SH,サイドハーフ,28.334615384615386,0.6867951163677984,169.19230769230768,25.890881342998853,1.1331552842426555,7.141728347958795,50.15384615384615,58.995,2.6440289965661963,2.0946203739030906,19.753086419753085,2.4380007630675316,28.170422535211266,0.5494086226631058,2.02577260587562
五十嵐　太陽,Taiyo Igarashi,SH,サイドハーフ,28.72432432432432,,137.16216216216216,,,,44.24324324324324,,,,,,,,
中野　克哉,Katsuya Nakano,SH,サイドハーフ,28.81764705882353,0.7700611246943765,135.2941176470588,37.62836185819071,2.0904645476772616,10.01189486552567,34.23529411764706,73.91304347826086,1.9804400977995111,0.9902200488997556,0.0,2.860635696821516,26.91923076923077,0.7701711491442542,1.8704156479217602
石川　俊輝,Toshiki Ishikawa,SH,サイドハーフ,27.088461538461537,0.31707909162098663,110.26923076923077,33.82928739232577,1.9028974158183243,7.506260767423649,41.15384615384615,60.0,1.0219263899765074,0.7047768206734535,17.857142857142858,1.4447924823805796,21.946341463414633,0.7400156617071261,0.10571652310101802
粟飯原　尚平,Shohei Aihara,SH,サイドハーフ,27.5325,0.40964339908952957,96.4,35.16691957511381,0.9559939301972686,6.623467374810319,30.375,42.857142857142854,1.6388467374810318,1.502276176024279,11.428571428571429,2.526555386949924,16.213513513513515,0.6145675265553869,0.6145675265553869
福井　和樹,Kazuki Fukui,SH,サイドハーフ,28.564102564102566,0.3112033195020747,149.30769230769232,27.38589211618257,1.4315352697095434,4.917385892116183,44.17948717948718,63.15263157894736,0.9336099585062241,0.8091286307053941,15.384615384615385,1.6182572614107882,19.230769230769234,0.4979253112033195,0.7468257261410788
森　勇人,Yuto Mori,SH,サイドハーフ,27.6625,0.6551061249241965,116.325,31.491813220133412,0.818677986658581,6.658690115221347,40.025,72.34468085106384,1.2553062462098241,0.6003638568829593,6.0606060606060606,3.9296543359611884,16.670833333333334,0.6003638568829593,1.8557792601576715
津久井　匠海,Takumi Tsukui,SH,サイドハーフ,29.013333333333332,0.8643006263048014,167.1,38.1419624217119,2.3674321503131526,9.018338204592903,42.733333333333334,55.9577981651376,2.3674321503131526,1.0521920668058455,20.454545454545457,3.6450939457202507,23.711340206185564,1.0897703549060542,2.2920501043841335
田村　亮介,Ryosuke Tamura,SH,サイドハーフ,29.182222222222222,0.8538790035587188,104.6,26.04982206405694,0.6405693950177935,4.804697508896797,30.68888888888889,38.46153846153847,1.281138790035587,1.1743772241992882,9.523809523809524,3.2028469750889683,26.66,0.42704626334519574,0.5338078291814946
アルトゥール　シルバ,Arthur Silva Feitoza,SH,サイドハーフ,27.05909090909091,0.15254237288135591,111.0,35.08474576271187,2.097457627118644,7.778516949152543,45.09090909090909,24.99375,0.9915254237288136,1.2966101694915255,9.090909090909092,0.6864406779661018,22.22222222222222,0.7245762711864406,0.15250423728813559
泉澤　仁,Jin Izumisawa,SH,サイドハーフ,27.085,1.8181818181818183,74.075,53.63636363636363,1.8181818181818183,19.091818181818184,29.15,83.34166666666668,6.363636363636363,1.8181818181818183,25.0,8.181818181818182,22.22222222222222,0.9090909090909092,9.091818181818184
渡邉　英祐,Eisuke Watanabe,SH,サイドハーフ,26.93548387096774,,79.3225806451613,,,,41.645161290322584,,,,,,,,
トーマス　モスキオン,Tomás Moschión,SH,サイドハーフ,25.5,0.39249890972525076,51.2,46.86436982119494,3.3754906236371562,8.636389010030529,45.5,20.0,0.9027474923680767,0.19624945486262538,0.0,1.2167466201482773,32.25806451612903,1.1774967291757523,0.03924989097252508
青島　太一,Taichi Aoshima,SH,サイドハーフ,26.3962962962963,,66.33333333333333,,,,36.81481481481482,,,,,,,,
坂井　駿也,Shunya Sakai,SH,サイドハーフ,28.12222222222222,0.12195121951219512,75.87272727272727,44.75609756097561,1.951219512195122,6.5843902439024395,27.745454545454546,66.66666666666666,0.7317073170731708,0.6097560975609756,0.0,0.8536585365853658,14.285714285714285,0.6097560975609756,0.4878048780487805
小西　陽向,Hinata Konishi,SH,サイドハーフ,28.178125,0.6714179104477611,155.09375,25.410447761194032,1.5671641791044777,6.884048507462688,47.375,40.47857142857143,1.007462686567164,0.8955223880597015,3.7037037037037033,2.4626865671641793,27.263636363636362,0.5597014925373135,0.9515485074626866
嶋田　慎太郎,Shintaro Shimada,SH,サイドハーフ,28.361538461538462,1.3351780415430266,87.46153846153847,50.47477744807122,1.3353115727002969,9.079985163204748,28.134615384615383,50.01,2.537091988130564,0.40059347181008903,7.6923076923076925,2.937685459940653,45.449999999999996,0.8011869436201781,0.6677893175074184
吉平　翼,Tsubasa Yoshihira,SH,サイドハーフ,28.225,0.5362909632571996,171.1,35.03475670307845,2.636544190665343,7.954051638530288,49.0,47.82608695652174,2.3684210526315788,1.4746772591857,16.9811320754717,2.904667328699106,18.463076923076922,0.9831181727904666,0.9831181727904666
吉尾　虹樹,Koju Yoshio,SH,サイドハーフ,27.25277777777778,,83.94444444444444,,,,40.583333333333336,,,,,,,,
利根　瑠偉,Rui Tone,SH,サイドハーフ,28.305405405405406,0.7544910179640718,118.63157894736842,31.04191616766467,1.8323353293413174,7.54480239520958,35.3421052631579,61.11944444444445,1.7245508982035929,1.18562874251497,6.666666666666667,2.802395209580838,26.923076923076923,0.4311377245508982,2.371580838323353
