対象年度,対象リーグ,FB_Name,SC_Name,FB_Pos,SC_Position_Group,FB_Minutes,SC_Minutes,analysis_position_code,analysis_position_jp,analysis_position_source,SC_Primary_Position,SC_Primary_Position_Group,player_name_normalized,dominant_team_name,team_season_signature,fb_dominant_team_name,fb_team_season_signature,join_method,join_method_detail,join_status,Notes
2024-2025,J3,西谷　優希,Yuki  Nishiya,MF,Midfield,6032.0,5705.68,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Yuki Nishiya,金沢,2025|金沢|3314.69; 2024|金沢|2390.99,金沢,2024|金沢|3110.00; 2025|金沢|0.00,normalized,composite_normalized,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,岡田　優希,Yuki Okada,MF,Wide Attacker,5942.0,5442.620000000001,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Yuki Okada,奈良,2025|奈良|2943.86; 2024|奈良|2498.76,奈良,2024|奈良|3129.00; 2025|奈良|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=medium; issues元候補: Riki Tomizu
2024-2025,J3,西村　恭史,Yasufumi Nishimura,MF,Midfield,5832.0,5144.04,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Yasufumi Nishimura,群馬,2025|群馬|3166.30; 2024|長野|1977.74,長野,2024|長野|2876.00; 2025|群馬|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,森　晃太,Kota Mori,MF,Wide Attacker,5763.0,5335.220000000001,SH,サイドハーフ,LF (Position Group: Wide Attacker),LF,Wide Attacker,Kota Mori,福島,2025|福島|3160.24; 2024|福島|2174.98,福島,2024|福島|2815.00; 2025|福島|0.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,山内　陸,Riku Yamauchi,MF,Midfield,5351.0,4488.67,SH,サイドハーフ,RM (Position Group: Midfield),RM,Midfield,Riku Yamauchi,群馬,2025|群馬|2310.70; 2024|八戸|2177.97,八戸,2024|八戸|3236.00; 2025|群馬|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,徳永　晃太郎,Kotaro Tokunaga,MF,Midfield,5329.0,5218.01,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Kotaro Tokunaga,沼津,2025|沼津|3238.27; 2024|沼津|1979.74,沼津,2024|沼津|2462.00; 2025|沼津|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,富所　悠,Yu Tomidokoro,MF,Wide Attacker,5180.0,4505.3,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Yu Tomidokoro,琉球,2025|琉球|2748.01; 2024|琉球|1757.29,琉球,2024|琉球|2574.00; 2025|琉球|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=medium; issues元候補: Keiji Kagiyama
2024-2025,J3,山本　康裕,Kosuke Yamamoto,MF,Midfield,5066.0,4661.26,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Kosuke Yamamoto,松本,2025|松本|2382.47; 2024|松本|2278.79,松本,2024|松本|2864.00; 2025|松本|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,永田　一真,Kazuma Nagata,MF,Midfield,5040.0,4518.01,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Kazuma Nagata,八戸,2025|八戸|2958.68; 2024|八戸|1559.33,八戸,2024|八戸|2207.00; 2025|八戸|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,菊井　悠介,Yusuke Kikui,FW,Wide Attacker,5036.0,4904.81,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Yusuke Kikui,松本,2025|松本|2654.12; 2024|松本|2250.69,松本,2024|松本|2626.00; 2025|松本|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,平松　昇,Sho Hiramatsu,MF,Midfield,4975.0,4811.8,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Sho Hiramatsu,琉球,2025|琉球|3463.35; 2024|琉球|1348.45,琉球,2024|琉球|1799.00; 2025|琉球|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,中島　賢星,Kensei Nakashima,MF,Midfield,4969.0,4420.75,SH,サイドハーフ,RM (Position Group: Midfield),RM,Midfield,Kensei Nakashima,奈良,2025|奈良|2483.27; 2024|奈良|1937.48,奈良,2024|奈良|2614.00; 2025|奈良|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,阿野　真拓,Mahiro Ano,MF,Wide Attacker,4947.0,4465.240000000001,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Mahiro Ano,宮崎,2025|宮崎|2695.76; 2024|宮崎|1769.48,宮崎,2024|宮崎|2512.00; 2025|宮崎|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=medium; issues元候補: Jumpei Tanaka
2024-2025,J3,岡野　凜平,Rimpei Okano,MF,Wide Attacker,4679.0,4277.150000000001,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Rimpei Okano,北九州,2025|北九州|2156.67; 2024|北九州|2120.48,北九州,2024|北九州|2654.00; 2025|北九州|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Yamato Machida
2024-2025,J3,武井　成豪,Seigo Takei,MF,Midfield,4627.0,4220.43,SH,サイドハーフ,LM (Position Group: Midfield),LM,Midfield,Seigo Takei,FC大阪,2024|FC大阪|2224.45; 2025|FC大阪|1995.98,FC大阪,2024|FC大阪|2935.00; 2025|FC大阪|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,安永　玲央,Reo Yasunaga,MF,Midfield,4539.0,4517.77,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Reo Yasunaga,松本,2025|松本|2803.40; 2024|松本|1714.37,松本,2024|松本|1963.00; 2025|松本|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,長谷川　隼,Hayato Hasegawa,MF,Midfield,4520.0,4322.05,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Hayato Hasegawa,讃岐,2025|讃岐|2577.12; 2024|讃岐|1744.93,讃岐,2024|讃岐|2109.00; 2025|讃岐|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,久保　吏久斗,Rikuto Kubo,FW,Wide Attacker,4514.0,4069.97,SH,サイドハーフ,RW (Position Group: Wide Attacker),RW,Wide Attacker,Rikuto Kubo,FC大阪,2024|FC大阪|2253.55; 2025|FC大阪|1816.42,FC大阪,2024|FC大阪|2916.00; 2025|FC大阪|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,普光院　誠,Makoto Fukoin,MF,Midfield,4493.0,3608.22,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Makoto Fukoin,鳥取,2025|鳥取|2062.42; 2024|鳥取|1545.80,鳥取,2024|鳥取|2513.00; 2025|鳥取|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=medium; issues元候補: Taishi Tamashiro
2024-2025,J3,城定　幹大,Kanta Jojo,MF,Midfield,4363.0,4471.13,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Kanta Jojo,福島,2025|福島|3025.99; 2024|福島|1445.14,福島,2024|福島|1533.00; 2025|福島|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,村越　凱光,Kaiga Murakoshi,MF,Wide Attacker,4352.0,4247.050000000002,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Kaiga Murakoshi,松本,2025|松本|2284.56; 2024|松本|1962.49,松本,2024|松本|2205.00; 2025|松本|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Ryuji Kokubu
2024-2025,J3,北　龍磨,Ryoma  Kita,MF,Midfield,4275.0,4422.24,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Ryoma Kita,岐阜,2025|岐阜|2785.87; 2024|岐阜|1636.37,岐阜,2024|岐阜|1699.00; 2025|岐阜|0.00,normalized,composite_normalized,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,長谷川　雄志,Yushi Hasegawa,MF,Midfield,4150.0,3963.79,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Yushi Hasegawa,長野,2025|長野|3002.43; 2024|相模原|961.36,相模原,2024|相模原|1377.00; 2025|長野|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,曽我　大地,Daichi Soga,MF,Midfield,3951.0,4037.91,SH,サイドハーフ,LM (Position Group: Midfield),LM,Midfield,Daichi Soga,鳥取,2025|鳥取|2130.50; 2024|鳥取|1907.41,鳥取,2024|鳥取|1903.00; 2025|鳥取|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,稲積　大介,Daisuke Inazumi,DF,Full Back,3903.0,3965.09,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Daisuke Inazumi,八戸,2025|八戸|3070.73; 2024|八戸|894.36,八戸,2024|八戸|1045.00; 2025|八戸|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,古賀　俊太郎,Shuntaro Koga,MF,Midfield,3879.0,3731.97,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Shuntaro Koga,長野,2025|長野|2753.15; 2024|長野|978.82,長野,2024|長野|1368.00; 2025|長野|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,上畑　佑平士,Uheiji Uehata,MF,Midfield,3869.0,3592.78,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Uheiji Uehata,福島,2025|福島|2260.89; 2024|福島|1331.89,福島,2024|福島|1823.00; 2025|福島|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,井上　怜,Ren Inoue,MF,Wide Attacker,3851.0,3985.4099999999994,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Ren Inoue,宮崎,2025|宮崎|2123.27; 2024|宮崎|1862.14,宮崎,2024|宮崎|2033.00; 2025|宮崎|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Ryoma Eguchi
2024-2025,J3,安達　秀都,Shuto  Adachi,MF,Midfield,3831.0,3770.21,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Shuto Adachi,群馬,2025|群馬|2117.15; 2024|岩手|1653.06,岩手,2024|岩手|1915.00; 2025|群馬|0.00,normalized,composite_normalized,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,徳永　裕大,Yudai Tokunaga,MF,Midfield,3794.0,3334.3,SH,サイドハーフ,RM (Position Group: Midfield),RM,Midfield,Yudai Tokunaga,相模原,2024|相模原|1698.16; 2025|相模原|1636.14,相模原,2024|相模原|2366.00; 2025|相模原|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,荒木　大吾,Daigo Araki,MF,Wide Attacker,3726.0,2994.1700000000005,SH,サイドハーフ,LW (Position Group: Wide Attacker),LW,Wide Attacker,Daigo Araki,岐阜,2024|岐阜|2045.74; 2025|岐阜|948.43,岐阜,2024|岐阜|2864.00; 2025|岐阜|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=medium; issues元候補: Taisuke Mizuno
2024-2025,J3,高　昇辰,Seung-Jin Koh,FW,Wide Attacker,3716.0,3338.59,SH,サイドハーフ,RW (Position Group: Wide Attacker),RW,Wide Attacker,Seung-Jin Koh,北九州,2024|北九州|2104.86; 2025|北九州|1233.73,北九州,2024|北九州|2559.00; 2025|北九州|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,鈴木　拳士郎,Kenshiro Suzuki,MF,Wide Attacker,3676.0,3819.12,SH,サイドハーフ,LF (Position Group: Wide Attacker),LF,Wide Attacker,Kenshiro Suzuki,沼津,2024|沼津|1940.59; 2025|沼津|1878.53,沼津,2024|沼津|2062.00; 2025|沼津|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,藤原　健介,Kensuke Fujiwara,MF,Midfield,3659.0,4121.75,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Kensuke Fujiwara,栃木SC,2025|栃木SC|2565.54; 2024|北九州|1556.21,北九州,2024|北九州|1367.00; 2025|栃木SC|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,山中　麗央,Reo Yamanaka,MF,Wide Attacker,3609.0,3166.02,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Reo Yamanaka,長野,2025|長野|2251.65; 2024|長野|914.37,長野,2024|長野|1504.00; 2025|長野|0.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,三木　直土,Naoto Miki,FW,Wide Attacker,3606.0,3678.93,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Naoto Miki,鳥取,2025|鳥取|2449.37; 2024|鳥取|1229.56,鳥取,2024|鳥取|1284.00; 2025|鳥取|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,大山　啓輔,Keisuke Oyama,MF,Midfield,3569.0,3249.45,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Keisuke Oyama,金沢,2025|金沢|2000.31; 2024|金沢|1249.14,金沢,2024|金沢|1800.00; 2025|金沢|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,前川　大河,Taiga Maekawa,MF,Wide Attacker,3536.0,3002.87,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Taiga Maekawa,讃岐,2024|讃岐|1805.41; 2025|讃岐|1197.46,讃岐,2024|讃岐|2449.00; 2025|讃岐|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=medium; issues元候補: Shunji Takemura
2024-2025,J3,森　夢真,Yuma Mori,MF,Wide Attacker,3450.0,3478.8100000000013,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Yuma Mori,沼津,2025|沼津|1948.90; 2024|沼津|1529.91,沼津,2024|沼津|1777.00; 2025|沼津|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Teruyoshi Ito
2024-2025,J3,岩本　和希,Kazuki Iwamoto,MF,Midfield,3442.0,3175.96,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Kazuki Iwamoto,讃岐,2025|讃岐|2315.67; 2024|讃岐|860.29,讃岐,2024|讃岐|1308.00; 2025|讃岐|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,小島　幹敏,Masato Kojima,MF,Midfield,3420.0,2668.86,SH,サイドハーフ,LM (Position Group: Midfield),LM,Midfield,Masato Kojima,大宮,2024|大宮|2668.86,大宮,2024|大宮|3420.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,高柳　郁弥,Fumiya Takayanagi,MF,Midfield,3392.0,3619.08,SH,サイドハーフ,RM (Position Group: Midfield),RM,Midfield,Fumiya Takayanagi,北九州,2025|北九州|2323.94; 2024|鳥取|1218.97; 2024|大宮|76.17,鳥取,2024|鳥取|1190.00; 2024|大宮|73.00; 2025|北九州|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,梶浦　勇輝,Yuki Kajiura,MF,Wide Attacker,3219.0,2585.03,SH,サイドハーフ,RF (Position Group: Wide Attacker),RF,Wide Attacker,Yuki Kajiura,金沢,2024|金沢|2585.03,金沢,2024|金沢|3219.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=medium; issues元候補: Shunya Mouri
2024-2025,J3,澤崎　凌大,Ryota Sawazaki,MF,Midfield,3155.0,3328.06,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Ryota Sawazaki,FC大阪,2025|FC大阪|2755.21; 2024|FC大阪|572.85,FC大阪,2024|FC大阪|741.00; 2025|FC大阪|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,田中　パウロ淳一,Paulo Junichi Tanaka,FW,Wide Attacker,3137.0,3322.47,SH,サイドハーフ,Right Forward (Position Group: Wide Attacker),Right Forward,Wide Attacker,Paulo Junichi Tanaka,栃木Ｃ,2025|栃木Ｃ|3322.47,栃木Ｃ,2025|栃木Ｃ|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,持井　響太,Kyota Mochii,MF,Midfield,3071.0,2650.89,SH,サイドハーフ,LM (Position Group: Midfield),LM,Midfield,Kyota Mochii,沼津,2024|沼津|2650.89,沼津,2024|沼津|3071.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,岡澤　昂星,Kosei Okazawa,MF,Midfield,3061.0,2071.5,SH,サイドハーフ,LM (Position Group: Midfield),LM,Midfield,Kosei Okazawa,琉球,2024|琉球|2071.50,琉球,2024|琉球|3061.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,大澤　朋也,Tomoya Osawa,FW,Wide Attacker,3036.0,3260.88,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Tomoya Osawa,金沢,2025|金沢|2499.54; 2024|大宮|761.34,大宮,2024|大宮|806.00; 2025|金沢|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,萩野　滉大,Kodai Hagino,MF,Midfield,2999.0,3078.71,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Kodai Hagino,岐阜,2025|岐阜|1783.59; 2024|岐阜|1295.12,岐阜,2024|岐阜|1368.00; 2025|岐阜|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,新里　涼,Ryo Niizato,MF,Midfield,2967.0,2399.26,SH,サイドハーフ,RM (Position Group: Midfield),RM,Midfield,Ryo Niizato,岩手,2024|岩手|2399.26,岩手,2024|岩手|2967.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,水野　颯太,Hayata Mizuno,MF,Midfield,2907.0,3049.4,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Hayata Mizuno,高知,2025|高知|2394.14; 2024|岩手|655.26,岩手,2024|岩手|619.00; 2025|高知|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,牛之濵　拓,Taku Ushinohama,MF,Wide Attacker,2905.0,2268.8,SH,サイドハーフ,LW (Position Group: Wide Attacker),LW,Wide Attacker,Taku Ushinohama,北九州,2024|北九州|1395.46; 2025|北九州|873.34,北九州,2024|北九州|2140.00; 2025|北九州|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=medium; issues元候補: Yamato Machida
2024-2025,J3,新井　光,Hikaru Arai,MF,Midfield,2898.0,2246.53,SH,サイドハーフ,LM (Position Group: Midfield),LM,Midfield,Hikaru Arai,今治,2024|今治|2246.53,今治,2024|今治|2898.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,東條　敦輝,Atsuki Tojo,MF,Midfield,2862.0,2865.13,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Atsuki Tojo,鳥取,2025|鳥取|2331.89; 2024|鳥取|533.24,鳥取,2024|鳥取|562.00; 2025|鳥取|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,山口　卓己,Takumi Yamaguchi,MF,Midfield,2844.0,3316.04,SH,サイドハーフ,Right Midfield (Position Group: Midfield),Right Midfield,Midfield,Takumi Yamaguchi,鹿児島,2025|鹿児島|3316.04,鹿児島,2025|鹿児島|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,西村　真祈,Masaki Nishimura,FW,Center Forward,2781.0,2833.73,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Masaki Nishimura,FC大阪,2025|FC大阪|2128.86; 2024|FC大阪|704.87,FC大阪,2024|FC大阪|819.00; 2025|FC大阪|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,大関　友翔,Yuto  Ozeki,MF,Midfield,2768.0,2306.19,SH,サイドハーフ,LM (Position Group: Midfield),LM,Midfield,Yuto Ozeki,福島,2024|福島|2306.19,福島,2024|福島|2768.00,normalized,composite_normalized,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,柳町　魁耀,Kaiyo Yanagimachi,MF,Midfield,2746.0,3136.44,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Kaiyo Yanagimachi,沼津,2025|沼津|2678.82; 2024|沼津|457.62,沼津,2024|沼津|293.00; 2025|沼津|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,禹　相皓,Sang-Ho Woo,MF,Midfield,2717.0,2512.22,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Sang-Ho Woo,FC大阪,2025|FC大阪|1517.51; 2024|FC大阪|994.71,FC大阪,2024|FC大阪|1322.00; 2025|FC大阪|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,西山　拓実,Takumi Nishiyama,MF,Midfield,2694.0,2016.1,SH,サイドハーフ,Left Midfield (Position Group: Midfield),Left Midfield,Midfield,Takumi Nishiyama,相模原,2025|相模原|1086.90; 2024|相模原|929.20,相模原,2024|相模原|1727.00; 2025|相模原|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,吉田　陣平, Jimpei   Yoshida,MF,Midfield,2624.0,2865.05,SH,サイドハーフ,RM (Position Group: Midfield),RM,Midfield,Jimpei Yoshida,讃岐,2024|讃岐|1762.68; 2025|讃岐|1102.37,讃岐,2024|讃岐|1662.00; 2025|讃岐|0.00,normalized,composite_normalized,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,塩浜　遼,Ryo Shiohama,FW,Wide Attacker,2621.0,2007.31,SH,サイドハーフ,RF (Position Group: Wide Attacker),RF,Wide Attacker,Ryo Shiohama,福島,2024|福島|2007.31,福島,2024|福島|2621.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,五十嵐　太陽,Taiyo Igarashi,MF,Wide Attacker,2598.0,2745.7799999999997,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Taiyo Igarashi,栃木SC,2025|栃木SC|2745.78,栃木SC,2025|栃木SC|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Rui Ageishi
2024-2025,J3,中野　克哉,Katsuya Nakano,MF,Wide Attacker,2597.0,2350.84,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Katsuya Nakano,栃木SC,2025|栃木SC|1932.40; 2024|大宮|418.44,大宮,2024|大宮|818.00; 2025|栃木SC|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Sho Sato
2024-2025,J3,石川　俊輝,Toshiki Ishikawa,MF,Midfield,2554.0,1916.47,SH,サイドハーフ,LM (Position Group: Midfield),LM,Midfield,Toshiki Ishikawa,大宮,2024|大宮|1916.47,大宮,2024|大宮|2554.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,粟飯原　尚平,Shohei Aihara,FW,Wide Attacker,2539.0,2136.66,SH,サイドハーフ,Left Winger (Position Group: Wide Attacker),Left Winger,Wide Attacker,Shohei Aihara,岐阜,2025|岐阜|1338.62; 2024|岐阜|798.04,岐阜,2024|岐阜|1318.00; 2025|岐阜|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,福井　和樹,Kazuki Fukui,MF,Midfield,2496.0,2203.9400000000005,SH,サイドハーフ,RM (Position Group: Midfield),RM,Midfield,Kazuki Fukui,相模原,2025|相模原|1186.62; 2024|相模原|1017.32,相模原,2024|相模原|1446.00; 2025|相模原|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=medium; issues元候補: Rio Yoshitake
2024-2025,J3,森　勇人,Yuto Mori,MF,Wide Attacker,2493.0,2204.24,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Yuto Mori,讃岐,2024|讃岐|1309.47; 2025|讃岐|894.77,讃岐,2024|讃岐|1649.00; 2025|讃岐|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=medium; issues元候補: Shunji Takemura
2024-2025,J3,津久井　匠海,Takumi Tsukui,MF,Wide Attacker,2395.0,2017.3100000000004,SH,サイドハーフ,RF (Position Group: Wide Attacker),RF,Wide Attacker,Takumi Tsukui,沼津,2024|沼津|2017.31,沼津,2024|沼津|2395.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=review; issues元候補: Teruyoshi Ito
2024-2025,J3,田村　亮介,Ryosuke Tamura,MF,Wide Attacker,2390.0,2439.0,SH,サイドハーフ,Right Winger (Position Group: Wide Attacker),Right Winger,Wide Attacker,Ryosuke Tamura,奈良,2025|奈良|1564.85; 2024|奈良|874.15,奈良,2024|奈良|843.00; 2025|奈良|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Riki Tomizu
