対象年度,対象リーグ,FB_Name,SC_Name,FB_Pos,SC_Position_Group,FB_Minutes,SC_Minutes,analysis_position_code,analysis_position_jp,analysis_position_source,SC_Primary_Position,SC_Primary_Position_Group,player_name_normalized,dominant_team_name,team_season_signature,fb_dominant_team_name,fb_team_season_signature,join_method,join_method_detail,join_status,Notes
2024-2025,J3,青木　義孝,Yoshitaka Aoki,DF,Full Back,2942.0,3311.42,SB,サイドバック,Right Back (Position Group: Full Back),Right Back,Full Back,Yoshitaka Aoki,鹿児島,2025|鹿児島|3311.42,鹿児島,2025|鹿児島|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,泉　柊椰,Toya Izumi,MF,Full Back,2897.0,2246.08,SB,サイドバック,LWB (Position Group: Full Back),LWB,Full Back,Toya Izumi,大宮,2024|大宮|2246.08,大宮,2024|大宮|2897.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08) / SC元データ名: Toya  Izumi
2024-2025,J3,忽那　喬司,Kyoji Kutsuna,MF,Full Back,2887.0,2761.99,SB,サイドバック,Left Wing Back (Position Group: Full Back),Left Wing Back,Full Back,Kyoji Kutsuna,長野,2025|長野|1519.45; 2024|長野|1242.54,長野,2024|長野|1494.00; 2025|長野|0.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,田中　恵太,Keita Tanaka,DF,Full Back,2850.0,2166.67,SB,サイドバック,RWB (Position Group: Full Back),RWB,Full Back,Keita Tanaka,鳥取,2024|鳥取|1438.04; 2025|鳥取|728.63,鳥取,2024|鳥取|2197.00; 2025|鳥取|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,大谷　駿斗,Hayato Otani,FW,Full Back,2826.0,2449.59,SB,サイドバック,Right Wing Back (Position Group: Full Back),Right Wing Back,Full Back,Hayato Otani,金沢,2025|金沢|1580.17; 2024|金沢|869.42,金沢,2024|金沢|1500.00; 2025|金沢|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,近藤　高虎,Takatora Kondo,MF,Full Back,2812.0,2355.2,SB,サイドバック,LWB (Position Group: Full Back),LWB,Full Back,Takatora Kondo,今治,2024|今治|2355.20,今治,2024|今治|2812.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=medium; issues元候補: Keishi Kusumi
2024-2025,J3,吉村　弦,Yuzuru Yoshimura,DF,Full Back,2810.0,3049.04,SB,サイドバック,Right Back (Position Group: Full Back),Right Back,Full Back,Yuzuru Yoshimura,奈良,2025|奈良|2355.38; 2024|奈良|693.66,奈良,2024|奈良|637.00; 2025|奈良|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,安藤　由翔,Naoto Ando,MF,Full Back,2800.0,2264.58,SB,サイドバック,LWB (Position Group: Full Back),LWB,Full Back,Naoto Ando,八戸,2024|八戸|1695.67; 2025|八戸|568.91,八戸,2024|八戸|2297.00; 2025|八戸|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,森川　裕基,Yuki Morikawa,MF,Wide Attacker,2789.0,3017.0699999999997,SB,サイドバック,Left Wing Back (Position Group: Full Back),Left Wing Back,Full Back,Yuki Morikawa,讃岐,2024|讃岐|1593.35; 2025|讃岐|1413.59; 2024|長野|10.13,讃岐,2024|讃岐|1375.00; 2024|長野|82.00; 2025|讃岐|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Shunji Takemura
2024-2025,J3,田中　康介,Kosuke Tanaka,MF,Full Back,2658.0,2197.27,SB,サイドバック,Left Wing Back (Position Group: Full Back),Left Wing Back,Full Back,Kosuke Tanaka,長野,2025|長野|1497.42; 2024|長野|699.85,長野,2024|長野|1304.00; 2025|長野|0.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,鈴木　裕斗,Hiroto  Suzuki,DF,Full Back,2636.0,2910.5,SB,サイドバック,Right Back (Position Group: Full Back),Right Back,Full Back,Hiroto Suzuki,栃木Ｃ,2025|栃木Ｃ|2910.50,栃木Ｃ,2025|栃木Ｃ|0.00,normalized,composite_normalized,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,上原　牧人,Makito Uehara,DF,Full Back,2603.0,1741.65,SB,サイドバック,RWB (Position Group: Full Back),RWB,Full Back,Makito Uehara,琉球,2024|琉球|1741.65,琉球,2024|琉球|2603.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,安藤　一哉,Kazuya Ando,MF,Full Back,2562.0,2636.1099999999997,SB,サイドバック,Right Wing Back (Position Group: Full Back),Right Wing Back,Full Back,Kazuya Ando,長野,2025|長野|2015.05; 2024|長野|621.06,長野,2024|長野|686.00; 2025|長野|0.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,宮脇　茂夫,Shigeo Miyawaki,DF,Full Back,2439.0,2901.87,SB,サイドバック,Left Back (Position Group: Full Back),Left Back,Full Back,Shigeo Miyawaki,沼津,2025|沼津|2724.16; 2024|沼津|177.71,沼津,2024|沼津|163.00; 2025|沼津|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,高野　裕維,Yui Takano,MF,Full Back,2421.0,2530.2700000000004,SB,サイドバック,Left Wing Back (Position Group: Full Back),Left Wing Back,Full Back,Yui Takano,高知,2025|高知|2530.27,高知,2025|高知|0.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,河村　匠,Takumi Kawamura,MF,Full Back,2413.0,2499.0500000000006,SB,サイドバック,Left Wing Back (Position Group: Full Back),Left Wing Back,Full Back,Takumi Kawamura,鳥取,2025|鳥取|2499.05,鳥取,2025|鳥取|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Kodai Dohi
2024-2025,J3,奥井　諒,Ryo Okui,DF,Full Back,2398.0,2615.2,SB,サイドバック,Left Back (Position Group: Full Back),Left Back,Full Back,Ryo Okui,栃木Ｃ,2025|栃木Ｃ|2615.20,栃木Ｃ,2025|栃木Ｃ|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,川名　連介,Rensuke Kawana,FW,Full Back,2311.0,2486.88,SB,サイドバック,Left Wing Back (Position Group: Full Back),Left Wing Back,Full Back,Rennosuke Kawana,栃木SC,2025|栃木SC|2486.88,栃木SC,2025|栃木SC|0.00,alias,alias,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08) / SC元データ名: Rennosuke Kawana
2024-2025,J3,冨士田　康人,Yasuto Fujita,MF,Midfield,2286.0,1418.62,SB,サイドバック,RWB (Position Group: Full Back),RWB,Full Back,Yasuto Fujita,YS横浜,2024|YS横浜|1418.62,YS横浜,2024|YS横浜|2286.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,下口　稚葉,Wakaba Shimoguchi,DF,Full Back,2270.0,1557.9,SB,サイドバック,RWB (Position Group: Full Back),RWB,Full Back,Wakaba Shimoguchi,大宮,2024|大宮|1557.90,大宮,2024|大宮|2270.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=review; issues元候補: Wakaba Shimoguchi
2024-2025,J3,三原　秀真,Shuma Mihara,DF,Full Back,2233.0,2400.24,SB,サイドバック,Right Back (Position Group: Full Back),Right Back,Full Back,Shuma Mihara,沼津,2025|沼津|2400.24,沼津,2025|沼津|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,小川　大貴,Daiki Ogawa,DF,Full Back,2141.0,2249.73,SB,サイドバック,Right Wing Back (Position Group: Full Back),Right Wing Back,Full Back,Daiki Ogawa,松本,2025|松本|2249.73,松本,2025|松本|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,田中　陸,Riku Tanaka,MF,Full Back,2123.0,1040.5,SB,サイドバック,RWB (Position Group: Full Back),RWB,Full Back,Riku Tanaka,相模原,2024|相模原|884.25; 2025|相模原|156.25,相模原,2024|相模原|2002.00; 2025|相模原|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=review; issues元候補: Rio Yoshitake
2024-2025,J3,松村　航希,Koki Matsumura,FW,Full Back,2099.0,1617.7600000000002,SB,サイドバック,RWB (Position Group: Full Back),RWB,Full Back,Koki Matsumura,YS横浜,2024|YS横浜|1617.76,YS横浜,2024|YS横浜|2099.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=review; issues元候補: Ryohei Wakizaka
2024-2025,J3,上野　輝人,Akito Ueno,FW,Full Back,2069.0,2113.4,SB,サイドバック,Left Wing Back (Position Group: Full Back),Left Wing Back,Full Back,Akito Ueno,讃岐,2025|讃岐|2078.95; 2024|岐阜|34.45,岐阜,2024|岐阜|217.00; 2025|讃岐|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,堤　奏一郎,Soichiro Tsutsumi,MF,Full Back,2042.0,2415.0,SB,サイドバック,Right Back (Position Group: Full Back),Right Back,Full Back,Soichiro Tsutsumi,FC大阪,2025|FC大阪|2349.61; 2024|FC大阪|65.39,FC大阪,2024|FC大阪|99.00; 2025|FC大阪|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Yuto Kokuryo
2024-2025,J3,河野　諒祐,Ryosuke Kawano,DF,Full Back,1906.0,2068.2,SB,サイドバック,Left Wing Back (Position Group: Full Back),Left Wing Back,Full Back,Ryosuke Kawano,相模原,2025|相模原|2068.20,相模原,2025|相模原|0.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,永井　颯太,Sota Nagai,MF,Full Back,1875.0,2024.1,SB,サイドバック,Left Wing Back (Position Group: Full Back),Left Wing Back,Full Back,Sota Nagai,琉球,2025|琉球|2024.10,琉球,2025|琉球|0.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,福森　健太,Kenta Fukumori,DF,Full Back,1853.0,1999.82,SB,サイドバック,Left Wing Back (Position Group: Full Back),Left Wing Back,Full Back,Kenta Fukumori,栃木SC,2025|栃木SC|1999.82,栃木SC,2025|栃木SC|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,茂木　力也,Rikiya Motegi,DF,Full Back,1846.0,1649.62,SB,サイドバック,RWB (Position Group: Full Back),RWB,Full Back,Rikiya Motegi,大宮,2024|大宮|1649.62,大宮,2024|大宮|1846.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,高橋　秀典,Hidenori Takahashi,DF,Full Back,1828.0,2085.52,SB,サイドバック,Right Wing Back (Position Group: Full Back),Right Wing Back,Full Back,Hidenori Takahashi,栃木SC,2025|栃木SC|2085.52,栃木SC,2025|栃木SC|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,西矢　慎平,Shimpei Nishiya,DF,Full Back,1818.0,1512.15,SB,サイドバック,RB (Position Group: Full Back),RB,Full Back,Shimpei Nishiya,富山,2024|富山|1512.15,富山,2024|富山|1818.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,下川　太陽,Taiyo Shimokawa,MF,Full Back,1793.0,1709.15,SB,サイドバック,Right Wing Back (Position Group: Full Back),Right Wing Back,Full Back,Taiyo Shimokawa,群馬,2025|群馬|1336.99; 2024|讃岐|372.16,讃岐,2024|讃岐|562.00; 2025|群馬|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,橋本　陸斗,Rikuto Hashimoto,MF,Full Back,1701.0,1565.51,SB,サイドバック,LWB (Position Group: Full Back),LWB,Full Back,Rikuto Hashimoto,YS横浜,2024|YS横浜|1565.51,YS横浜,2024|YS横浜|1701.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,青山　生,Ikiru Aoyama,DF,Full Back,1684.0,955.15,SB,サイドバック,RB (Position Group: Full Back),RB,Full Back,Ikiru Aoyama,宮崎,2024|宮崎|955.15,宮崎,2024|宮崎|1684.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,弓場　堅真,Kenshin Yuba,MF,Full Back,1662.0,1725.79,SB,サイドバック,RWB (Position Group: Full Back),RWB,Full Back,Kenshin Yuba,今治,2024|今治|1725.79,今治,2024|今治|1662.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Keishi Kusumi
2024-2025,J3,河上　将平,Shohei Kawakami,MF,Full Back,1661.0,1787.0799999999997,SB,サイドバック,Right Wing Back (Position Group: Full Back),Right Wing Back,Full Back,Shohei Kawakami,讃岐,2025|讃岐|1787.08,讃岐,2025|讃岐|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Noh Seung-Ki
2024-2025,J3,福宮　弘乃介,Konosuke  Fukumiya,DF,Central Defender,1608.0,1740.4299999999998,SB,サイドバック,Left Wing Back (Position Group: Full Back),Left Wing Back,Full Back,Konosuke Fukumiya,高知,2025|高知|1740.43,高知,2025|高知|0.00,normalized,composite_normalized,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,佐藤　尚輝,Naoki Sato,MF,Midfield,1584.0,1838.38,SB,サイドバック,Right Wing Back (Position Group: Full Back),Right Wing Back,Full Back,Naoki Sato,沼津,2025|沼津|1256.72; 2024|沼津|581.66,沼津,2024|沼津|457.00; 2025|沼津|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,小暮　大器,Daiki Kogure,MF,Full Back,1502.0,769.6099999999999,SB,サイドバック,LWB (Position Group: Full Back),LWB,Full Back,Daiki Kogure,岩手,2024|岩手|769.61,岩手,2024|岩手|1502.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=review; issues元候補: Koki Mizuno
2024-2025,J3,馬渡　和彰,Kazuaki Mawatari,DF,Full Back,1495.0,1085.72,SB,サイドバック,RB (Position Group: Full Back),RB,Full Back,Kazuaki Mawatari,松本,2024|松本|589.09; 2025|松本|496.63,松本,2024|松本|1081.00; 2025|松本|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,ユ　イェチャン,Ye-chan Yu,DF,Full Back,1491.0,1487.86,SB,サイドバック,Left Back (Position Group: Full Back),Left Back,Full Back,Ye-chan Yu,奈良,2025|奈良|1487.86,奈良,2025|奈良|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,星　広太,Kota Hoshi,MF,Full Back,1467.0,1532.3399999999997,SB,サイドバック,Left Back (Position Group: Full Back),Left Back,Full Back,Kota Hoshi,北九州,2025|北九州|1532.34,北九州,2025|北九州|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=medium; issues元候補: Yamato Machida
2024-2025,J3,森　璃太,Riita Mori,DF,Full Back,1467.0,1552.14,SB,サイドバック,Right Wing Back (Position Group: Full Back),Right Wing Back,Full Back,Riita Mori,栃木SC,2025|栃木SC|1036.24; 2024|福島|515.90,福島,2024|福島|573.00; 2025|栃木SC|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,西久保　駿介,Shunsuke   Nishikubo,DF,Full Back,1419.0,1608.22,SB,サイドバック,Right Wing Back (Position Group: Full Back),Right Wing Back,Full Back,Shunsuke Nishikubo,相模原,2025|相模原|1608.22,相模原,2025|相模原|0.00,normalized,composite_normalized,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,吉田　朋恭,Tomoyasu Yoshida,DF,Full Back,1388.0,771.37,SB,サイドバック,LB (Position Group: Full Back),LB,Full Back,Tomoyasu Yoshida,宮崎,2024|宮崎|771.37,宮崎,2024|宮崎|1388.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,小西　宏登,Hiroto Konishi,FW,Full Back,1386.0,1522.3,SB,サイドバック,Right Wing Back (Position Group: Full Back),Right Wing Back,Full Back,Hiroto Konishi,群馬,2025|群馬|1522.30,群馬,2025|群馬|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08) / SC元データ名: Hiroto  Konishi
2024-2025,J3,伊川　拓,Taku Ikawa,MF,Full Back,1314.0,1290.59,SB,サイドバック,RWB (Position Group: Full Back),RWB,Full Back,Taku Ikawa,鳥取,2025|鳥取|656.10; 2024|鳥取|634.49,鳥取,2024|鳥取|749.00; 2025|鳥取|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Taishi Tamashiro
2024-2025,J3,高橋　峻希,Shunki Takahashi,DF,Full Back,1313.0,958.51,SB,サイドバック,LB (Position Group: Full Back),LB,Full Back,Shunki Takahashi,岩手,2024|岩手|958.51,岩手,2024|岩手|1313.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,坂本　翔,Kakeru Sakamoto,DF,Full Back,1298.0,1256.76,SB,サイドバック,RB (Position Group: Full Back),RB,Full Back,Kakeru Sakamoto,北九州,2024|北九州|1038.63; 2025|北九州|199.56; 2025|FC大阪|18.57,北九州,2024|北九州|1130.00; 2025|FC大阪|0.00; 2025|北九州|0.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,木實　快斗,Kaito Konomi,MF,Full Back,1281.0,1451.61,SB,サイドバック,Left Back (Position Group: Full Back),Left Back,Full Back,Kaito Konomi,北九州,2025|北九州|1451.61,北九州,2025|北九州|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
