FB_Name,SC_Name,analysis_position_code,analysis_position_jp,raw_sprint_distance_full_all_per_match,win_sprint_distance_full_all_per_match,z_sprint_distance_full_all_per_match,imputed_sprint_distance_full_all_per_match,raw_hsr_count_full_all_per_match,win_hsr_count_full_all_per_match,z_hsr_count_full_all_per_match,imputed_hsr_count_full_all_per_match,raw_dribble_success_rate_pct,win_dribble_success_rate_pct,z_dribble_success_rate_pct,imputed_dribble_success_rate_pct,raw_crosses_per90,win_crosses_per90,z_crosses_per90,imputed_crosses_per90,raw_cross_success_rate_pct,win_cross_success_rate_pct,z_cross_success_rate_pct,imputed_cross_success_rate_pct,raw_last_passes_per90,win_last_passes_per90,z_last_passes_per90,imputed_last_passes_per90,raw_pa_entry_per90,win_pa_entry_per90,z_pa_entry_per90,imputed_pa_entry_per90,raw_shot_conversion_rate_pct,win_shot_conversion_rate_pct,z_shot_conversion_rate_pct,imputed_shot_conversion_rate_pct,raw_regain_within_5s_per90,win_regain_within_5s_per90,z_regain_within_5s_per90,imputed_regain_within_5s_per90,imputed_count,imputed_ratio,cluster_id,cluster_distance_to_center,distance_to_cluster_center_3,score_cluster_0,score_cluster_1,score_cluster_2,score_cluster_3,rank_cluster_0,rank_cluster_1,rank_cluster_2,rank_cluster_3
吉田　篤志,Atsushi Yoshida,SH,サイドハーフ,116.8695652173913,116.8695652173913,0.234927,0,31.304347826086957,31.304347826086957,-0.419631,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,0.693673,0.693673650513698,-0.38849,-0.30044099999999996,-0.5235650000000001,-0.693673650513698,118,88,97,17
遠山　悠希,Haruki Toyama,SH,サイドハーフ,53.69230769230769,53.69230769230769,-1.044493,0,17.76923076923077,17.76923076923077,-1.646106,0,63.64545454545455,63.64545454545455,0.936558,0,2.7510917030567685,2.7510917030567685,0.647785,0,49.98571428571428,49.98571428571428,2.765977,0,0.982532751091703,0.982532751091703,-0.243691,0,1.3755458515283845,1.3755458515283845,-0.08115,0,0.0,0.0,-1.296257,0,0.982532751091703,0.982532751091703,-0.311045,0,0,0.0,3,3.643165,3.643164155570951,-2.771749,-1.247603,0.322944,-3.643164155570951,194,184,60,160
ターレス,Thales,SH,サイドハーフ,205.23529411764707,205.23529411764707,2.024446,0,43.588235294117645,43.588235294117645,0.693465,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,0,1.202027,2.684136786598254,2.514125,-0.30044099999999996,-0.5235650000000001,-2.684136786598254,29,76,85,122
瀬良　俊太,Shunta Sera,SH,サイドハーフ,42.7,42.7,-1.267101,0,28.4,28.4,-0.682807,0,30.0,30.0,-0.909255,0,0.9207161125319694,0.9207161125319694,-0.725847,0,12.5,12.5,-0.91117,0,0.4603580562659847,0.4603580562659847,-1.325592,0,0.4603580562659847,0.4603580562659847,-1.145194,0,0.0,0.0,-1.296257,0,2.186700767263427,2.186700767263427,2.050632,0,0,0.0,1,2.038137,3.5769448105373387,-3.0951020000000002,2.9598869999999997,-3.1966330000000003,-3.5769448105373387,202,16,207,158
青木　拓矢,Takuya Aoki,SH,サイドハーフ,15.25,16.599444444444444,-1.795671,0,8.75,9.14277777777778,-2.427786,0,60.0,60.0,0.736566,0,1.1583011583011582,1.1583011583011582,-0.547548,0,9.989999999999998,9.989999999999998,-1.157387,0,0.3474903474903475,0.3474903474903475,-1.559445,0,1.1583011583011582,1.1583011583011582,-0.33373,0,0.0,0.0,-1.296257,0,2.200772200772201,2.200772200772201,2.078229,0,0,0.0,1,3.710889,4.13593012115582,-4.557187,1.3416629999999998,-2.440723,-4.13593012115582,213,35,191,186
大迫　塁,Rui Osako,SH,サイドハーフ,68.625,68.625,-0.742087,0,33.75,33.75,-0.19802,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,0.445934,0.44593351714801616,-1.143893,-0.30044099999999996,-0.5235650000000001,-0.44593351714801616,148,95,104,6
吉永　大志,Hiroshi Yoshinaga,SH,サイドハーフ,49.189189189189186,49.189189189189186,-1.135687,0,16.0,16.0,-1.806424,0,50.0,50.0,0.187959,0,1.6326530612244898,1.6326530612244898,-0.191564,0,37.4875,37.4875,1.539969,0,1.4285714285714284,1.4285714285714284,0.680463,0,2.2448979591836737,2.2448979591836737,0.929602,0,20.0,20.0,1.94509,0,0.4081632653061224,0.4081632653061224,-1.437529,0,0,0.0,3,3.455128,3.4551283470285155,-2.0125089999999997,-1.625488,1.418501,-3.4551283470285155,174,193,40,155
渡井　翔琉,Kakeru Watai,SH,サイドハーフ,96.78571428571428,96.78571428571428,-0.171797,0,35.642857142857146,35.642857142857146,-0.0265,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,0.501267,0.5012675169368148,-0.40208299999999997,-0.30044099999999996,-0.5235650000000001,-0.5012675169368148,119,110,119,7
夏川　大和,Yamato Natsukawa,SH,サイドハーフ,132.66666666666666,132.66666666666666,0.554838,0,32.888888888888886,32.888888888888886,-0.276049,0,52.94117647058824,52.94117647058824,0.349314,0,2.785016286644951,2.785016286644951,0.673244,0,15.789473684210526,15.789473684210526,-0.58849,0,0.5863192182410424,0.5863192182410424,-1.064612,0,1.6123778501628665,1.6123778501628665,0.194202,0,5.0,5.0,-0.48592,0,0.5863192182410424,0.5863192182410424,-1.08812,0,0,0.0,3,1.978797,1.9787966498010856,0.47299100000000005,-1.437434,-0.19716599999999995,-1.9787966498010856,80,188,72,76
魚里　直哉,Naoya Uozato,SH,サイドハーフ,116.22222222222224,116.22222222222224,0.221817,0,24.555555555555557,24.555555555555557,-1.031168,0,50.0,50.0,0.187959,0,2.712328767123288,2.712328767123288,0.618695,0,22.727272727272727,22.727272727272727,0.09207,0,0.863013698630137,0.863013698630137,-0.491324,0,1.1095890410958904,1.1095890410958904,-0.390365,0,0.0,0.0,-1.296257,0,1.2328767123287672,1.2328767123287672,0.179942,0,0,0.0,3,1.920796,1.9207958881505345,-1.1997160000000002,-0.008016999999999996,-0.262994,-1.9207958881505345,149,63,73,70
和田　拓也,Takuya Wada,SH,サイドハーフ,68.93333333333334,68.93333333333334,-0.735843,0,22.133333333333333,22.133333333333333,-1.250656,0,66.70000000000002,66.70000000000002,1.104133,0,0.7510431154381085,0.7510431154381085,-0.85318,0,0.0,0.0,-2.137353,0,0.3755215577190542,0.3755215577190542,-1.501366,0,0.7510431154381085,0.7510431154381085,-0.807229,0,28.57142857142857,28.57142857142857,3.334239,0,1.6272600834492352,1.6272600834492352,0.953428,0,0,0.0,3,4.568459,4.568459410156557,-2.7937279999999998,-0.15070499999999998,-3.161775,-4.568459410156557,197,69,205,196
イム　ジフン,Ji-hoon Lim,SH,サイドハーフ,54.55555555555556,54.55555555555556,-1.027011,0,20.666666666666668,20.666666666666668,-1.383557,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,1.184151,1.184151232938175,-2.6143539999999996,-0.30044099999999996,-0.5235650000000001,-1.184151232938175,192,73,82,42
佐々木　敦河,Taiga Sasaki,SH,サイドハーフ,119.53333333333332,119.53333333333332,0.288872,0,41.0,41.0,0.458934,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,1.133104,1.1331045338524597,0.54402,-0.30044099999999996,-0.5235650000000001,-1.1331045338524597,77,83,92,37
中村　翼,Tsubasa Nakamura,SH,サイドハーフ,121.38888888888889,121.38888888888889,0.326449,0,34.55555555555556,34.55555555555556,-0.125025,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,0.825577,0.825577097500288,-0.002362000000000003,-0.30044099999999996,-0.5235650000000001,-0.825577097500288,102,81,90,23
風間　宏希,Koki Kazama,SH,サイドハーフ,60.733333333333334,60.733333333333334,-0.901903,0,21.0,21.0,-1.353352,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,1.098469,1.0984684484153382,-2.459041,-0.30044099999999996,-0.5235650000000001,-1.0984684484153382,188,139,148,34
エンリック　マルティネス,Enric Martínez Ros,SH,サイドハーフ,44.15384615384615,44.15384615384615,-1.237659,0,28.76923076923077,28.76923076923077,-0.649349,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,0.889616,0.8896153874776448,-2.090794,-0.30044099999999996,-0.5235650000000001,-0.8896153874776448,177,74,83,28
ジョアオ,Joao,SH,サイドハーフ,61.25,61.25,-0.89144,0,36.833333333333336,36.833333333333336,0.081374,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,0.711651,0.7116508032771409,-1.013852,-0.30044099999999996,-0.5235650000000001,-0.7116508032771409,145,75,84,20
村田　迅,Jin Murata,SH,サイドハーフ,117.36363636363636,117.36363636363636,0.244933,0,44.18181818181818,44.18181818181818,0.747252,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,0,1.240276,1.341480194789323,0.7883990000000001,-0.30044099999999996,-0.5235650000000001,-1.341480194789323,69,106,115,49
鈴木　国友,Kunitomo Suzuki,SH,サイドハーフ,127.88888888888889,127.88888888888889,0.458082,0,33.27777777777778,33.27777777777778,-0.24081,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,0.919564,0.9195640692616257,0.013485999999999998,-0.30044099999999996,-0.5235650000000001,-0.9195640692616257,101,134,143,29
吉長　真優,Mahiro Yoshinaga,SH,サイドハーフ,86.6842105263158,86.6842105263158,-0.376365,0,26.94736842105263,26.94736842105263,-0.814436,0,50.0,50.0,0.187959,0,9.473684210526317,8.001363956601377,4.587927,0,25.0,25.0,0.315013,0,0.0,0.0380664652567976,-2.200545,0,7.105263157894736,5.931700114101615,5.216063,0,0.0,0.0,-1.296257,0,0.0,0.0271259418729817,-2.184839,0,0,0.0,2,5.179476,7.844497156735606,4.025262,-2.3727980000000004,7.603444999999999,-7.844497156735606,10,210,5,213
パク　スビン,Su-bin Park,SH,サイドハーフ,75.625,75.625,-0.600328,0,27.875,27.875,-0.730379,0,50.0,50.0,0.187959,0,0.9813084112149532,0.9813084112149532,-0.680374,0,28.57142857142857,28.57142857142857,0.665351,0,1.1214953271028036,1.1214953271028036,0.044227,0,1.4018691588785046,1.4018691588785046,-0.050546,0,0.0,0.0,-1.296257,0,2.102803738317757,2.102803738317757,1.886089,0,0,0.0,1,2.007548,2.748777021119574,-1.3812529999999998,1.69813,-0.686693,-2.748777021119574,154,29,153,125
藤村　慶太,Keita Fujimura,SH,サイドハーフ,57.142857142857146,57.142857142857146,-0.974615,0,21.142857142857142,21.142857142857142,-1.340407,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,1.121473,1.1214723305712895,-2.518808,-0.30044099999999996,-0.5235650000000001,-1.1214723305712895,191,130,139,35
山谷　侑士,Yushi Yamaya,SH,サイドハーフ,135.85714285714286,135.85714285714286,0.61945,0,35.714285714285715,35.714285714285715,-0.020028,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,1.12753,1.1275307852120933,0.3956359999999999,-0.30044099999999996,-0.5235650000000001,-1.1275307852120933,84,100,109,36
伊藤　拓巳,Takumi Ito,SH,サイドハーフ,86.18181818181819,86.18181818181819,-0.386539,0,26.0,26.0,-0.900281,0,43.7375,43.7375,-0.155606,0,3.2961783439490446,3.2961783439490446,1.056853,0,21.73913043478261,21.73913043478261,-0.004861,0,1.8630573248407645,1.8630573248407645,1.580681,0,2.7229299363057327,2.7229299363057327,1.485386,0,16.666666666666664,16.666666666666664,1.404866,0,0.7165605095541401,0.7165605095541401,-0.832684,0,0,0.0,3,3.067789,3.067789987756007,0.19856600000000002,-0.677078,4.122920000000001,-3.067789987756007,91,157,12,136
西丸　道人,Minto Nishimaru,SH,サイドハーフ,130.83333333333334,130.83333333333334,0.517711,0,37.333333333333336,37.333333333333336,0.126681,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,1.096503,1.0965036313195684,0.44060600000000005,-0.30044099999999996,-0.5235650000000001,-1.0965036313195684,82,131,140,33
清水　祐輔,Yusuke Shimizu,SH,サイドハーフ,59.57142857142857,59.57142857142857,-0.925433,0,20.285714285714285,20.285714285714285,-1.418077,0,0.0,0.0,-2.555077,0,3.4615384615384617,3.4615384615384617,1.18095,0,33.33333333333333,33.33333333333333,1.132468,0,2.3076923076923075,2.3076923076923075,2.501926,0,0.0,0.2707458148718044,-1.365646,0,0.0,0.0,-1.296257,0,1.1538461538461535,1.1538461538461535,0.024943,0,0,0.0,1,4.181792,4.727719770336012,-3.709156,2.5800199999999998,2.3172300000000003,-4.727719770336012,210,20,26,199
稲葉　修土,Shuto Inaba,SH,サイドハーフ,40.3125,40.3125,-1.315451,0,21.875,21.875,-1.274065,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,1.277699,1.277698757640861,-2.7933019999999997,-0.30044099999999996,-0.5235650000000001,-1.277698757640861,196,121,130,47
野瀬　龍世,Ryusei Nose,SH,サイドハーフ,124.58823529411764,124.58823529411764,0.39124,0,34.11764705882353,34.11764705882353,-0.164706,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,0.873108,0.8731080234455527,0.02274799999999999,-0.30044099999999996,-0.5235650000000001,-0.8731080234455527,99,132,141,26
坪郷　来紀,Raiki Tsubogo,SH,サイドハーフ,121.53846153846152,121.53846153846152,0.329478,0,34.30769230769231,34.30769230769231,-0.147485,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,0.821249,0.8212496748407271,-0.021793000000000007,-0.30044099999999996,-0.5235650000000001,-0.8212496748407271,105,92,101,22
小松　寛太,Kanta Komatsu,SH,サイドハーフ,180.14285714285714,180.14285714285714,1.516292,0,47.285714285714285,47.285714285714285,1.028509,0,63.63636363636363,63.63636363636363,0.93606,0,1.2903225806451613,1.2903225806451613,-0.44847,0,0.0,0.0,-2.137353,0,0.6451612903225806,0.6451612903225806,-0.942696,0,0.8064516129032258,0.8064516129032258,-0.742808,0,0.0,0.0,-1.296257,0,1.4516129032258065,1.4516129032258065,0.608939,0,0,0.0,0,3.282412,3.7623250142728235,1.8019929999999995,-0.327121,-2.1339740000000003,-3.7623250142728235,39,144,183,166
弓削　翼,Tsubasa  Yuge,SH,サイドハーフ,93.0,93.0,-0.248462,0,43.0,43.0,0.640162,0,0.0,0.0,-2.555077,0,0.6666666666666667,0.6666666666666667,-0.916502,0,24.975,24.975,0.31256,0,2.0,2.0,1.864414,0,1.8333333333333337,1.8333333333333337,0.451096,0,9.090909090909092,9.090909090909092,0.177083,0,2.833333333333333,2.592692307692307,2.846884,0,0,0.0,1,3.401385,4.842345540033363,0.8427960000000001,5.401961,1.399008,-4.842345540033363,66,1,41,202
齋藤　恵太,Keita Saito,SH,サイドハーフ,138.66666666666666,138.66666666666666,0.676346,0,27.6,27.6,-0.755298,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,1.175204,1.175204905104212,-0.28273800000000004,-0.30044099999999996,-0.5235650000000001,-1.175204905104212,115,141,150,40
永長　鷹虎,Takatora Einaga,SH,サイドハーフ,53.04,53.04,-1.057703,0,17.8,17.8,-1.643318,0,58.333333333333336,58.333333333333336,0.645132,0,7.748344370860927,7.748344370860927,4.398045,0,15.384615384615383,15.384615384615383,-0.628205,0,2.384105960264901,2.384105960264901,2.660249,0,4.768211920529802,4.768211920529802,3.863333,0,25.0,25.0,2.755427,0,2.384105960264901,2.384105960264901,2.437793,0,0,0.0,2,3.638055,7.823700752968763,1.162312,1.792661,10.921627,-7.823700752968763,60,27,3,212
櫻井　文陽,Ayahi Sakurai,SH,サイドハーフ,118.42857142857144,118.42857142857144,0.266499,0,54.857142857142854,54.857142857142854,1.714589,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,0,1.341695,2.230503792872139,1.777302,-0.30044099999999996,-0.5235650000000001,-2.230503792872139,40,109,118,85
川上　航立,Kotatsu  Kawakami,SH,サイドハーフ,58.90909090909091,58.90909090909091,-0.938846,0,30.0,30.0,-0.537824,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,0.588639,0.5886389024597337,-1.680456,-0.30044099999999996,-0.5235650000000001,-0.5886389024597337,163,101,110,11
樋口　叶,Kakeru Higuchi,SH,サイドハーフ,49.0,49.0,-1.139518,0,27.428571428571427,27.428571428571427,-0.770832,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,0.846493,0.8464927100743396,-2.114136,-0.30044099999999996,-0.5235650000000001,-0.8464927100743396,178,108,117,24
米澤　令衣,Rei Yonezawa,SH,サイドハーフ,70.38461538461539,70.38461538461539,-0.706452,0,19.115384615384617,19.115384615384617,-1.524125,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,1.18823,1.1882296141680697,-2.434363,-0.30044099999999996,-0.5235650000000001,-1.1882296141680697,186,124,133,44
長谷川　アーリアジャスール,Aria Jasuru Hasegawa,SH,サイドハーフ,8.6,16.599444444444444,-1.795671,0,8.4,9.14277777777778,-2.427786,0,0.0,0.0,-2.555077,0,0.0,0.2005861502961676,-1.266279,0,0.0,0.0,-2.137353,0,0.7982261640798226,0.7982261640798226,-0.625559,0,0.5986696230598669,0.5986696230598669,-0.984386,0,0.0,0.0,-1.296257,0,1.5964523281596452,1.5964523281596452,0.893006,0,0,0.0,1,3.637177,4.821609202621984,-5.2078429999999996,3.4480829999999996,-2.8762239999999997,-4.821609202621984,215,11,198,201
大渕　来珠,Raiju Obuchi,SH,サイドハーフ,177.0,177.0,1.452645,0,56.6,56.6,1.872517,0,61.55384615384616,61.55384615384616,0.821811,0,3.477272727272727,3.477272727272727,1.192758,0,17.647058823529413,17.647058823529413,-0.406271,0,2.0454545454545454,2.0454545454545454,1.958592,0,1.4318181818181817,1.4318181818181817,-0.015725,0,0.0,0.0,-1.296257,0,1.0227272727272727,1.0227272727272727,-0.232214,0,0,0.0,0,2.702803,4.107499833587459,3.3094369999999995,-1.054025,3.135625,-4.107499833587459,20,180,19,184
酒井　達磨,Tatsuma Sakai,SH,サイドハーフ,76.11764705882354,76.11764705882354,-0.590351,0,22.11764705882353,22.11764705882353,-1.252078,0,33.33333333333333,33.33333333333333,-0.726386,0,1.8367346938775508,1.8367346938775508,-0.038408,0,20.0,20.0,-0.17546,0,1.1020408163265305,1.1020408163265305,0.003919,0,1.469387755102041,1.469387755102041,0.027955,0,16.666666666666664,16.666666666666664,1.404866,0,0.7346938775510204,0.7346938775510204,-0.79712,0,0,0.0,3,1.949635,1.9496359138464803,-1.8144740000000001,-0.07073400000000007,-0.006533999999999997,-1.9496359138464803,166,66,67,73
堀越　大蔵,Daizo Horikoshi,SH,サイドハーフ,175.77777777777777,175.77777777777777,1.427893,0,47.44444444444444,47.44444444444444,1.042893,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,0,0.79915,2.3515555980101768,2.2670000000000003,-0.30044099999999996,-0.5235650000000001,-2.3515555980101768,34,93,102,91
塚元　大,Dai Tsukamoto,SH,サイドハーフ,78.22222222222223,78.22222222222223,-0.547731,0,27.0,27.0,-0.809667,0,21.428571428571427,21.428571428571427,-1.37949,0,0.6633906633906634,0.6633906633906634,-0.91896,0,0.0,0.0,-2.137353,0,0.4422604422604422,0.4422604422604422,-1.363089,0,0.6633906633906634,0.6633906633906634,-0.909138,0,0.0,0.0,-1.296257,0,0.4422604422604422,0.4422604422604422,-1.370656,0,0,0.0,3,3.564312,3.564312196625318,-2.266536,0.008834000000000009,-3.191187,-3.564312196625318,182,61,206,157
前田　陸王,Rio Maeda,SH,サイドハーフ,72.1875,72.1875,-0.669942,0,26.4375,26.4375,-0.860637,0,0.0,0.0,-2.555077,0,2.25,2.25,0.271733,0,0.0,0.0,-2.137353,0,2.25,2.25,2.382393,0,2.25,2.25,0.935534,0,0.0,0.0,-1.296257,0,0.0,0.0271259418729817,-2.184839,0,0,0.0,3,4.998858,4.998858344392247,-0.5950449999999999,0.3702379999999996,3.58966,-4.998858344392247,129,51,15,203
田鎖　勇作,Yusaku Takusari,SH,サイドハーフ,85.83333333333333,85.83333333333333,-0.393596,0,36.833333333333336,36.833333333333336,0.081374,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,0.531616,0.5316156578929933,-0.516008,-0.30044099999999996,-0.5235650000000001,-0.5316156578929933,127,116,125,9
常安　澪,Tsuneyasu Mio,SH,サイドハーフ,153.14285714285714,153.14285714285714,0.969507,0,36.285714285714285,36.285714285714285,0.031752,0,28.57142857142857,28.57142857142857,-0.987628,0,1.6237113402061851,1.6237113402061851,-0.198274,0,28.57142857142857,28.57142857142857,0.665351,0,1.6237113402061851,1.6237113402061851,1.084776,0,2.551546391752577,2.551546391752577,1.286127,0,0.0,0.0,-1.296257,0,1.6237113402061851,1.6237113402061851,0.946468,0,0,0.0,0,2.91813,3.304901908837084,2.287386,1.9340959999999998,2.1726289999999997,-3.304901908837084,33,26,30,148
椎名　伸志,Nobuyuki Shiina,SH,サイドハーフ,102.0,102.0,-0.066201,0,36.5,36.5,0.051169,0,22.21111111111111,22.21111111111111,-1.336559,0,2.227722772277228,2.227722772277228,0.255015,0,20.0,20.0,-0.17546,0,1.5594059405940597,1.5594059405940597,0.951541,0,1.5594059405940597,1.5594059405940597,0.132614,0,0.0,0.0,-1.296257,0,0.6683168316831682,0.6683168316831682,-0.927302,0,0,0.0,3,2.513672,2.513671832745277,0.11758200000000002,0.4092570000000001,1.33917,-2.513671832745277,95,48,44,109
中塩　大貴,Daiki Nakashio,SH,サイドハーフ,95.55555555555556,95.55555555555556,-0.196709,0,29.88888888888889,29.88888888888889,-0.547892,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,0.355995,0.3559953706890021,-0.9483870000000001,-0.30044099999999996,-0.5235650000000001,-0.3559953706890021,143,79,88,4
小堀　空,Sora Kobori,SH,サイドハーフ,81.72727272727273,81.72727272727273,-0.476749,0,33.0,33.0,-0.265981,0,,50.0,0.187959,1,,1.61243096999367,-0.20674,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,3,0.273691,0.2736909795828134,-0.946516,-0.30044099999999996,-0.5235650000000001,-0.2736909795828134,142,97,106,1
若谷　拓海,Takumi Wakaya,SH,サイドハーフ,57.75,57.75,-0.96232,0,20.0,20.0,-1.443967,0,50.01428571428572,50.01428571428572,0.188743,0,6.779220779220779,6.779220779220779,3.670752,0,17.237931034482756,17.237931034482756,-0.446404,0,2.337662337662338,2.337662337662338,2.564022,0,3.74025974025974,3.74025974025974,2.668185,0,9.090909090909092,9.090909090909092,0.177083,0,1.168831168831169,1.168831168831169,0.054333,0,0,0.0,2,2.352706,5.574652559312194,0.26189799999999996,-0.13441,8.902959,-5.574652559312194,89,68,4,206
