FB_Name,SC_Name,analysis_position_code,analysis_position_jp,raw_sprint_distance_full_all_per_match,win_sprint_distance_full_all_per_match,z_sprint_distance_full_all_per_match,imputed_sprint_distance_full_all_per_match,raw_hsr_count_full_all_per_match,win_hsr_count_full_all_per_match,z_hsr_count_full_all_per_match,imputed_hsr_count_full_all_per_match,raw_dribble_success_rate_pct,win_dribble_success_rate_pct,z_dribble_success_rate_pct,imputed_dribble_success_rate_pct,raw_crosses_per90,win_crosses_per90,z_crosses_per90,imputed_crosses_per90,raw_cross_success_rate_pct,win_cross_success_rate_pct,z_cross_success_rate_pct,imputed_cross_success_rate_pct,raw_last_passes_per90,win_last_passes_per90,z_last_passes_per90,imputed_last_passes_per90,raw_pa_entry_per90,win_pa_entry_per90,z_pa_entry_per90,imputed_pa_entry_per90,raw_shot_conversion_rate_pct,win_shot_conversion_rate_pct,z_shot_conversion_rate_pct,imputed_shot_conversion_rate_pct,raw_regain_within_5s_per90,win_regain_within_5s_per90,z_regain_within_5s_per90,imputed_regain_within_5s_per90,imputed_count,imputed_ratio,cluster_id,cluster_distance_to_center
藤原　健介,Kensuke Fujiwara,SH,サイドハーフ,70.82608695652173,70.82608695652173,-0.697512,0,32.91304347826087,32.91304347826087,-0.273860,0,38.46153846153847,38.46153846153847,-0.445049,0,2.370153621068032,2.370153621068032,0.361904,0,5.555555555555555,5.555555555555555,-1.592383,0,2.4359912216532553,2.4359912216532553,2.767751,0,1.9092904169714704,1.9092904169714704,0.539408,0,8.0,8.0,0.000282,0,1.185076810534016,1.185076810534016,0.086195,0,0,0.0000,3,3.417549
山中　麗央,Reo Yamanaka,SH,サイドハーフ,90.05660377358491,90.05660377358491,-0.308070,0,38.735849056603776,38.735849056603776,0.253769,0,20.829166666666666,20.829166666666666,-1.412374,0,1.2566489361702127,1.2566489361702127,-0.473741,0,23.809523809523807,23.809523809523807,0.198233,0,0.9574468085106382,0.9574468085106382,-0.295667,0,1.196808510638298,1.196808510638298,-0.288959,0,8.571428571428571,8.571428571428571,0.092892,0,0.9574468085106382,0.9574468085106382,-0.360245,0,0,0.0000,3,1.838709
三木　直土,Naoto Miki,SH,サイドハーフ,129.62962962962962,129.62962962962962,0.493335,0,43.888888888888886,43.888888888888886,0.720708,0,50.0,50.0,0.187959,0,1.0514018691588785,1.0514018691588785,-0.627772,0,6.666666666666667,6.666666666666667,-1.483389,0,0.5607476635514018,0.5607476635514018,-1.117594,0,1.0514018691588785,1.0514018691588785,-0.458017,0,13.043478260869565,13.043478260869565,0.817665,0,0.2102803738317757,0.2102803738317757,-1.825627,0,0,0.0000,3,2.890649
大山　啓輔,Keisuke Oyama,SH,サイドハーフ,53.65217391304348,53.65217391304348,-1.045306,0,28.717391304347824,28.717391304347824,-0.654046,0,75.0,75.0,1.559477,0,1.3,1.3,-0.441208,0,38.45384615384615,38.45384615384615,1.634763,0,2.3000000000000003,2.3000000000000003,2.485988,0,1.3,1.3,-0.168984,0,5.263157894736842,5.263157894736842,-0.443271,0,1.5,1.5,0.703838,0,0,0.0000,3,3.633861
前川　大河,Taiga Maekawa,SH,サイドハーフ,87.83673469387755,87.83673469387755,-0.353025,0,32.734693877551024,32.734693877551024,-0.290021,0,51.84814814814814,51.84814814814814,0.289350,0,1.139240506329114,1.139240506329114,-0.561852,0,9.67741935483871,9.67741935483871,-1.188050,0,1.5067374438546346,1.5067374438546346,0.842416,0,0.9554920375663537,0.9554920375663537,-0.569526,0,12.121212121212121,12.121212121212121,0.668196,0,1.3229889750918744,1.3229889750918744,0.356675,0,0,0.0000,3,1.769649
森　夢真,Yuma Mori,SH,サイドハーフ,108.42592592592592,108.42592592592592,0.063933,0,37.111111111111114,37.111111111111114,0.106545,0,56.7554054054054,56.7554054054054,0.558565,0,3.140123804164322,3.140123804164322,0.939739,0,20.956451612903223,20.956451612903223,-0.081638,0,1.2661789532920653,1.2661789532920653,0.344000,0,2.6336522228474957,2.6336522228474957,1.381587,0,5.660377358490567,5.660377358490567,-0.378894,0,0.30388294879009564,0.30388294879009564,-1.642049,0,0,0.0000,0,2.467448
岩本　和希,Kazuki Iwamoto,SH,サイドハーフ,60.38297872340426,60.38297872340426,-0.908998,0,30.19148936170213,30.19148936170213,-0.520472,0,50.0,50.0,0.187959,0,0.756880733944954,0.756880733944954,-0.848799,0,9.090909090909092,9.090909090909092,-1.245583,0,0.6880733944954128,0.6880733944954128,-0.853786,0,1.1009174311926606,1.1009174311926606,-0.400447,0,0.0,0.0,-1.296257,0,2.958715596330275,2.592692307692307,2.846884,0,0,0.0000,1,2.788850
小島　幹敏,Masato Kojima,SH,サイドハーフ,96.03703703703704,96.03703703703704,-0.186958,0,43.111111111111114,43.111111111111114,0.650231,0,75.0,75.0,1.559477,0,1.473684210526316,1.473684210526316,-0.310864,0,21.430357142857144,21.430357142857144,-0.035150,0,1.526315789473684,1.526315789473684,0.882981,0,1.5789473684210527,1.5789473684210527,0.155334,0,10.0,10.0,0.324417,0,1.631578947368421,1.631578947368421,0.961898,0,0,0.0000,3,2.363827
高柳　郁弥,Fumiya Takayanagi,SH,サイドハーフ,121.91304347826087,121.91304347826087,0.337064,0,43.41304347826087,43.41304347826087,0.677590,0,14.285714285714285,14.285714285714285,-1.771352,0,1.0688836104513064,1.0688836104513064,-0.614652,0,19.993333333333332,19.993333333333332,-0.176114,0,2.2090261282660335,2.2090261282660335,2.297498,0,1.4251781472684084,1.4251781472684084,-0.023445,0,14.285714285714285,14.285714285714285,1.018991,0,1.852731591448931,1.852731591448931,1.395634,0,0,0.0000,1,3.555463
梶浦　勇輝,Yuki Kajiura,SH,サイドハーフ,206.03571428571428,206.03571428571428,2.040655,0,59.464285714285715,59.464285714285715,2.132062,0,37.93218390804598,37.93218390804598,-0.474090,0,1.7893755824790307,1.7893755824790307,-0.073949,0,23.4359375,23.4359375,0.161587,0,1.0065237651444547,1.0065237651444547,-0.193984,0,1.369990680335508,1.369990680335508,-0.087609,0,15.686274509803921,15.686274509803921,1.245976,0,0.8946877912395154,0.8946877912395154,-0.483332,0,0,0.0000,0,2.063881
澤崎　凌大,Ryota Sawazaki,SH,サイドハーフ,134.82222222222222,134.82222222222222,0.598491,0,46.266666666666666,46.266666666666666,0.936169,0,22.22222222222222,22.22222222222222,-1.335950,0,1.8218623481781377,1.8218623481781377,-0.049569,0,19.993333333333332,19.993333333333332,-0.176114,0,1.0931174089068827,1.0931174089068827,-0.014569,0,1.2145748987854252,1.2145748987854252,-0.268303,0,9.090909090909092,9.090909090909092,0.177083,0,2.3076923076923075,2.3076923076923075,2.287927,0,0,0.0000,1,2.468375
田中　パウロ淳一,Paulo Junichi Tanaka,SH,サイドハーフ,200.1315789473684,200.1315789473684,1.921089,0,51.3421052631579,51.3421052631579,1.396076,0,,50.0,0.187959,1,,1.6124309699936699,-0.206740,1,,21.58474378881988,-0.020005,1,,1.045591440249933,-0.113039,1,,1.270066866836491,-0.203786,1,,7.6923076923076925,-0.049585,1,,1.0837758152830617,-0.112482,1,7,0.7778,0,1.112017
持井　響太,Kyota Mochii,SH,サイドハーフ,154.82758620689654,154.82758620689654,1.003625,0,53.37931034482759,53.37931034482759,1.580676,0,51.51212121212121,51.51212121212121,0.270915,0,0.8205796157603387,0.8205796157603387,-0.800996,0,24.99642857142857,24.99642857142857,0.314662,0,0.9084988603060892,0.9084988603060892,-0.397083,0,1.2601758384890915,1.2601758384890915,-0.215285,0,11.363636363636363,11.363636363636363,0.545418,0,0.8498860306089222,0.8498860306089222,-0.571199,0,0,0.0000,0,1.526674
岡澤　昂星,Kosei Okazawa,SH,サイドハーフ,84.3,84.3,-0.424648,0,41.0,41.0,0.458934,0,50.0,50.0,0.187959,0,0.6174452793204834,0.6174452793204834,-0.953441,0,33.33333333333333,33.33333333333333,1.132468,0,0.8526625285854296,0.8526625285854296,-0.512771,0,1.0290754655341392,1.0290754655341392,-0.483974,0,8.333333333333332,8.333333333333332,0.054304,0,1.8817379941195687,1.8817379941195687,1.452523,0,0,0.0000,1,2.192070
大澤　朋也,Tomoya Osawa,SH,サイドハーフ,153.578125,153.578125,0.978322,0,36.953125,36.953125,0.092229,0,36.663333333333334,36.663333333333334,-0.543700,0,2.1215880893300247,2.1215880893300247,0.175365,0,31.573684210526316,31.573684210526316,0.959856,0,1.1166253101736974,1.1166253101736974,0.034137,0,2.009925558312655,2.009925558312655,0.656411,0,12.5,12.5,0.729585,0,0.6699751861042184,0.6699751861042184,-0.924050,0,0,0.0000,0,1.878290
萩野　滉大,Kodai Hagino,SH,サイドハーフ,65.125,65.125,-0.812966,0,36.55,36.55,0.055700,0,0.0,0.0,-2.555077,0,0.3289473684210526,0.3289473684210526,-1.169948,0,20.0,20.0,-0.175460,0,0.5921052631578947,0.5921052631578947,-1.052624,0,0.5921052631578947,0.5921052631578947,-0.992018,0,0.0,0.0,-1.296257,0,1.644736842105263,1.644736842105263,0.987704,0,0,0.0000,1,1.935268
