Issue_Type,FB_Name,FB_Pos,FB_Minutes,SC_Name,SC_Position_Group,SC_Minutes,Mapping_Source,Top_Score,Gap_to_Second,Name_Score,Vector_Score,Minutes_Score,Candidate_Count,Notes,Match_Vector_Score
low_confidence_top_candidate,常田　克人,DF,3839.0,Masato Tokida,Central Defender,3448.81,auto_j3_outfield,82.04,19.42,50.0,96.27,89.84,22,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",57.91
low_confidence_top_candidate,岡野　凜平,MF,4679.0,Shoma Takayoshi,Midfield,4463.65,auto_j3_outfield,79.97,4.31,37.04,98.69,95.4,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",57.37
low_confidence_top_candidate,城定　幹大,MF,4363.0,Kanta Jojo,Midfield,4471.13,auto_j3_outfield,82.73,4.3,44.44,99.3,97.58,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",57.0
low_confidence_top_candidate,山本　凌太郎,MF,846.0,Ryotaro Yamamoto,Midfield,610.13,auto_j3_outfield,91.02,11.32,91.43,93.03,72.12,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",56.8
low_confidence_top_candidate,森　勇人,MF,2493.0, Jimpei   Yoshida,Midfield,2865.05,auto_j3_outfield,78.87,6.72,40.0,96.48,87.01,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",56.67
low_confidence_top_candidate,荒木　大吾,MF,3726.0,Kodai Hagino,Midfield,3078.71,auto_j3_outfield,73.69,6.28,52.17,80.35,82.63,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",56.67
low_confidence_top_candidate,村越　凱光,MF,4352.0,Reo Yasunaga,Midfield,4517.77,auto_j3_outfield,79.19,0.45,37.5,96.75,96.33,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",56.52
low_confidence_top_candidate,藤春　廣輝,DF,5657.0,Hiroki Fujiharu,Full Back,4872.12,auto_j3_outfield,90.67,10.39,82.76,94.68,86.13,16,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",56.41
low_confidence_top_candidate,岡田　優希,MF,5942.0,Kensei Nakashima,Midfield,4420.75,auto_j3_outfield,77.36,0.38,46.15,92.44,74.4,5,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",56.13
low_confidence_top_candidate,生駒　稀生,DF,4978.0,Kei Ikoma,Full Back,4407.38,auto_j3_outfield,84.37,8.96,58.33,96.19,88.54,16,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",55.7
low_confidence_top_candidate,井澤　春輝,MF,4168.0,Haruki Izawa,Midfield,4064.1,auto_j3_outfield,89.28,11.04,66.67,99.1,97.51,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",55.61
low_confidence_top_candidate,端野　拓馬,DF,724.0,Takuma Hashino,Central Defender,169.73,auto_j3_outfield,75.47,0.31,76.92,80.86,23.44,11,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",55.47
low_confidence_top_candidate,横山　夢樹,MF,1555.0,Takafumi Yamada,Midfield,1191.1,auto_j3_outfield,80.1,0.67,51.61,94.15,76.6,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",55.38
low_confidence_top_candidate,柳下　大樹,DF,2405.0,Daiki Yagishita,Central Defender,1970.62,auto_j3_outfield,89.75,10.23,80.0,95.3,81.94,11,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",54.89
low_confidence_top_candidate,前川　大河,MF,3536.0, Jimpei   Yoshida,Midfield,2865.05,auto_j3_outfield,76.36,1.46,37.04,94.51,81.03,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",54.77
low_confidence_top_candidate,西田　恵,MF,1174.0,Kensei Nakashima,Midfield,4420.75,auto_j3_outfield,54.1,6.07,53.33,52.77,26.56,4,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",54.6
low_confidence_top_candidate,橋本　陸斗,MF,1701.0,Atsushi  Kikutani,Midfield,1506.5,auto_j3_outfield,83.73,2.73,54.55,97.14,88.57,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",54.43
low_confidence_top_candidate,小澤　秀充,MF,5391.0,Daichi Soga,Midfield,4037.91,auto_j3_outfield,75.41,12.4,38.46,93.03,74.9,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",54.39
low_confidence_top_candidate,杉井　颯,DF,6035.0,Hayate Sugii,Full Back,5704.11,auto_j3_outfield,88.56,28.14,69.57,96.61,94.52,20,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",53.9
low_confidence_top_candidate,山本　康裕,MF,5066.0,Kosuke Yamamoto,Midfield,4661.26,auto_j3_outfield,88.34,11.01,68.75,97.14,92.01,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",53.75
low_confidence_top_candidate,魚里　直哉,MF,730.0,Hikaru Endo,Midfield,1179.67,auto_j3_outfield,69.06,7.58,26.09,90.47,61.88,6,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",53.03
low_confidence_top_candidate,冨永　虹七,FW,931.0,Niina Tominaga,Center Forward,569.44,auto_j3_outfield,82.24,3.76,70.59,90.29,61.16,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",53.03
low_confidence_top_candidate,高橋　峻希,DF,1313.0,Shunki Takahashi,Full Back,958.51,auto_j3_outfield,87.79,8.17,80.0,93.25,73.0,13,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",52.98
low_confidence_top_candidate,伊藤　恵亮,MF,2099.0,Yuzo Iwakami,Midfield,1242.79,auto_j3_outfield,68.33,1.43,38.1,82.65,59.21,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",52.8
low_confidence_top_candidate,常安　澪,MF,408.0,Aria Jasuru Hasegawa,Midfield,331.76,auto_j3_outfield,74.74,2.2,30.3,95.23,81.31,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",52.76
low_confidence_top_candidate,永田　一真,MF,5040.0,Kazuma Nagata,Midfield,4518.01,auto_j3_outfield,83.16,20.96,53.85,96.24,89.64,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",52.16
low_confidence_top_candidate,文　仁柱,MF,4746.0,Ryo  Nishitani,Midfield,4387.56,auto_j3_outfield,80.6,0.81,41.38,97.96,92.45,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",51.43
low_confidence_top_candidate,小松　寛太,MF,558.0,Koki Matsubara,Midfield,995.07,auto_j3_outfield,79.9,7.04,66.67,89.02,56.08,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",51.19
low_confidence_top_candidate,安藤　由翔,MF,2800.0,Koki Maezawa,Midfield,2334.99,auto_j3_outfield,70.08,5.39,16.0,94.11,83.39,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",51.01
low_confidence_top_candidate,百田　真登,FW,3327.0,Manato Hyakuda,Center Forward,2637.23,auto_j3_outfield,75.28,0.3,40.0,91.06,79.27,11,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",50.52
low_confidence_top_candidate,忽那　喬司,MF,2887.0,Shuntaro Koga,Midfield,3731.97,auto_j3_outfield,75.41,12.37,50.0,85.91,77.36,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",50.42
low_confidence_top_candidate,大武　峻,DF,632.0,Shun Obu,Central Defender,398.97,auto_j3_outfield,81.52,4.14,66.67,90.78,63.13,12,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",48.99
low_confidence_top_candidate,力安　祥伍,MF,4899.0,Shogo Rikiyasu,Midfield,4554.16,auto_j3_outfield,81.66,3.61,46.67,96.86,92.96,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",47.89
low_confidence_top_candidate,上畑　佑平士,MF,3869.0,Uheiji Uehata,Midfield,3592.78,auto_j3_outfield,87.03,12.53,64.71,96.79,92.86,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",47.79
low_confidence_top_candidate,富所　悠,MF,5180.0,Yuta Sato,Midfield,4017.54,auto_j3_outfield,78.47,6.38,45.45,94.38,77.56,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",47.63
low_confidence_top_candidate,岩渕　良太,MF,1709.0,Kosei Okazawa,Midfield,2071.5,auto_j3_outfield,73.28,7.2,28.57,93.19,82.5,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",47.15
low_confidence_top_candidate,庄司　悦大,MF,1884.0,Yoshihiro Shoji,Midfield,1052.81,auto_j3_outfield,75.85,12.55,53.33,88.97,55.88,6,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",47.14
low_confidence_top_candidate,植田　悠太,DF,381.0,Yuta Ueda,Full Back,16.15,auto_j3_outfield,77.97,5.67,100.0,76.06,4.24,13,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",47.14
low_confidence_top_candidate,幸喜　祐心,MF,1287.0,Yushin Koki,Midfield,983.38,auto_j3_outfield,79.5,11.02,56.25,90.35,76.41,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",46.77
low_confidence_top_candidate,小西　陽向,MF,2139.0,Koken Kato,Midfield,1057.62,auto_j3_outfield,73.33,10.61,50.0,87.28,49.44,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",46.73
low_confidence_top_candidate,音泉　翔眞,MF,6105.0,Kazuma Nagata,Midfield,4518.01,auto_j3_outfield,74.97,17.6,40.0,91.49,74.01,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",46.62
low_confidence_top_candidate,イ　ヨンジェ,FW,414.0,Yong-Jae Lee,Center Forward,376.94,auto_j3_outfield,84.61,8.53,55.56,97.76,91.05,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",46.36
low_confidence_top_candidate,下堂　竜聖,DF,956.0,Atsushi Nabeta,Central Defender,828.8,auto_j3_outfield,77.53,1.43,35.29,96.67,86.69,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",46.29
low_confidence_top_candidate,西谷　亮,FW,4330.0,Daigo Araki,Wide Attacker,2994.17,auto_j3_outfield,69.71,6.71,38.46,83.19,69.15,13,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",46.29
low_confidence_top_candidate,大迫　暁,DF,998.0,Akira Osako,Full Back,807.41,auto_j3_outfield,87.21,6.11,72.0,95.23,80.9,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",46.23
low_confidence_top_candidate,高安　孝幸,DF,1052.0,Takayuki Takayasu,Full Back,505.95,auto_j3_outfield,88.06,4.67,100.0,87.02,48.09,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",46.16
low_confidence_top_candidate,森　夢真,MF,3450.0,Kosei Numata,Midfield,3035.78,auto_j3_outfield,77.85,4.87,40.0,94.33,87.99,11,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",46.15
low_confidence_top_candidate,山脇　樺織,DF,5236.0,Kaoru Yamawaki,Full Back,4997.62,auto_j3_outfield,92.24,8.55,78.79,98.2,95.45,12,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",46.01
low_confidence_top_candidate,三田　尚希,MF,3414.0,Shuntaro Koga,Midfield,3731.97,auto_j3_outfield,66.82,1.22,34.78,75.46,91.48,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",45.68
low_confidence_top_candidate,大山　武蔵,MF,787.0,Shunta Sera,Midfield,703.13,auto_j3_outfield,80.05,5.09,41.67,97.34,89.34,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",45.64
low_confidence_top_candidate,利根　瑠偉,MF,1976.0,Sang-Ho Woo,Midfield,2512.22,auto_j3_outfield,75.04,3.48,33.33,94.56,78.66,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",45.19
low_confidence_top_candidate,加藤　弘堅,MF,1324.0,Koken Kato,Midfield,1057.62,auto_j3_outfield,85.99,13.58,69.23,94.68,79.88,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",45.13
low_confidence_top_candidate,阿野　真拓,MF,4947.0,Kojiro Yasuda,Midfield,4959.65,auto_j3_outfield,82.58,5.0,50.0,95.39,99.74,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",43.8
low_confidence_top_candidate,脇本　晃成,MF,1420.0,Yosuke Kawai,Midfield,1236.77,auto_j3_outfield,77.03,0.98,33.33,96.77,87.1,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",43.05
low_confidence_top_candidate,若林　龍,MF,804.0,Yuzo Iwakami,Midfield,1242.79,auto_j3_outfield,79.66,7.02,59.26,91.17,64.69,6,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",42.92
low_confidence_top_candidate,山中　麗央,MF,3609.0,Shuntaro Koga,Midfield,3731.97,auto_j3_outfield,80.78,11.62,43.48,96.28,96.7,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",41.32
low_confidence_top_candidate,近藤　貴司,MF,3539.0,Shuntaro Koga,Midfield,3731.97,auto_j3_outfield,71.8,4.67,37.04,83.08,94.83,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",40.57
low_confidence_top_candidate,弓場　堅真,MF,1662.0,Tomás Moschión,Midfield,1750.95,auto_j3_outfield,78.51,5.92,32.26,98.73,94.92,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",40.25
low_confidence_top_candidate,佐藤　碧,MF,5024.0,Kazuma Nagata,Midfield,4518.01,auto_j3_outfield,78.2,14.92,36.36,96.73,89.93,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",39.99
low_confidence_top_candidate,北　龍磨,MF,4275.0,Ryoma  Kita,Midfield,4422.24,auto_j3_outfield,97.75,10.85,95.24,99.07,96.67,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",39.98
low_confidence_top_candidate,松長根　悠仁,DF,4773.0,Yuto  Matsunagane,Full Back,4550.22,auto_j3_outfield,91.19,10.73,75.68,97.98,95.33,12,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",39.76
low_confidence_top_candidate,松本　歩夢,MF,926.0,Yoshihiro Shoji,Midfield,1052.81,auto_j3_outfield,75.21,7.91,26.67,96.94,87.96,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",39.63
low_confidence_top_candidate,佐古　真礼,DF,1244.0,Maaya Sako,Central Defender,802.68,auto_j3_outfield,79.34,1.32,58.33,91.13,64.52,13,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",39.53
low_confidence_top_candidate,丸山　壮大,MF,4213.0,Daichi Soga,Midfield,4037.91,auto_j3_outfield,81.01,12.9,40.0,98.9,95.84,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",39.44
low_confidence_top_candidate,パク　スビン,MF,642.0,Su-bin Park,Midfield,396.42,auto_j3_outfield,85.2,1.92,80.0,90.44,61.75,6,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",39.28
low_confidence_top_candidate,道本　大飛,MF,1038.0,Hiroto Domoto,Midfield,834.0799999999999,auto_j3_outfield,77.59,7.15,48.28,90.52,80.35,15,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",39.13
low_confidence_top_candidate,妹尾　直哉,MF,1123.0,Mizuki  Kaburaki,Midfield,986.51,auto_j3_outfield,76.43,8.92,33.33,95.47,87.85,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",39.09
low_confidence_top_candidate,嶋田　慎太郎,MF,2071.0,Andrew Kumagai,Midfield,1823.09,auto_j3_outfield,77.49,6.06,38.71,94.38,88.03,5,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",38.65
low_confidence_top_candidate,塚元　大,MF,429.0,Shunya Mouri,Midfield,1020.8,auto_j3_outfield,60.4,10.98,48.0,65.0,42.03,5,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",38.58
low_confidence_top_candidate,田中　康介,MF,2658.0,Shuntaro Koga,Midfield,3731.97,auto_j3_outfield,73.76,4.75,46.15,86.13,71.22,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",38.49
low_confidence_top_candidate,江口　直生,MF,1729.0,Nao Eguchi,Midfield,1720.24,auto_j3_outfield,88.85,18.0,64.0,99.42,99.49,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",38.03
low_confidence_top_candidate,井上　怜,MF,3851.0,Shogo Rikiyasu,Midfield,4554.16,auto_j3_outfield,75.57,5.46,34.78,93.62,84.56,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",37.89
low_confidence_top_candidate,平原　隆暉,MF,917.0,Kohei Kiyama,Midfield,1121.45,auto_j3_outfield,80.21,6.88,48.28,95.3,81.77,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",37.8
low_confidence_top_candidate,小泉　隆斗,DF,469.0,Ryuto Koizumi,Full Back,609.22,auto_j3_outfield,80.67,4.96,64.52,87.72,76.98,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",37.8
low_confidence_top_candidate,川西　翔太,MF,3037.0,Kazuki Iwamoto,Midfield,3175.96,auto_j3_outfield,78.92,2.31,40.0,94.92,95.62,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",36.98
low_confidence_top_candidate,土館　賢人,MF,331.0,Kento Dodate,Midfield,327.28,auto_j3_outfield,82.16,11.92,41.38,99.72,98.88,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",36.51
low_confidence_top_candidate,宮部　大己,DF,3346.0,Taiki Miyabe,Central Defender,3780.38,auto_j3_outfield,86.64,6.97,64.29,97.12,88.51,16,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",36.05
low_confidence_top_candidate,加藤　匠人,MF,770.0,Takuto Kato,Midfield,470.29,auto_j3_outfield,81.82,9.4,69.23,90.27,61.08,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",35.63
low_confidence_top_candidate,大渕　来珠,MF,440.0,Hikaru Endo,Midfield,1179.67,auto_j3_outfield,67.58,1.73,40.0,84.32,37.3,6,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",35.36
low_confidence_top_candidate,二階堂　正哉,DF,3819.0,Seiya Nikaido,Central Defender,3772.83,auto_j3_outfield,93.08,9.83,78.57,99.29,98.79,17,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",35.14
low_confidence_top_candidate,ヴァンイヤーデン　ショーン,DF,1215.0,Yutaro Yanagi,Central Defender,1207.67,auto_j3_outfield,81.37,7.07,44.44,96.34,99.4,23,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",34.64
low_confidence_top_candidate,國分　将,MF,1645.0,Mizuki  Kaburaki,Midfield,986.51,auto_j3_outfield,71.9,1.01,37.04,89.99,59.97,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",34.43
low_confidence_top_candidate,脇坂　崚平,MF,1483.0,Takahiro Nakazato,Midfield,1470.2,auto_j3_outfield,84.04,1.45,50.0,98.32,99.14,12,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",34.41
low_confidence_top_candidate,綿引　康,DF,1912.0,Ko Watahiki,Central Defender,1958.99,auto_j3_outfield,86.62,8.05,59.26,98.24,97.6,19,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",34.05
low_confidence_top_candidate,福井　和樹,MF,2496.0,Yudai Tokunaga,Midfield,3334.3,auto_j3_outfield,75.38,0.16,38.46,92.99,74.86,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",33.5
low_confidence_top_candidate,増田　隼司,MF,4144.0,Seigo Takei,Midfield,4220.43,auto_j3_outfield,75.54,4.98,23.53,97.43,98.19,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",33.48
low_confidence_top_candidate,雪江　悠人,DF,3623.0,Hiroto Yukie,Central Defender,3776.0,auto_j3_outfield,90.84,11.06,72.73,98.9,95.95,11,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",33.35
low_confidence_top_candidate,眞鍋　旭輝,DF,1274.0,Hikaru Manabe,Central Defender,1604.84,auto_j3_outfield,87.47,7.88,74.07,94.82,79.38,16,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",33.33
low_confidence_top_candidate,安藤　一哉,MF,2562.0,Shuntaro Koga,Midfield,3731.97,auto_j3_outfield,74.79,7.81,40.0,92.16,68.65,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",33.2
low_confidence_top_candidate,小島　秀仁,MF,1579.0,Shuto Kojima,Midfield,922.65,auto_j3_outfield,84.44,2.93,80.0,89.61,58.43,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",32.9
low_confidence_top_candidate,生地　慶充,MF,1161.0,Yoshihiro Shoji,Midfield,1052.81,auto_j3_outfield,82.99,22.81,57.14,93.8,90.68,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",32.73
low_confidence_top_candidate,佐相　壱明,DF,1890.0,Kazuaki Mawatari,Full Back,1085.72,auto_j3_outfield,78.49,4.57,62.07,88.7,57.45,16,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",31.95
low_confidence_top_candidate,安田　虎士朗,MF,5255.0,Kojiro Yasuda,Midfield,4959.65,auto_j3_outfield,88.94,7.22,70.97,96.55,94.38,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",31.31
low_confidence_top_candidate,坂井　駿也,MF,2148.0,Shogo Rikiyasu,Midfield,4554.16,auto_j3_outfield,69.2,0.25,38.46,86.42,47.17,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",31.25
low_confidence_top_candidate,禹　相皓,MF,2717.0,Sang-Ho Woo,Midfield,2512.22,auto_j3_outfield,81.77,6.76,47.06,96.93,92.46,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",30.79
low_confidence_top_candidate,前田　泰良,MF,1589.0,Takumi Nishiyama,Midfield,2016.1,auto_j3_outfield,74.63,2.31,47.06,85.83,78.82,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",30.62
low_confidence_top_candidate,若谷　拓海,MF,385.0,Takumi Wakaya,Midfield,99.65,auto_j3_outfield,73.64,10.73,68.97,81.47,25.88,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",30.15
low_confidence_top_candidate,秋山　陽介,MF,450.0,Tomohiko Miyazaki,Midfield,489.44,auto_j3_outfield,78.95,0.71,37.5,97.12,91.94,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",29.81
low_confidence_top_candidate,佐々木　陽次,MF,704.0,Yoji Sasaki,Midfield,443.48,auto_j3_outfield,90.18,9.77,95.65,90.75,62.99,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",29.42
low_confidence_top_candidate,木匠　貴大,MF,1853.0,Asahi Haga,Midfield,1659.97,auto_j3_outfield,79.23,4.57,42.86,95.02,89.58,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",28.87
low_confidence_top_candidate,伊藤　拓巳,MF,628.0,Naoki Inoue,Midfield,442.72,auto_j3_outfield,80.36,2.83,57.14,92.62,70.5,7,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",28.01
low_confidence_top_candidate,喜山　康平,MF,1676.0,Kohei Kiyama,Midfield,1121.45,auto_j3_outfield,86.37,8.78,96.0,82.47,66.91,9,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",27.4
low_confidence_top_candidate,金城　ジャスティン俊樹,MF,547.0,Rio Yoshitake,Midfield,225.03,auto_j3_outfield,69.8,2.98,44.44,85.28,41.14,6,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",26.97
low_confidence_top_candidate,竹内　悠力,DF,628.0,Yuri Takeuchi,Central Defender,390.92,auto_j3_outfield,83.82,10.39,75.0,90.56,62.25,13,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",26.73
low_confidence_top_candidate,青木　拓矢,MF,777.0,Takuya Aoki,Midfield,122.1,auto_j3_outfield,80.61,7.4,100.0,78.93,15.71,6,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",26.73
low_confidence_top_candidate,ファビアン　ゴンザレス,FW,388.0,Fabián Andrés González Lasso,Center Forward,474.44,auto_j3_outfield,83.54,27.36,59.09,95.45,81.78,4,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",26.67
low_confidence_top_candidate,毛利　駿也,DF,867.0,Fuga  Sakurai,Full Back,669.41,auto_j3_outfield,75.17,3.35,50.0,85.48,77.21,13,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",26.52
low_confidence_top_candidate,田村　亮介,MF,2390.0,Rin Morita,Midfield,1616.72,auto_j3_outfield,71.39,0.23,32.0,90.44,67.65,5,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",25.58
low_confidence_top_candidate,土信田　悠生,FW,2519.0,Yusei  Toshida,Center Forward,2526.83,auto_j3_outfield,86.63,5.46,57.14,99.08,99.69,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",25.48
low_confidence_top_candidate,田代　真一,DF,2249.0,Masakazu Tashiro,Central Defender,2277.36,auto_j3_outfield,86.47,14.94,56.25,99.46,98.75,19,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",24.91
low_confidence_top_candidate,大竹　優心,MF,351.0,Kento Dodate,Midfield,327.28,auto_j3_outfield,81.78,8.0,44.44,98.31,93.24,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",24.49
low_confidence_top_candidate,山本　宗太朗,MF,1184.0,Rin Morita,Midfield,1616.72,auto_j3_outfield,69.85,1.41,38.46,82.68,73.23,5,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",23.84
low_confidence_top_candidate,伊川　拓,MF,1314.0,Daichi Soga,Midfield,4037.91,auto_j3_outfield,65.18,4.83,38.1,81.72,32.54,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",23.15
low_confidence_top_candidate,加藤　大樹,MF,1948.0,Andrew Kumagai,Midfield,1823.09,auto_j3_outfield,76.05,8.22,33.33,93.64,93.59,5,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",23.09
low_confidence_top_candidate,藤嵜　智貴,DF,1027.0,Tomoki Fujisaki,Central Defender,642.94,auto_j3_outfield,81.93,11.02,68.42,90.65,62.6,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",23.01
low_confidence_top_candidate,鍵山　慶司,DF,312.0,Takayuki Takayasu,Full Back,505.95,auto_j3_outfield,74.73,10.28,45.16,90.42,61.67,10,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",22.36
low_confidence_top_candidate,左合　修土,DF,1987.0,Shuto Sago,Central Defender,2208.0,auto_j3_outfield,80.55,0.14,42.86,97.5,89.99,20,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",20.41
low_confidence_top_candidate,金浦　真樹,MF,3157.0,Atsuki Tojo,Midfield,2865.13,auto_j3_outfield,78.32,1.97,47.62,90.31,90.75,8,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",20.41
low_confidence_top_candidate,斉藤　諒,DF,1010.0,Ryo Saito,Central Defender,619.67,auto_j3_outfield,89.53,8.46,94.74,90.34,61.35,13,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",18.9
low_confidence_top_candidate,江川　慶城,DF,3809.0,Genki  Egawa,Central Defender,3528.04,auto_j3_outfield,82.65,10.63,50.0,96.89,92.62,27,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0",17.17
