対象年度,対象リーグ,FB_Name,SC_Name,FB_Pos,SC_Position_Group,FB_Minutes,SC_Minutes,Mapping_Source,Top_Score,Gap_to_Second,Name_Score,Vector_Score,Minutes_Score,Candidate_Count,Notes,選手名,出場時間,ポジション,シュート,PA内シュート,PA内ゴール,PA外ゴール,PA進入,ボールゲイン,パス,ラストパス,ドリブル,PA内シュート枠内率(%),PA内シュート決定率(%),タックル奪取率(%),空中戦勝率(%),パス成功率(%),シュート_per90,PA内シュート_per90,PA内ゴール_per90,PA外ゴール_per90,PA進入_per90,ボールゲイン_per90,パス_per90,ラストパス_per90,ドリブル_per90,Player,Minutes,Minutes TIP,Minutes OTIP,M/min OTIP,M/min,PSV-99,Sprint Count TIP,Sprint Distance TIP,Explosive Acceleration to Sprint Count TIP,Explosive Acceleration to HSR Count TIP,High Acceleration Count TIP,Medium Acceleration Count TIP,High Deceleration Count TIP,Medium Deceleration Count TIP,Change of Direction Count TIP,HI Count TIP,HSR Distance TIP,HSR Count TIP,Running Distance TIP,Distance TIP,HI Distance TIP,Distance OTIP,Running Distance OTIP,HSR Distance OTIP,HSR Count OTIP,Sprint Distance OTIP,Sprint Count OTIP,High Acceleration Count OTIP,HI Distance OTIP,High Acceleration Count,Explosive Acceleration to HSR Count,Explosive Acceleration to Sprint Count,Change of Direction Count,Sprint Count TIP_per90,Sprint Distance TIP_per90,Explosive Acceleration to Sprint Count TIP_per90,Explosive Acceleration to HSR Count TIP_per90,High Acceleration Count TIP_per90,Medium Acceleration Count TIP_per90,High Deceleration Count TIP_per90,Medium Deceleration Count TIP_per90,Change of Direction Count TIP_per90,HI Count TIP_per90,HSR Distance TIP_per90,HSR Count TIP_per90,Running Distance TIP_per90,Distance TIP_per90,HI Distance TIP_per90,Distance OTIP_per90,Running Distance OTIP_per90,HSR Distance OTIP_per90,HSR Count OTIP_per90,Sprint Distance OTIP_per90,Sprint Count OTIP_per90,High Acceleration Count OTIP_per90,HI Distance OTIP_per90,High Acceleration Count_per90,Explosive Acceleration to HSR Count_per90,Explosive Acceleration to Sprint Count_per90,Change of Direction Count_per90
2024-2025,J3,坂本　翔,Kakeru Sakamoto,DF,Full Back,1298.0,1256.76,auto_j3_outfield,90.65,18.4,71.43,99.11,96.82,21.0,"score>=82.0, gap>=12.0, name>=70.0",坂本　翔,1298,DF,8,2,0,2,24,121,662,13,34,0.0,0.0,39.6,28.103448275862068,67.84482758620689,0.5546995377503853,0.13867488443759632,0.0,0.13867488443759632,1.6640986132511557,8.389830508474576,45.901386748844374,0.901386748844376,2.357473035439137,Kakeru Sakamoto,1256.76,292.52,305.04,132.9046153846154,101.43923076923078,31.9,55.0,1182.0,4.0,18.0,33.0,444.0,53.0,343.0,137.0,314.0,2879.0,259.0,6266.0,38142.0,4061.0,44886.0,8829.0,4019.0,373.0,1321.0,72.0,36.0,5340.0,109.0,72.0,21.0,492.0,16.921919868726928,363.6674415424586,1.2306850813619583,5.538082866128812,10.153151921236155,136.60604403117736,16.306577328045947,105.53124572678793,42.15096403664707,96.60877888691373,885.7855873102694,79.6868590181868,1927.8681799535075,11735.197593326951,1249.453028852728,13243.312352478362,2604.93705743509,1185.7789142407553,110.05114083398897,389.7521636506687,21.24311565696302,10.62155782848151,1575.5310778914238,7.805786307648239,5.156115726152965,1.5038670867946147,35.23345746204526
2024-2025,J3,石井　光輝,Koki Ishii,DF,Central Defender,1264.0,1373.74,auto_j3_outfield,98.16,15.78,100.0,98.0,92.01,13.0,"score>=82.0, gap>=12.0, name>=70.0",石井　光輝,1264,DF,9,7,0,0,6,128,656,4,2,12.5,0.0,51.04375,50.0625,70.4625,0.6408227848101266,0.49841772151898733,0.0,0.0,0.4272151898734177,9.113924050632912,46.70886075949367,0.2848101265822785,0.14240506329113925,Koki Ishii,1373.74,313.93,365.43,149.925,108.61812499999999,30.4,50.0,1138.0,0.0,9.0,14.0,440.0,36.0,331.0,118.0,306.0,2627.0,256.0,7120.0,43416.0,3765.0,53525.0,10427.0,4322.0,381.0,1091.0,56.0,41.0,5413.0,92.0,61.0,8.0,453.0,14.33440575924569,326.2510750804319,0.0,2.5801930366642245,4.0136336125887935,126.1427706813621,10.320772146656898,94.89376612620647,33.829197591819835,87.72656324658364,753.1296785907687,73.39215748733794,2041.2193801165863,12446.85120886822,1079.3807536712006,13182.415236844266,2568.0157622526885,1064.4446268779245,93.83466053690174,268.69715130120676,13.791971102536737,10.097693128642968,1333.1417781791315,6.027341418317877,3.9963894186672877,0.5241166450711197,29.678105027152153
2024-2025,J3,西　大伍,Daigo Nishi,DF,Full Back,1237.0,749.52,auto_j3_outfield,90.94,13.21,100.0,90.15,60.59,13.0,"score>=82.0, gap>=12.0, name>=70.0",西　大伍,1237,DF,5,3,0,1,12,79,613,4,8,5.2631578947368425,0.0,59.65263157894737,41.578947368421055,80.10000000000001,0.36378334680679064,0.2182700080840744,0.0,0.07275666936135812,0.8730800323362976,5.747776879547292,44.59983831851253,0.2910266774454325,0.582053354890865,Daigo Nishi,749.52,176.35,203.31,147.0609090909091,102.43818181818182,29.3,15.0,250.0,2.0,5.0,11.0,207.0,21.0,170.0,64.0,113.0,1136.0,98.0,3240.0,22610.0,1386.0,28970.0,5090.0,2111.0,167.0,409.0,20.0,17.0,2520.0,44.0,25.0,12.0,203.0,7.655231074567621,127.58718457612702,1.0206974766090162,2.5517436915225407,5.613836121349589,105.64218882903319,10.71732350439467,86.75928551176638,32.66231925148852,57.669407428409414,579.7561667139212,50.01417635384179,1653.5299121066062,11538.984973064928,707.3433512900482,12824.258521469677,2253.209384683488,934.4842850818945,73.92651615759185,181.05356352368307,8.853474988933156,7.525453740593183,1115.5378486055777,5.283381364073007,3.001921229586936,1.4409221902017293,24.375600384245917
2024-2025,J3,宮崎　海斗,Kaito Miyazaki,DF,Central Defender,1170.0,1539.75,auto_j3_outfield,94.46,17.58,100.0,93.96,75.99,9.0,"score>=82.0, gap>=12.0, name>=70.0",宮崎　海斗,1170,DF,4,3,1,0,0,122,733,2,0,15.384615384615385,7.6923076923076925,51.92307692307692,56.47692307692308,79.6923076923077,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.0,0.0,9.384615384615385,56.38461538461539,0.15384615384615385,0.0,Kaito Miyazaki,1539.75,412.13,353.19,130.23777777777775,106.89333333333333,31.8,24.0,505.0,4.0,15.0,21.0,575.0,50.0,483.0,125.0,215.0,1903.0,191.0,7239.0,53207.0,2408.0,50429.0,9168.0,4427.0,404.0,1400.0,68.0,41.0,5827.0,104.0,65.0,15.0,442.0,5.2410647125906875,110.28073666076237,0.8735107854317813,3.27566544536918,4.585931623516852,125.56717540581856,10.918884817897265,105.47642734088758,27.297212044743166,46.95120471695824,415.57275616916996,41.71014000436755,1580.836143935166,11619.222090117197,525.8534928299323,12850.33551346301,2336.1929839463182,1128.0896967637816,102.94742206744246,356.7484923129194,17.327783912341797,10.447634417735497,1484.838189076701,6.078908913784705,3.7993180711154406,0.8767657087189479,25.835362883584995
2024-2025,J3,今瀬　淳也,Junya Imase,DF,Central Defender,1160.0,1171.71,auto_j3_outfield,93.25,12.2,78.26,99.75,99.0,10.0,"score>=82.0, gap>=12.0, name>=70.0",今瀬　淳也,1160,DF,8,8,1,0,2,121,832,3,0,20.0,6.666666666666667,46.22,48.0,84.7,0.6206896551724138,0.6206896551724138,0.07758620689655173,0.0,0.15517241379310345,9.387931034482758,64.55172413793103,0.23275862068965517,0.0,Junya Imase,1171.71,333.51,296.74,107.74571428571429,78.07857142857142,28.9,6.0,250.0,1.0,8.0,15.0,314.0,22.0,271.0,40.0,73.0,678.0,67.0,3351.0,34181.0,928.0,31685.0,5460.0,2013.0,179.0,377.0,19.0,19.0,2390.0,44.0,22.0,3.0,164.0,1.6191418548169472,67.46424395070613,0.26985697580282453,2.1588558064225962,4.047854637042367,84.7350904020869,5.936853467662139,73.13124044256544,10.79427903211298,19.699559233606188,182.96302959431503,18.080417378789242,904.2907259152649,9223.981289916344,250.42727354502114,9609.927882995215,1655.9951472669677,610.5344746242502,54.28995079867897,114.3425220731954,5.762620475837433,5.762620475837433,724.8769966974455,3.3796758583608573,1.6898379291804286,0.23043244488824025,12.596973653890467
2024-2025,J3,濱田　水輝,Mizuki Hamada,DF,Central Defender,1102.0,745.14,auto_j3_outfield,92.55,15.28,100.0,91.9,67.62,13.0,"score>=82.0, gap>=12.0, name>=70.0",濱田　水輝,1102,DF,10,9,1,0,3,98,581,3,0,11.11111111111111,5.555555555555555,12.038888888888888,68.44444444444444,61.92222222222222,0.8166969147005445,0.73502722323049,0.08166969147005444,0.0,0.24500907441016334,8.003629764065336,47.45009074410164,0.24500907441016334,0.0,Mizuki Hamada,745.14,184.12,183.37,116.38166666666666,92.80083333333334,28.5,5.0,137.0,1.0,1.0,9.0,204.0,13.0,166.0,26.0,54.0,463.0,49.0,2275.0,22634.0,600.0,25358.0,4246.0,1657.0,140.0,326.0,9.0,12.0,1983.0,35.0,22.0,3.0,138.0,2.44405822289811,66.96719530740822,0.488811644579622,0.488811644579622,4.399304801216598,99.7175754942429,6.354551379535086,81.14273300021725,12.709102759070172,26.395828807299587,226.31979144036498,23.951770584401476,1112.04649141864,11063.762763415163,293.2869867477732,12445.983530566613,2083.983203359328,813.2737088945847,68.71353002126847,160.00436276381086,4.4172983585101155,5.889731144680155,973.2780716583954,4.22739350994444,2.657218777679362,0.3623480151380949,16.668008696352363
2024-2025,J3,梅木　怜,Rei Umeki,DF,Full Back,1092.0,918.84,auto_j3_outfield,96.35,23.37,100.0,96.04,84.14,13.0,"score>=82.0, gap>=12.0, name>=70.0",梅木　怜,1092,DF,5,3,2,0,20,88,465,12,11,15.789473684210526,10.526315789473685,31.57894736842105,38.300000000000004,63.373684210526314,0.4120879120879121,0.24725274725274726,0.16483516483516483,0.0,1.6483516483516485,7.252747252747254,38.324175824175825,0.989010989010989,0.9065934065934067,Rei Umeki,918.84,199.39,246.02,147.44846153846154,107.77,33.8,47.0,1023.0,7.0,18.0,29.0,292.0,38.0,202.0,114.0,257.0,2074.0,210.0,4490.0,27162.0,3097.0,35458.0,6832.0,3356.0,313.0,1196.0,64.0,35.0,4552.0,100.0,79.0,32.0,438.0,21.214704849791865,461.7583630071719,3.159636892522193,8.124780580771354,13.089924269020514,131.80199608806862,17.152314559406193,91.17809318421185,51.456943678218565,116.00381162545764,936.1552735844325,94.78910677566579,2026.6813782035208,12260.293896383972,1397.9136365916045,12971.384440289406,2499.3089992683517,1227.705064628892,114.50288594423216,437.5254044386635,23.412730672303063,12.803837086415738,1665.2304690675555,9.794958861172782,7.738017500326498,3.13438683557529,42.90191981193679
2024-2025,J3,広瀬　健太,Kenta Hirose,DF,Central Defender,1076.0,1228.39,auto_j3_outfield,97.15,22.31,100.0,96.9,87.59,9.0,"score>=82.0, gap>=12.0, name>=70.0",広瀬　健太,1076,DF,6,4,0,0,1,120,532,3,0,15.384615384615385,0.0,43.33076923076923,66.78461538461539,71.8,0.5018587360594795,0.33457249070631967,0.0,0.0,0.08364312267657992,10.03717472118959,44.49814126394052,0.25092936802973975,0.0,Kenta Hirose,1228.39,303.29,341.25,146.94285714285715,106.11642857142859,29.1,5.0,178.0,0.0,4.0,14.0,304.0,28.0,244.0,60.0,94.0,852.0,89.0,4835.0,38701.0,1030.0,50118.0,9979.0,3242.0,280.0,583.0,33.0,30.0,3825.0,71.0,35.0,8.0,271.0,1.4837284447228725,52.82073263213426,0.0,1.186982755778298,4.154439645224043,90.21068943915064,8.308879290448086,72.40594810247617,17.804741336674468,27.89409476079,252.82732698077746,26.41036631606713,1434.7654060470177,11484.354907843977,305.6480596129117,13217.934065934065,2631.8241758241757,855.032967032967,73.84615384615384,153.75824175824175,8.703296703296704,7.912087912087912,1008.7912087912088,5.201930982831185,2.5643321746350916,0.5861330684880208,19.855257695031707
2024-2025,J3,遠藤　元一,Genichi Endo,DF,Central Defender,1020.0,977.39,auto_j3_outfield,97.84,21.52,96.0,98.96,95.82,10.0,"score>=82.0, gap>=12.0, name>=70.0",遠藤　元一,1020,DF,9,7,1,0,7,89,598,5,2,3.125,3.125,35.9375,64.50625,80.675,0.7941176470588235,0.6176470588235294,0.08823529411764705,0.0,0.6176470588235294,7.852941176470588,52.76470588235294,0.4411764705882353,0.1764705882352941,Genichi Endo,977.39,230.84,264.81,121.335,94.55785714285715,30.0,16.0,394.0,1.0,8.0,18.0,291.0,29.0,242.0,58.0,113.0,959.0,97.0,3404.0,28356.0,1353.0,36660.0,6206.0,2634.0,213.0,605.0,28.0,24.0,3239.0,61.0,38.0,12.0,230.0,6.238086986657425,153.61289204643907,0.38988043666608907,3.1190434933287126,7.017847859989603,113.45520706983193,11.306532663316581,94.35106567319355,22.613065326633162,44.05648934326806,373.89533876277943,37.81840235661064,1327.1530064113672,11055.449662103621,527.5082308092185,12459.499263622974,2109.2103772516143,895.2078848986066,72.39152599977342,205.61912314489632,9.516256938937351,8.1567916619463,1100.8270080435027,5.617000378559224,3.4991149899221394,1.104983681028044,21.178853886370845
2024-2025,J3,田辺　陽太,Yota Tanabe,DF,Central Defender,1017.0,1098.08,auto_j3_outfield,97.0,17.67,95.65,98.15,92.62,12.0,"score>=82.0, gap>=12.0, name>=70.0",田辺　陽太,1017,DF,5,4,0,0,1,130,329,4,1,15.384615384615385,0.0,41.02307692307692,59.892307692307696,55.323076923076925,0.44247787610619466,0.35398230088495575,0.0,0.0,0.08849557522123894,11.504424778761061,29.11504424778761,0.35398230088495575,0.08849557522123894,Yota Tanabe,1098.08,214.24,299.49,139.6,98.50846153846153,30.5,8.0,187.0,1.0,1.0,13.0,196.0,20.0,131.0,42.0,67.0,594.0,59.0,2538.0,24845.0,781.0,41720.0,7024.0,2781.0,254.0,759.0,36.0,35.0,3540.0,77.0,44.0,4.0,296.0,3.3607169529499625,78.55675877520538,0.4200896191187453,0.4200896191187453,5.461165048543689,82.33756534727408,8.401792382374907,55.03174010455564,17.643764002987304,28.146004480955934,249.53323375653468,24.785287528005977,1066.1874533233756,10437.126587005228,328.0899925317401,12537.313432835821,2110.788340178303,835.7207252328959,76.32976059300812,228.0877491735951,10.818391265150757,10.517880396674347,1063.8084744064909,6.3110155908494825,3.606294623342562,0.3278449657584147,24.26052746612269
2024-2025,J3,二ノ宮　慈洋,Jiyo Ninomiya,DF,Central Defender,1010.0,1109.57,auto_j3_outfield,89.11,15.19,70.59,97.75,91.03,16.0,"score>=82.0, gap>=12.0, name>=70.0",二ノ宮　慈洋,1010,DF,11,11,0,0,1,105,578,4,0,16.664285714285715,0.0,41.66428571428571,69.71428571428571,75.02857142857144,0.9801980198019802,0.9801980198019802,0.0,0.0,0.0891089108910891,9.356435643564357,51.5049504950495,0.3564356435643564,0.0,Jiyo Ninomiya,1109.57,298.58,269.7,134.48076923076923,105.30384615384615,33.0,4.0,181.0,0.0,4.0,9.0,348.0,24.0,296.0,70.0,96.0,902.0,92.0,4453.0,38070.0,1083.0,38419.0,6256.0,2466.0,221.0,766.0,37.0,19.0,3232.0,43.0,25.0,4.0,279.0,1.2057070131957934,54.558242347109655,0.0,1.2057070131957934,2.7128407796905356,104.89651014803404,7.234242079174762,89.22231897648872,21.099872730926386,28.936968316699048,271.8869314756514,27.731261303503253,1342.253332440217,11475.316498090964,326.4451738227611,12820.578420467185,2087.6529477196887,822.9143492769745,73.74860956618465,255.61735261401557,12.347052280311457,6.340378197997776,1078.53170189099,3.4878376307939116,2.027812576042972,0.32445001216687547,22.630388348639563
2024-2025,J3,山内　琳太郎,Rintaro Yamauchi,DF,Central Defender,985.0,1090.6,auto_j3_outfield,96.01,26.34,94.12,97.58,90.32,13.0,"score>=82.0, gap>=12.0, name>=70.0",山内　琳太郎,985,DF,7,7,0,0,1,137,458,4,0,8.333333333333334,0.0,29.166666666666668,67.73333333333333,69.52499999999999,0.6395939086294417,0.6395939086294417,0.0,0.0,0.09137055837563453,12.517766497461928,41.847715736040605,0.3654822335025381,0.0,Rintaro Yamauchi,1090.6,236.75,276.14,145.85,102.895,29.7,12.0,285.0,1.0,5.0,12.0,259.0,21.0,214.0,59.0,114.0,1049.0,102.0,4497.0,31236.0,1334.0,40090.0,7279.0,3319.0,297.0,1114.0,54.0,34.0,4433.0,68.0,41.0,19.0,311.0,4.561774023231257,108.34213305174234,0.3801478352692714,1.900739176346357,4.561774023231257,98.45828933474128,7.9831045406547,81.35163674762408,22.428722280887012,43.33685322069694,398.7750791974657,38.77507919746568,1709.5248152059135,11874.297782470961,507.1172122492081,13066.198305207503,2372.383573549649,1081.7339030926341,96.79872528427609,363.0767002245238,17.599768233504744,11.081335554428914,1444.8106033171582,5.611589950485971,3.3834586466165417,1.5679442508710804,25.664771685310843
2024-2025,J3,西野　奨太,Shota Nishino,DF,Central Defender,958.0,1202.47,auto_j3_outfield,94.21,21.46,96.3,94.92,79.67,11.0,"score>=82.0, gap>=12.0, name>=70.0",西野　奨太,958,DF,5,4,0,0,8,125,518,1,2,7.6923076923076925,0.0,47.823076923076925,52.146153846153844,66.3076923076923,0.4697286012526096,0.3757828810020876,0.0,0.0,0.7515657620041752,11.743215031315241,48.66388308977036,0.0939457202505219,0.1878914405010438,Shota Nishino,1202.47,301.36,282.55,147.21857142857144,100.79857142857144,30.1,13.0,314.0,0.0,13.0,21.0,333.0,30.0,273.0,74.0,140.0,1329.0,127.0,4426.0,36164.0,1643.0,40923.0,6979.0,3139.0,266.0,776.0,35.0,28.0,3915.0,64.0,48.0,4.0,330.0,3.882399787629413,93.77488717812582,0.0,3.882399787629413,6.271568887709052,99.44916379081496,8.959384125298646,81.53039554021768,22.09981417573666,41.81045925139368,396.90071675073,37.928059463764264,1321.80780461906,10800.238916910008,490.6756039288558,13035.108830295521,2223.004777915413,999.8584321359051,84.728366660768,247.17749070960892,11.148469297469473,8.91877543797558,1247.035922845514,4.790140294560363,3.5926052209202726,0.2993837684100227,24.699160893826875
2024-2025,J3,田中　誠太郎,Seitaro Tanaka,DF,Full Back,887.0,1035.89,auto_j3_outfield,95.65,20.33,96.55,96.4,85.63,16.0,"score>=82.0, gap>=12.0, name>=70.0",田中　誠太郎,887,DF,3,2,0,1,3,65,478,2,4,0.0,0.0,25.005000000000003,33.17,60.67999999999999,0.30439684329199546,0.2029312288613303,0.0,0.10146561443066515,0.30439684329199546,6.595264937993235,48.50056369785795,0.2029312288613303,0.4058624577226606,Seitaro Tanaka,1035.89,227.32,285.82,112.71714285714286,102.0495238095238,31.6,20.0,422.0,1.0,8.0,16.0,267.0,26.0,241.0,72.0,135.0,1032.0,115.0,3867.0,29114.0,1454.0,39928.0,7247.0,2788.0,285.0,895.0,52.0,37.0,3683.0,86.0,51.0,21.0,354.0,7.9183529825796235,167.07724793243005,0.39591764912898114,3.167341193031849,6.334682386063698,105.71001231743797,10.293858877353511,95.41615344008447,28.506070737286645,53.448882632412456,408.5870139011086,45.530529649832836,1531.0135491817703,11526.746436741158,575.6642618335387,12572.668112798265,2281.9606745504166,877.89517878385,89.7417955356518,281.82072633125745,16.373941641592612,11.650689244979358,1159.7159051151075,7.471835812682813,4.430972400544459,1.8245180472830125,30.75616136848507
2024-2025,J3,長峰　祐斗,Yuto Nagamine,DF,Full Back,854.0,765.84,auto_j3_outfield,92.45,24.11,82.76,97.42,89.68,9.0,"score>=82.0, gap>=12.0, name>=70.0",長峰　祐斗,854,DF,8,4,0,0,11,65,396,17,4,2.380952380952381,0.0,29.361904761904764,48.01428571428571,55.209523809523816,0.8430913348946136,0.4215456674473068,0.0,0.0,1.1592505854800936,6.850117096018735,41.733021077283375,1.791569086651054,0.4215456674473068,Yuto Nagamine,765.84,196.6,177.75,104.87,117.359375,32.1,44.0,1022.0,9.0,18.0,23.0,318.0,50.0,227.0,105.0,255.0,2566.0,211.0,5088.0,28834.0,3588.0,26360.0,4764.0,2550.0,241.0,1259.0,51.0,19.0,3809.0,72.0,54.0,21.0,291.0,20.14242115971516,467.85350966429303,4.120040691759918,8.240081383519836,10.528992878942015,145.57477110885046,22.88911495422177,103.91658189216683,48.06714140386571,116.73448626653102,1174.6693794506612,96.59206510681588,2329.1963377416073,13199.69481180061,1642.522889114954,13346.835443037975,2412.1518987341774,1291.139240506329,122.0253164556962,637.4683544303798,25.82278481012658,9.620253164556962,1928.607594936709,8.461297398934503,6.345973049200877,2.4678784080225635,34.19774365402695
2024-2025,J3,柴田　徹,Toru Shibata,DF,Full Back,838.0,709.1,auto_j3_outfield,94.57,18.49,100.0,92.51,84.62,12.0,"score>=82.0, gap>=12.0, name>=70.0",柴田　徹,838,DF,9,7,0,0,15,72,445,8,5,4.0,0.0,34.332,1.3319999999999999,64.984,0.9665871121718377,0.7517899761336515,0.0,0.0,1.6109785202863962,7.7326968973747015,47.79236276849642,0.8591885441527447,0.5369928400954653,Toru Shibata,709.1,175.89,180.71,122.8178947368421,107.32526315789474,30.7,22.0,542.0,4.0,11.0,17.0,240.0,35.0,195.0,74.0,149.0,1686.0,127.0,3775.0,22774.0,2228.0,27311.0,5686.0,2844.0,233.0,724.0,42.0,25.0,3568.0,74.0,40.0,18.0,285.0,11.257035647279551,277.33242367388715,2.0467337540508277,5.6285178236397755,8.698618454716016,122.80402524304965,17.90892034794474,99.77827050997783,37.86457444994031,76.24083233839332,862.6982773324238,64.98379669111377,1931.6049803854683,11653.078628688385,1140.030701006311,13601.848265176248,2831.8300038736093,1416.413037463339,116.04227768247468,360.57772121077966,20.917492114437497,12.450888163355652,1776.9907586741188,9.39218727965026,5.076857989000141,2.2845860950500634,36.172613171626004
2024-2025,J3,都並　優太,Yuta Tsunami,DF,Full Back,835.0,997.05,auto_j3_outfield,96.26,21.55,100.0,95.93,83.75,16.0,"score>=82.0, gap>=12.0, name>=70.0",都並　優太,835,DF,15,10,1,0,5,67,620,2,6,4.411764705882353,2.9411764705882355,28.920588235294115,40.932352941176475,70.48529411764706,1.6167664670658681,1.0778443113772456,0.10778443113772455,0.0,0.5389221556886228,7.221556886227544,66.82634730538922,0.2155688622754491,0.6467065868263473,Yuta Tsunami,997.05,286.27,271.55,103.126,116.89966666666666,29.7,10.0,213.0,0.0,2.0,14.0,386.0,28.0,293.0,106.0,111.0,1097.0,101.0,5965.0,37912.0,1310.0,37291.0,7032.0,2414.0,213.0,408.0,23.0,19.0,2822.0,72.0,23.0,0.0,359.0,3.143885143396095,66.96475355433681,0.0,0.6287770286792189,4.401439200754533,121.35396653508927,8.802878401509066,92.11583470150558,33.325182519998606,34.89712509169665,344.8842002305516,31.753239948300557,1875.3274880357703,11919.097355643273,411.84895378488847,12359.381329405265,2330.620511876266,800.0736512612779,70.59473393481863,135.22371570613146,7.622905542257411,6.297182839256123,935.2973669674093,6.499172559049195,2.0761245674740487,0.0,32.40559650970363
2024-2025,J3,山内　舟征,Shusei Yamauchi,DF,Central Defender,825.0,847.27,auto_j3_outfield,92.92,13.05,81.25,97.72,97.37,22.0,"score>=82.0, gap>=12.0, name>=70.0",山内　舟征,825,DF,0,0,0,0,2,58,486,0,0,0.0,0.0,34.725,24.308333333333334,82.99166666666666,0.0,0.0,0.0,0.0,0.21818181818181817,6.327272727272727,53.01818181818182,0.0,0.0,Shusei Yamauchi,847.27,219.31,222.82,97.35272727272728,82.01,31.5,10.0,234.0,7.0,11.0,18.0,197.0,17.0,148.0,34.0,74.0,679.0,64.0,2309.0,20829.0,913.0,22995.0,3291.0,1512.0,154.0,660.0,25.0,17.0,2172.0,44.0,30.0,10.0,154.0,4.1037800373899955,96.0284528749259,2.8726460261729967,4.514158041128995,7.386804067301993,80.84446673658292,6.976426063562993,60.735944553371944,13.952852127125986,30.367972276685972,278.6466645387807,26.264192239295976,947.5628106333501,8547.763439879624,374.67511741370663,9287.990306076654,1329.2792388475002,610.7171708105197,62.20267480477515,266.58289202046495,10.097836818957006,6.866529036890764,877.3000628309848,4.673834787021846,3.1867055366058046,1.0622351788686015,16.35842175457646
2024-2025,J3,船橋　勇真,Yuma Funabashi,DF,Full Back,808.0,884.6800000000001,auto_j3_outfield,98.01,13.09,100.0,97.83,91.33,11.0,"score>=82.0, gap>=12.0, name>=70.0",船橋　勇真,808,DF,16,11,1,0,14,60,362,10,8,3.8461538461538463,3.8461538461538463,28.207692307692305,47.56153846153846,68.76153846153846,1.7821782178217822,1.2252475247524752,0.11138613861386139,0.0,1.5594059405940595,6.683168316831683,40.32178217821782,1.113861386138614,0.8910891089108911,Yuma Funabashi,884.6800000000001,261.46000000000004,203.7,130.93,112.80846153846154,30.0,66.0,1313.0,4.0,22.0,34.0,364.0,59.0,283.0,142.0,367.0,3393.0,301.0,6028.0,35341.0,4706.0,30559.0,6307.0,3032.0,284.0,966.0,57.0,27.0,3998.0,103.0,68.0,15.0,359.0,22.718580279966336,451.96205920599704,1.3768836533312934,7.572860093322113,11.703511053315994,125.2964124531477,20.309033886636577,97.414518473189,48.87936969326092,126.32907519314615,1167.9415589382695,103.61049491317983,2074.963665570259,12165.11129809531,1619.9036181442668,13501.767304860088,2786.59793814433,1339.617083946981,125.47864506627394,426.8041237113402,25.184094256259204,11.929307805596466,1766.4212076583212,10.478365058552244,6.917755572636433,1.5259754939639192,36.52168015553646
2024-2025,J3,内田　航平,Kohei Uchida,DF,Central Defender,776.0,864.98,auto_j3_outfield,97.63,17.81,100.0,97.43,89.71,12.0,"score>=82.0, gap>=12.0, name>=70.0",内田　航平,776,DF,9,9,0,0,2,56,296,1,1,3.6999999999999997,0.0,56.47777777777778,46.63333333333333,76.52222222222223,1.0438144329896908,1.0438144329896908,0.0,0.0,0.23195876288659795,6.494845360824741,34.329896907216494,0.11597938144329897,0.11597938144329897,Kohei Uchida,864.98,185.97,215.47,136.99444444444444,97.07666666666667,28.2,8.0,220.0,2.0,3.0,11.0,227.0,19.0,172.0,35.0,75.0,721.0,67.0,2927.0,23593.0,941.0,28964.0,4576.0,1646.0,144.0,328.0,21.0,20.0,1974.0,44.0,25.0,6.0,210.0,3.8715921922890786,106.46878528794969,0.9678980480722696,1.4518470721084045,5.323439264397483,109.85642845620262,9.195031456686563,83.23923213421519,16.938215841264718,36.296176802710114,348.9272463300532,32.424584610421036,1416.5187933537668,11417.80932408453,455.3960316180029,12098.018285608205,1911.3565693600037,687.5203044507356,60.14758435048962,137.0028310205597,8.771522717779737,8.353831159790225,824.5231354712953,4.578140535041273,2.601216213091632,0.6242918911419917,21.85021618996971
2024-2025,J3,酒井　崇一,Shuichi Sakai,DF,Central Defender,753.0,831.3,auto_j3_outfield,95.53,19.66,92.31,97.65,90.58,9.0,"score>=82.0, gap>=12.0, name>=70.0",酒井　崇一,753,DF,3,3,0,0,2,92,373,2,2,16.666666666666668,0.0,41.666666666666664,51.291666666666664,69.95833333333333,0.35856573705179284,0.35856573705179284,0.0,0.0,0.2390438247011952,10.996015936254981,44.581673306772906,0.2390438247011952,0.2390438247011952,Shuichi Sakai,831.3,196.47,220.24,149.9725,108.6725,29.5,15.0,336.0,2.0,4.0,9.0,218.0,21.0,187.0,59.0,109.0,978.0,94.0,3525.0,25002.0,1314.0,33122.0,6806.0,2726.0,243.0,790.0,42.0,21.0,3516.0,50.0,25.0,8.0,285.0,6.871278057718736,153.9166284928997,0.9161704076958315,1.832340815391663,4.122766834631242,99.86257443884563,9.61978928080623,85.66193311956025,27.027027027027028,49.93128721942281,448.0073293632616,43.06000916170407,1614.7503435639028,11453.046266605588,601.9239578561612,13535.143479840173,2781.2386487468216,1113.9665819106428,99.30076280421359,322.82964039229927,17.163094805666546,8.581547402833273,1436.7962223029422,5.413208228076507,2.7066041140382535,0.8661133164922412,30.855286900036088
