FB_Name,SC_Name,analysis_position_code,cluster_id,analysis_position_jp,cluster_distance_to_center,z_aerial_duel_win_rate_pct,z_tackle_win_rate_pct,z_interceptions_per90,z_blocks_per90,z_clearances_per90,z_pass_success_rate_pct,z_successful_forward_passes_per90,z_successful_long_passes_per90,z_medaccel_count_full_all_per_match,z_highaccel_count_full_all_per_match,distance_to_cluster_center_3,score_cluster_0,score_cluster_1,score_cluster_2,score_cluster_3,rank_cluster_0,rank_cluster_1,rank_cluster_2,rank_cluster_3
小笠原　佳祐,Keisuke Ogasawara,CB,3,センターバック,1.994522,0.232565,1.192476,-0.134334,0.226419,-0.339974,-0.186017,-0.623818,-0.939731,-0.569784,0.165836,1.9945222558409823,-1.749566,0.462375,1.0581420000000001,-1.9945222558409823,127,55,26,45
宮市　剛,Tsuyoshi Miyaichi,CB,1,センターバック,3.292111,-0.226114,-0.719987,-0.964506,-1.499892,-1.390441,-2.254228,-1.277026,-1.335324,-1.28758,-0.990044,4.607728506549078,-4.866578,-0.328975,-1.684493,-4.607728506549078,142,87,138,133
グスタボ　リッシ,Gustavo Martini Rissi,CB,3,センターバック,3.094194,-0.990526,-1.057481,0.416665,-0.364977,1.941237,0.245081,-0.46198,1.586947,0.882133,0.287429,3.0941945012880168,1.3700480000000002,0.06857800000000014,-0.6408159999999998,-3.0941945012880168,34,72,116,92
藤井　葉大,Yota Fujii,CB,3,センターバック,1.213926,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,0.30231,1.710275,1.2139248950495247,-0.021795000000000023,-0.29630700000000004,-0.11054,-1.2139248950495247,86,86,90,24
脇本　晃成,Kosei Wakimoto,CB,3,センターバック,1.343972,0.180983,-0.307195,-0.305046,0.301434,0.588372,0.811056,-0.247088,0.527275,0.053495,0.442797,1.343971507863169,1.091243,0.71586,-0.612241,-1.343971507863169,41,47,115,27
小柳　達司,Tatsushi Koyanagi,CB,3,センターバック,0.83638,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,0.591955,-0.151258,0.8363790013307365,-0.021795000000000023,-0.585952,-0.11054,-0.8363790013307365,66,98,70,17
井林　章,Akira Ibayashi,CB,1,センターバック,1.399424,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,-0.956786,-0.206094,1.754994794163789,-0.021795000000000023,0.962789,-0.11054,-1.754994794163789,56,39,60,35
眞鍋　旭輝,Hikaru Manabe,CB,0,センターバック,3.743461,2.20965,-0.478921,-0.964506,-1.671461,-0.917991,1.711282,-0.637919,1.737961,0.358463,0.846754,4.148724066439343,2.811324,0.9331959999999999,-1.443427,-4.148724066439343,19,40,133,120
石井　光輝,Koki Ishii,CB,2,センターバック,4.189111,-0.841738,2.992442,-0.964506,-1.643216,-2.371463,-1.71285,0.162592,-1.492963,1.185175,0.986586,5.095636000537715,-3.043221,-4.398376,2.027936,-5.095636000537715,136,147,10,138
佐古　真礼,Maaya Sako,CB,3,センターバック,2.431452,1.558573,-0.321315,0.541015,0.467957,0.551842,-1.479002,0.34832,-0.147555,0.042341,0.080271,2.431451506299889,-1.2782369999999998,2.068074,0.2197,-2.431451506299889,120,15,47,63
ヴァンイヤーデン　ショーン,Shawn Van Eerden,CB,1,センターバック,2.620536,-0.482446,0.047043,-0.964506,0.849605,1.821232,0.36584,-0.329513,-1.543627,-1.621919,-1.343939,3.8865282589229944,-1.5073,2.960705,-0.9174629999999999,-3.8865282589229944,125,9,125,112
宮崎　海斗,Kaito Miyazaki,CB,3,センターバック,0.815974,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,1.13857,1.012481,0.8159735168698798,-0.021795000000000023,-1.132567,-0.11054,-0.8159735168698798,64,117,68,16
今瀬　淳也,Junya Imase,CB,0,センターバック,1.855637,-0.985782,0.609658,-0.964506,-1.092117,-1.037581,1.200366,0.930858,1.308145,0.033071,-0.644781,3.4583786446437585,3.439369,-2.0564340000000003,-0.35484799999999994,-3.4583786446437585,12,133,101,100
松村　厳,Gen Matsumura,CB,1,センターバック,1.197542,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,-1.150648,-0.729528,2.1935346715495516,-0.021795000000000023,1.1566509999999999,-0.11054,-2.1935346715495516,77,33,81,56
行德　瑛,Ei Gyotoku,CB,2,センターバック,5.33571,-3.762774,2.992442,-0.964506,-3.290832,-0.122441,-2.986705,-1.43714,-2.226394,-0.349624,-0.334045,7.354767318535645,-6.650239,-3.5355909999999997,2.027936,-7.354767318535645,147,146,11,147
濱田　水輝,Mizuki Hamada,CB,1,センターバック,2.551315,0.947666,-2.40678,-0.114748,-0.590656,1.655725,-0.846801,-0.621515,-0.681113,-1.124574,-1.407498,4.239263131769836,-2.149429,3.7279649999999998,-2.521528,-4.239263131769836,129,5,145,124
広瀬　健太,Kenta Hirose,CB,3,センターバック,0.454304,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,0.585448,0.354015,0.4543033020362058,-0.021795000000000023,-0.579445,-0.11054,-0.4543033020362058,72,97,76,1
藤嵜　智貴,Tomoki Fujisaki,CB,1,センターバック,1.821516,-0.193097,-1.426024,-0.964506,-0.807376,0.590949,-1.635383,-0.669355,-0.076807,-1.322208,-1.204107,3.8320820914047498,-2.381545,1.7200600000000001,-2.39053,-3.8320820914047498,130,22,144,110
遠藤　元一,Genichi Endo,CB,3,センターバック,1.558465,0.601675,-0.045,-0.046434,0.321,0.773284,0.632803,-0.043586,-0.803619,-0.291038,0.000595,1.5584648507127132,-0.21440199999999998,1.665997,-0.091434,-1.5584648507127132,100,24,55,31
田辺　陽太,Yota Tanabe,CB,3,センターバック,0.842541,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,0.061952,1.14793,0.8425405467477514,-0.021795000000000023,-0.055949,-0.11054,-0.8425405467477514,80,75,84,18
二ノ宮　慈洋,Jiyo Ninomiya,CB,1,センターバック,7.918593,-2.506761,-4.135422,-0.964506,-3.290832,4.601248,-2.543316,-2.390035,-2.226394,0.260508,-1.290157,8.80675194096098,-7.159745,1.833979,-5.099928,-8.80675194096098,148,17,148,149
斉藤　諒,Ryo Saito,CB,3,センターバック,2.574589,0.896555,0.860903,0.889818,1.619389,0.196321,-0.365476,-0.211493,-0.290241,-0.238089,-0.761307,2.5745884528862084,-0.86721,1.330965,1.750721,-2.5745884528862084,112,29,15,69
山内　琳太郎,Rintaro Yamauchi,CB,3,センターバック,0.503324,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,0.536281,0.908902,0.5033233946033107,-0.021795000000000023,-0.530278,-0.11054,-0.5033233946033107,68,92,72,4
寺阪　尚悟,Shogo Terasaka,CB,3,センターバック,2.767603,0.411824,-1.251106,0.360011,0.517095,-1.387641,0.377662,0.676978,-1.155635,-0.405759,-0.286239,2.7676034226736674,-0.10099499999999995,-0.570058,-0.891095,-2.7676034226736674,96,95,124,79
今井　那生,Naiki Imai,CB,1,センターバック,1.776569,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,-1.542293,0.336492,2.151590744773504,-0.021795000000000023,1.548296,-0.11054,-2.151590744773504,57,26,61,53
西野　奨太,Shota Nishino,CB,3,センターバック,2.150391,-0.721967,1.123558,-0.964506,-0.036877,-0.741888,-0.478898,-0.099325,-0.119109,0.331421,-0.11209,2.150390176833032,-0.697332,-1.795276,0.15905200000000008,-2.150390176833032,107,130,48,52
下堂　竜聖,Ryusei Shimodo,CB,0,センターバック,2.417366,0.90079,-1.057481,0.015027,0.118147,0.656674,1.168025,0.230274,1.204201,0.106075,-0.800149,2.7333793143901564,2.6025,1.451389,-1.042454,-2.7333793143901564,21,28,126,77
田中　誠太郎,Seitaro Tanaka,CB,1,センターバック,3.429127,1.434661,-0.476606,-0.964506,2.460623,-0.713232,-0.408987,-0.308566,1.032094,-1.867136,-0.365118,4.187146226276794,0.31454100000000007,2.588565,-1.441112,-4.187146226276794,50,13,132,123
都並　優太,Yuta Tsunami,CB,1,センターバック,3.545544,1.118728,-0.746571,-0.964506,0.820852,1.116721,0.0139,-0.62493,2.277979,-2.703609,-2.136317,5.338085069245899,1.6669490000000002,4.939058,-1.711077,-5.338085069245899,29,3,139,140
山内　舟征,Shusei Yamauchi,CB,3,センターバック,2.527325,-0.600542,-0.68857,1.305637,0.144197,-0.280647,1.409042,0.047506,-0.926819,-0.524893,0.18385,2.5273251304167417,0.529729,-0.35629599999999995,0.6170669999999999,-2.5273251304167417,45,88,32,67
奈良坂　巧,Takumi Narasaka,CB,3,センターバック,2.64363,1.176477,0.562488,1.336314,0.016544,0.052868,-1.556485,-1.102531,-0.443943,0.220797,0.473871,2.643630340600024,-3.102959,1.008548,1.8988019999999999,-2.643630340600024,137,38,12,72
鍋田　純志,Atsushi Nabeta,CB,1,センターバック,2.082305,0.388188,0.134626,-0.964506,0.378211,-0.512981,0.093758,-0.10897,1.194356,-1.356625,-0.924444,3.0814230943445597,1.179144,1.2318319999999998,-0.82988,-3.0814230943445597,37,32,123,91
内田　航平,Kohei Uchida,CB,3,センターバック,0.573897,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,0.437493,0.18385,0.5738968578159319,-0.021795000000000023,-0.43149000000000004,-0.11054,-0.5738968578159319,60,90,64,8
酒井　崇一,Shuichi Sakai,CB,1,センターバック,1.393103,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,-0.558354,-0.489413,1.600541413448899,-0.021795000000000023,0.564357,-0.11054,-1.600541413448899,88,49,92,32
東　廉太,Renta Higashi,CB,3,センターバック,1.062036,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,-0.112939,-0.136303,1.0620365350354009,-0.021795000000000023,0.11894199999999999,-0.11054,-1.0620365350354009,75,70,79,23
相馬　丞,Jo  Soma,CB,1,センターバック,1.241264,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,-1.491832,-1.110886,2.6917734887144573,-0.021795000000000023,1.497835,-0.11054,-2.6917734887144573,82,27,86,74
端野　拓馬,Takuma Hashino,CB,2,センターバック,3.860504,-3.209404,0.562488,0.328911,1.797661,-1.115161,-1.240445,-1.059799,-0.484339,-2.073635,-2.276148,5.7731181233458235,-2.784583,-2.25093,0.891399,-5.7731181233458235,134,136,29,142
神谷　凱士,Kaito Kamiya,CB,1,センターバック,1.668849,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,-1.786831,-1.92657,3.4613681785032635,-0.021795000000000023,1.792834,-0.11054,-3.4613681785032635,83,18,87,101
菊地　健太,Kenta Kikuchi,CB,1,センターバック,1.325024,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,-1.083205,-0.334045,1.9232919311810155,-0.021795000000000023,1.089208,-0.11054,-1.9232919311810155,84,34,88,44
ヘナン,Renan Dos Santos Paixão,CB,1,センターバック,1.34429,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,-0.507685,-0.924444,1.891719925761475,-0.021795000000000023,0.513688,-0.11054,-1.891719925761475,54,53,58,41
木邨　優人,Yuto  Kimura,CB,1,センターバック,1.194083,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,-1.275364,-0.800149,2.333406827006598,-0.021795000000000023,1.281367,-0.11054,-2.333406827006598,73,31,77,61
伊勢　渉,Wataru Ise,CB,1,センターバック,3.185313,0.715012,1.373553,-0.964506,1.069013,1.095745,0.548696,-1.271068,1.073497,-1.891123,-1.746484,4.411815391343115,0.3511249999999998,3.70188,0.40904700000000005,-4.411815391343115,49,6,39,130
大武　峻,Shun Obu,CB,1,センターバック,4.269152,1.897833,-3.082442,-0.964506,-0.376221,2.344771,0.477149,-0.712892,0.069058,-2.494281,-2.397336,6.178793741075195,-0.16668499999999997,6.736885,-4.0469479999999995,-6.178793741075195,98,1,147,143
竹内　悠力,Yuri Takeuchi,CB,1,センターバック,2.6468,0.954706,-0.157048,-0.964506,0.544859,-0.360758,0.237822,-0.530559,1.38907,-2.226597,-1.887728,4.336982030795148,1.096333,2.820545,-1.121554,-4.336982030795148,40,10,127,127
佐藤　大翔,Hiroto  Sato,CB,1,センターバック,1.269796,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,-0.796054,-1.238006,2.3074542096028687,-0.021795000000000023,0.802057,-0.11054,-2.3074542096028687,59,44,63,60
金城　ジャスティン俊樹,Justin Toshiki Kinjo,CB,1,センターバック,3.283503,-1.63017,0.292493,-0.964506,-0.959471,1.407848,0.341433,0.742368,1.232469,-1.050701,-1.110886,3.914407668194768,2.3162700000000003,0.8283790000000002,-0.672013,-3.914407668194768,26,43,118,114
津覇　実樹,Jitsuki Tsuha,CB,1,センターバック,1.966887,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,-2.611392,-1.518728,3.826727346958756,-0.021795000000000023,2.617395,-0.11054,-3.826727346958756,79,12,83,108
坂本　修佑,Shusuke Sakamoto,CB,1,センターバック,3.633326,1.07102,-1.057481,-0.964506,0.393237,1.252369,-3.284433,-1.615049,-1.343091,-1.475444,0.021083,4.905047728738427,-6.242573,3.798833,-2.0219869999999998,-4.905047728738427,146,4,141,136
平瀬　大,Dai Hirase,CB,1,センターバック,2.076311,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,-2.262925,-2.229538,4.0071674635965735,-0.021795000000000023,2.2689280000000003,-0.11054,-4.0071674635965735,71,14,75,116
橋内　優也,Yuya Hashiuchi,CB,1,センターバック,3.448888,1.220648,-1.057481,-0.964506,-0.788493,1.237502,1.475605,-1.340014,-0.69491,-2.703609,-2.397336,5.390569784452568,-0.559319,5.161759,-2.0219869999999998,-5.390569784452568,103,2,142,141
川上　優樹,Yuki Kawakami,CB,0,センターバック,3.042671,1.304724,0.292493,-0.964506,-1.091575,-0.303799,0.284344,0.266912,2.947995,0.737044,-0.955518,4.107718108853503,3.499251,0.26388100000000003,-0.672013,-4.107718108853503,11,58,117,119
高嶋　修也,Shuya Takashima,CB,1,センターバック,1.6293,0.04739,0.047043,-0.157583,0.001847,-0.041387,0.191401,-0.094087,-0.119109,-1.742217,-1.887728,3.40291686939117,-0.021795000000000023,1.7482199999999999,-0.11054,-3.40291686939117,91,20,95,98
工藤　駿,Shun  Kudo,CB,3,センターバック,2.847395,-0.84151,0.96748,-0.964506,-0.550874,0.939986,1.025081,-0.0298,-1.704021,0.737044,1.530375,2.847394376774668,-0.7087400000000001,-0.638568,0.002974000000000032,-2.847394376774668,108,101,51,83
國廣　周平,Shuhei Kunihiro,CB,3,センターバック,3.832804,-0.188032,0.291143,-0.964506,2.158974,2.884409,0.090833,-0.605194,-0.733121,1.673937,-0.023308,3.832804845521619,-1.2474820000000002,1.0224399999999996,-0.6733629999999999,-3.832804845521619,119,37,119,111
