チーム名,Pos,選手名,大会,試合日,節,相手チーム名,結果,PA進入,PA進入3プレー以内得点,PA進入3プレー以内シュート,ニアゾーン進入,左ニアゾーン進入,右ニアゾーン進入,セットプレーによるPA進入,PA脇進入,PA左脇進入,PA右脇進入,30m進入
栃木Ｃ,FW,西谷　和希,J2/J3 100,20260308,5,群馬,● 1 - 1 (PK : 3 - 5),4,1,2,3,1,2,3,2,1,1,5
栃木Ｃ,FW,西谷　和希,J2/J3 100,20260315,6,八戸,○ 1 - 0,1,0,0,1,1,0,0,0,0,0,0
栃木Ｃ,FW,山下　敬大,J2/J3 100,20260207,1,仙台,● 1 - 4,0,0,0,0,0,0,0,0,0,0,0
栃木Ｃ,FW,山下　敬大,J2/J3 100,20260215,2,秋田,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
栃木Ｃ,FW,山下　敬大,J2/J3 100,20260222,3,横浜FC,● 1 - 5,0,0,0,0,0,0,0,0,0,0,0
栃木Ｃ,FW,山下　敬大,J2/J3 100,20260228,4,湘南,● 1 - 3,1,0,0,0,0,0,0,0,0,0,0
栃木Ｃ,FW,山下　敬大,J2/J3 100,20260308,5,群馬,● 1 - 1 (PK : 3 - 5),0,0,0,0,0,0,0,2,1,1,0
栃木Ｃ,FW,山下　敬大,J2/J3 100,20260315,6,八戸,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,0
栃木Ｃ,FW,小竹　知恩,J2/J3 100,20260207,1,仙台,● 1 - 4,0,0,0,0,0,0,0,0,0,0,0
栃木Ｃ,FW,小竹　知恩,J2/J3 100,20260215,2,秋田,● 0 - 1,0,0,0,0,0,0,0,0,0,0,1
栃木Ｃ,FW,吉田　篤志,J2/J3 100,20260207,1,仙台,● 1 - 4,0,0,0,0,0,0,0,0,0,0,0
栃木Ｃ,FW,吉田　篤志,J2/J3 100,20260215,2,秋田,● 0 - 1,0,0,0,0,0,0,0,1,0,1,2
栃木Ｃ,FW,吉田　篤志,J2/J3 100,20260222,3,横浜FC,● 1 - 5,2,0,2,2,1,1,0,0,0,0,0
栃木Ｃ,FW,吉田　篤志,J2/J3 100,20260228,4,湘南,● 1 - 3,0,0,0,0,0,0,0,1,0,1,1
栃木Ｃ,FW,吉田　篤志,J2/J3 100,20260308,5,群馬,● 1 - 1 (PK : 3 - 5),1,0,1,1,1,0,0,5,1,4,4
栃木Ｃ,FW,吉田　篤志,J2/J3 100,20260315,6,八戸,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,1
群馬,GK,近藤　壱成,J2/J3 100,20260304,1,相模原,● 0 - 5,0,0,0,0,0,0,0,0,0,0,0
群馬,GK,キム　ジェヒ,J2/J3 100,20260214,2,八戸,● 0 - 1,0,0,0,0,0,0,0,0,0,0,1
群馬,GK,キム　ジェヒ,J2/J3 100,20260221,3,山形,● 1 - 1 (PK : 5 - 6),0,0,0,0,0,0,0,0,0,0,0
群馬,GK,キム　ジェヒ,J2/J3 100,20260228,4,秋田,○ 3 - 2,0,0,0,0,0,0,0,0,0,0,0
群馬,GK,キム　ジェヒ,J2/J3 100,20260308,5,栃木Ｃ,○ 1 - 1 (PK : 5 - 3),0,0,0,0,0,0,0,0,0,0,0
群馬,GK,キム　ジェヒ,J2/J3 100,20260315,6,横浜FC,● 0 - 3,0,0,0,0,0,0,0,0,0,0,0
群馬,DF,菊地　健太,J2/J3 100,20260214,2,八戸,● 0 - 1,0,0,0,0,0,0,2,0,0,0,6
群馬,DF,菊地　健太,J2/J3 100,20260221,3,山形,● 1 - 1 (PK : 5 - 6),2,0,0,2,2,0,2,2,2,0,9
群馬,DF,菊地　健太,J2/J3 100,20260228,4,秋田,○ 3 - 2,1,0,1,0,0,0,0,1,1,0,1
群馬,DF,菊地　健太,J2/J3 100,20260304,1,相模原,● 0 - 5,3,0,2,2,2,0,0,2,1,1,3
群馬,DF,菊地　健太,J2/J3 100,20260308,5,栃木Ｃ,○ 1 - 1 (PK : 5 - 3),0,0,0,0,0,0,1,3,1,2,7
群馬,DF,菊地　健太,J2/J3 100,20260315,6,横浜FC,● 0 - 3,0,0,0,0,0,0,0,0,0,0,3
群馬,DF,大畑　隆也,J2/J3 100,20260214,2,八戸,● 0 - 1,0,0,0,0,0,0,0,0,0,0,1
群馬,DF,大畑　隆也,J2/J3 100,20260221,3,山形,● 1 - 1 (PK : 5 - 6),0,0,0,0,0,0,0,0,0,0,5
群馬,DF,大畑　隆也,J2/J3 100,20260228,4,秋田,○ 3 - 2,0,0,0,0,0,0,0,0,0,0,0
群馬,DF,大畑　隆也,J2/J3 100,20260308,5,栃木Ｃ,○ 1 - 1 (PK : 5 - 3),0,0,0,0,0,0,0,0,0,0,1
群馬,DF,大畑　隆也,J2/J3 100,20260315,6,横浜FC,● 0 - 3,0,0,0,0,0,0,0,1,0,1,1
群馬,DF,貫　真郷,J2/J3 100,20260214,2,八戸,● 0 - 1,1,0,1,0,0,0,0,2,0,2,2
群馬,DF,貫　真郷,J2/J3 100,20260221,3,山形,● 1 - 1 (PK : 5 - 6),4,0,2,3,0,3,0,3,0,3,1
群馬,DF,貫　真郷,J2/J3 100,20260228,4,秋田,○ 3 - 2,1,0,1,0,0,0,0,0,0,0,3
群馬,DF,貫　真郷,J2/J3 100,20260308,5,栃木Ｃ,○ 1 - 1 (PK : 5 - 3),1,0,1,0,0,0,0,1,1,0,3
群馬,DF,貫　真郷,J2/J3 100,20260315,6,横浜FC,● 0 - 3,0,0,0,0,0,0,0,0,0,0,0
群馬,DF,田頭　亮太,J2/J3 100,20260214,2,八戸,● 0 - 1,0,0,0,0,0,0,0,1,0,1,0
群馬,DF,田頭　亮太,J2/J3 100,20260304,1,相模原,● 0 - 5,0,0,0,0,0,0,1,1,0,1,5
群馬,DF,中野　力瑠,J2/J3 100,20260228,4,秋田,○ 3 - 2,0,0,0,0,0,0,0,0,0,0,0
群馬,DF,中野　力瑠,J2/J3 100,20260304,1,相模原,● 0 - 5,2,0,0,0,0,0,0,0,0,0,3
群馬,DF,野瀬　翔也,J2/J3 100,20260214,2,八戸,● 0 - 1,0,0,0,0,0,0,0,0,0,0,3
群馬,DF,野瀬　翔也,J2/J3 100,20260221,3,山形,● 1 - 1 (PK : 5 - 6),1,0,0,1,0,1,0,1,1,0,6
群馬,DF,野瀬　翔也,J2/J3 100,20260228,4,秋田,○ 3 - 2,0,0,0,0,0,0,0,1,0,1,1
群馬,DF,野瀬　翔也,J2/J3 100,20260304,1,相模原,● 0 - 5,0,0,0,0,0,0,0,0,0,0,3
群馬,DF,野瀬　翔也,J2/J3 100,20260308,5,栃木Ｃ,○ 1 - 1 (PK : 5 - 3),0,0,0,0,0,0,0,0,0,0,0
群馬,DF,野瀬　翔也,J2/J3 100,20260315,6,横浜FC,● 0 - 3,0,0,0,0,0,0,0,0,0,0,2
群馬,MF,米原　秀亮,J2/J3 100,20260214,2,八戸,● 0 - 1,0,0,0,0,0,0,0,0,0,0,1
群馬,MF,米原　秀亮,J2/J3 100,20260228,4,秋田,○ 3 - 2,0,0,0,0,0,0,0,0,0,0,0
群馬,MF,米原　秀亮,J2/J3 100,20260308,5,栃木Ｃ,○ 1 - 1 (PK : 5 - 3),0,0,0,0,0,0,0,0,0,0,0
群馬,MF,瀬畠　義成,J2/J3 100,20260214,2,八戸,● 0 - 1,0,0,0,0,0,0,0,0,0,0,2
群馬,MF,瀬畠　義成,J2/J3 100,20260221,3,山形,● 1 - 1 (PK : 5 - 6),1,0,1,0,0,0,0,2,0,2,4
群馬,MF,瀬畠　義成,J2/J3 100,20260228,4,秋田,○ 3 - 2,0,0,0,0,0,0,0,0,0,0,1
群馬,MF,瀬畠　義成,J2/J3 100,20260304,1,相模原,● 0 - 5,0,0,0,0,0,0,0,0,0,0,1
群馬,MF,瀬畠　義成,J2/J3 100,20260315,6,横浜FC,● 0 - 3,0,0,0,0,0,0,0,0,0,0,3
群馬,MF,藤村　怜,J2/J3 100,20260214,2,八戸,● 0 - 1,0,0,0,0,0,0,1,1,1,0,1
群馬,MF,藤村　怜,J2/J3 100,20260221,3,山形,● 1 - 1 (PK : 5 - 6),5,0,3,4,3,1,2,3,2,1,2
群馬,MF,藤村　怜,J2/J3 100,20260228,4,秋田,○ 3 - 2,2,0,1,1,1,0,1,2,2,0,2
群馬,MF,藤村　怜,J2/J3 100,20260308,5,栃木Ｃ,○ 1 - 1 (PK : 5 - 3),1,0,1,1,0,1,0,0,0,0,3
群馬,MF,藤村　怜,J2/J3 100,20260315,6,横浜FC,● 0 - 3,0,0,0,0,0,0,0,0,0,0,1
群馬,MF,西村　恭史,J2/J3 100,20260214,2,八戸,● 0 - 1,0,0,0,0,0,0,0,1,1,0,2
群馬,MF,西村　恭史,J2/J3 100,20260221,3,山形,● 1 - 1 (PK : 5 - 6),1,0,0,1,0,1,0,1,0,1,2
群馬,MF,西村　恭史,J2/J3 100,20260228,4,秋田,○ 3 - 2,1,1,1,0,0,0,0,2,1,1,3
群馬,MF,西村　恭史,J2/J3 100,20260304,1,相模原,● 0 - 5,0,0,0,0,0,0,0,1,1,0,0
群馬,MF,西村　恭史,J2/J3 100,20260308,5,栃木Ｃ,○ 1 - 1 (PK : 5 - 3),2,0,2,0,0,0,0,3,2,1,6
群馬,MF,西村　恭史,J2/J3 100,20260315,6,横浜FC,● 0 - 3,1,0,1,1,0,1,0,0,0,0,3
群馬,MF,下川　太陽,J2/J3 100,20260214,2,八戸,● 0 - 1,1,0,1,0,0,0,0,3,2,1,4
群馬,MF,下川　太陽,J2/J3 100,20260221,3,山形,● 1 - 1 (PK : 5 - 6),1,0,1,1,0,1,0,1,0,1,1
群馬,MF,下川　太陽,J2/J3 100,20260228,4,秋田,○ 3 - 2,0,0,0,0,0,0,0,0,0,0,1
群馬,MF,下川　太陽,J2/J3 100,20260304,1,相模原,● 0 - 5,0,0,0,0,0,0,0,3,3,0,4
群馬,MF,下川　太陽,J2/J3 100,20260308,5,栃木Ｃ,○ 1 - 1 (PK : 5 - 3),0,0,0,0,0,0,0,1,1,0,0
群馬,MF,下川　太陽,J2/J3 100,20260315,6,横浜FC,● 0 - 3,0,0,0,0,0,0,0,1,1,0,2
群馬,MF,神垣　陸,J2/J3 100,20260214,2,八戸,● 0 - 1,0,0,0,0,0,0,0,2,0,2,4
群馬,MF,神垣　陸,J2/J3 100,20260221,3,山形,● 1 - 1 (PK : 5 - 6),2,0,2,0,0,0,0,3,2,1,8
群馬,MF,神垣　陸,J2/J3 100,20260228,4,秋田,○ 3 - 2,0,0,0,0,0,0,0,0,0,0,4
群馬,MF,神垣　陸,J2/J3 100,20260304,1,相模原,● 0 - 5,0,0,0,0,0,0,0,0,0,0,0
群馬,MF,神垣　陸,J2/J3 100,20260308,5,栃木Ｃ,○ 1 - 1 (PK : 5 - 3),1,0,0,1,1,0,0,1,1,0,7
群馬,MF,神垣　陸,J2/J3 100,20260315,6,横浜FC,● 0 - 3,0,0,0,0,0,0,0,0,0,0,3
群馬,MF,安達　秀都,J2/J3 100,20260315,6,横浜FC,● 0 - 3,0,0,0,0,0,0,0,0,0,0,1
群馬,MF,モハマド　ファルザン佐名,J2/J3 100,20260214,2,八戸,● 0 - 1,1,0,0,0,0,0,0,0,0,0,2
群馬,MF,モハマド　ファルザン佐名,J2/J3 100,20260221,3,山形,● 1 - 1 (PK : 5 - 6),2,0,1,1,1,0,0,1,1,0,4
群馬,MF,モハマド　ファルザン佐名,J2/J3 100,20260228,4,秋田,○ 3 - 2,2,0,0,2,2,0,0,3,3,0,5
群馬,MF,モハマド　ファルザン佐名,J2/J3 100,20260308,5,栃木Ｃ,○ 1 - 1 (PK : 5 - 3),0,0,0,0,0,0,0,1,1,0,3
群馬,MF,玉城　大志,J2/J3 100,20260304,1,相模原,● 0 - 5,0,0,0,0,0,0,0,2,2,0,3
群馬,MF,ソン　ミンソッ,J2/J3 100,20260304,1,相模原,● 0 - 5,0,0,0,0,0,0,0,0,0,0,2
群馬,MF,ソン　ミンソッ,J2/J3 100,20260308,5,栃木Ｃ,○ 1 - 1 (PK : 5 - 3),0,0,0,0,0,0,0,0,0,0,0
群馬,FW,中島　大嘉,J2/J3 100,20260221,3,山形,● 1 - 1 (PK : 5 - 6),2,0,1,1,0,1,0,0,0,0,1
群馬,FW,中島　大嘉,J2/J3 100,20260228,4,秋田,○ 3 - 2,0,0,0,0,0,0,0,0,0,0,0
群馬,FW,中島　大嘉,J2/J3 100,20260308,5,栃木Ｃ,○ 1 - 1 (PK : 5 - 3),1,1,1,0,0,0,0,1,1,0,0
群馬,FW,中島　大嘉,J2/J3 100,20260315,6,横浜FC,● 0 - 3,1,0,1,1,0,1,0,0,0,0,2
群馬,FW,加々美　登生,J2/J3 100,20260214,2,八戸,● 0 - 1,0,0,0,0,0,0,0,2,2,0,3
群馬,FW,加々美　登生,J2/J3 100,20260221,3,山形,● 1 - 1 (PK : 5 - 6),0,0,0,0,0,0,0,2,2,0,0
群馬,FW,加々美　登生,J2/J3 100,20260228,4,秋田,○ 3 - 2,0,0,0,0,0,0,0,1,1,0,2
群馬,FW,加々美　登生,J2/J3 100,20260304,1,相模原,● 0 - 5,4,0,1,3,3,0,2,1,1,0,2
群馬,FW,加々美　登生,J2/J3 100,20260315,6,横浜FC,● 0 - 3,0,0,0,0,0,0,0,0,0,0,0
群馬,FW,出間　思努,J2/J3 100,20260304,1,相模原,● 0 - 5,0,0,0,0,0,0,0,0,0,0,0
群馬,FW,百田　真登,J2/J3 100,20260214,2,八戸,● 0 - 1,0,0,0,0,0,0,0,1,0,1,0
群馬,FW,百田　真登,J2/J3 100,20260221,3,山形,● 1 - 1 (PK : 5 - 6),1,0,1,0,0,0,0,0,0,0,0
群馬,FW,百田　真登,J2/J3 100,20260228,4,秋田,○ 3 - 2,1,0,1,1,1,0,0,0,0,0,1
群馬,FW,百田　真登,J2/J3 100,20260304,1,相模原,● 0 - 5,1,0,0,0,0,0,0,1,1,0,1
群馬,FW,百田　真登,J2/J3 100,20260308,5,栃木Ｃ,○ 1 - 1 (PK : 5 - 3),0,0,0,0,0,0,0,0,0,0,0
群馬,FW,百田　真登,J2/J3 100,20260315,6,横浜FC,● 0 - 3,0,0,0,0,0,0,0,0,0,0,0
群馬,FW,小西　宏登,J2/J3 100,20260221,3,山形,● 1 - 1 (PK : 5 - 6),3,0,2,3,0,3,1,1,0,1,4
群馬,FW,小西　宏登,J2/J3 100,20260304,1,相模原,● 0 - 5,1,0,1,1,1,0,1,4,2,2,5
群馬,FW,小西　宏登,J2/J3 100,20260308,5,栃木Ｃ,○ 1 - 1 (PK : 5 - 3),2,0,1,1,0,1,0,1,1,0,3
群馬,FW,小西　宏登,J2/J3 100,20260315,6,横浜FC,● 0 - 3,1,0,1,0,0,0,0,1,0,1,1
群馬,FW,松本　皐誠,J2/J3 100,20260214,2,八戸,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
群馬,FW,松本　皐誠,J2/J3 100,20260221,3,山形,● 1 - 1 (PK : 5 - 6),0,0,0,0,0,0,0,0,0,0,0
群馬,FW,松本　皐誠,J2/J3 100,20260304,1,相模原,● 0 - 5,0,0,0,0,0,0,0,0,0,0,0
群馬,FW,松本　皐誠,J2/J3 100,20260308,5,栃木Ｃ,○ 1 - 1 (PK : 5 - 3),0,0,0,0,0,0,0,4,1,3,2
群馬,FW,松本　皐誠,J2/J3 100,20260315,6,横浜FC,● 0 - 3,0,0,0,0,0,0,0,0,0,0,0
大宮,GK,トム　グローバー,J2/J3 100,20260207,1,松本,○ 2 - 1,0,0,0,0,0,0,0,0,0,0,0
大宮,GK,トム　グローバー,J2/J3 100,20260214,2,札幌,○ 3 - 2,0,0,0,0,0,0,0,0,0,0,0
大宮,GK,トム　グローバー,J2/J3 100,20260221,3,福島,○ 6 - 0,0,0,0,0,0,0,0,0,0,0,0
大宮,GK,トム　グローバー,J2/J3 100,20260228,4,長野,○ 2 - 1,0,0,0,0,0,0,0,0,0,0,1
大宮,GK,トム　グローバー,J2/J3 100,20260307,5,いわき,● 1 - 1 (PK : 4 - 5),0,0,0,0,0,0,0,0,0,0,0
大宮,GK,トム　グローバー,J2/J3 100,20260314,6,藤枝,● 1 - 2,0,0,0,0,0,0,0,0,0,0,0
大宮,DF,茂木　力也,J2/J3 100,20260214,2,札幌,○ 3 - 2,2,1,2,0,0,0,0,0,0,0,0
大宮,DF,茂木　力也,J2/J3 100,20260221,3,福島,○ 6 - 0,5,2,4,1,0,1,1,5,1,4,7
大宮,DF,茂木　力也,J2/J3 100,20260228,4,長野,○ 2 - 1,0,0,0,0,0,0,1,0,0,0,1
大宮,DF,茂木　力也,J2/J3 100,20260307,5,いわき,● 1 - 1 (PK : 4 - 5),2,0,2,0,0,0,0,1,1,0,2
大宮,DF,茂木　力也,J2/J3 100,20260314,6,藤枝,● 1 - 2,3,0,2,1,0,1,2,0,0,0,1
大宮,DF,西尾　隆矢,J2/J3 100,20260207,1,松本,○ 2 - 1,0,0,0,0,0,0,0,0,0,0,1
大宮,DF,西尾　隆矢,J2/J3 100,20260214,2,札幌,○ 3 - 2,0,0,0,0,0,0,0,0,0,0,2
大宮,DF,西尾　隆矢,J2/J3 100,20260221,3,福島,○ 6 - 0,0,0,0,0,0,0,0,0,0,0,4
大宮,DF,西尾　隆矢,J2/J3 100,20260228,4,長野,○ 2 - 1,0,0,0,0,0,0,0,0,0,0,1
大宮,DF,西尾　隆矢,J2/J3 100,20260307,5,いわき,● 1 - 1 (PK : 4 - 5),2,0,2,2,0,2,0,0,0,0,2
大宮,DF,西尾　隆矢,J2/J3 100,20260314,6,藤枝,● 1 - 2,0,0,0,0,0,0,0,1,0,1,3
大宮,DF,イヨハ　理　ヘンリー,J2/J3 100,20260207,1,松本,○ 2 - 1,0,0,0,0,0,0,0,3,2,1,2
大宮,DF,イヨハ　理　ヘンリー,J2/J3 100,20260214,2,札幌,○ 3 - 2,0,0,0,0,0,0,0,1,1,0,6
大宮,DF,イヨハ　理　ヘンリー,J2/J3 100,20260221,3,福島,○ 6 - 0,1,0,1,1,1,0,0,3,3,0,7
大宮,DF,イヨハ　理　ヘンリー,J2/J3 100,20260228,4,長野,○ 2 - 1,0,0,0,0,0,0,0,0,0,0,1
大宮,DF,イヨハ　理　ヘンリー,J2/J3 100,20260307,5,いわき,● 1 - 1 (PK : 4 - 5),0,0,0,0,0,0,0,0,0,0,1
大宮,DF,イヨハ　理　ヘンリー,J2/J3 100,20260314,6,藤枝,● 1 - 2,1,0,1,1,1,0,0,0,0,0,7
大宮,DF,加藤　聖,J2/J3 100,20260207,1,松本,○ 2 - 1,0,0,0,0,0,0,1,2,2,0,0
大宮,DF,加藤　聖,J2/J3 100,20260214,2,札幌,○ 3 - 2,0,0,0,0,0,0,2,0,0,0,2
大宮,DF,加藤　聖,J2/J3 100,20260221,3,福島,○ 6 - 0,4,0,2,3,3,0,0,2,2,0,3
大宮,DF,加藤　聖,J2/J3 100,20260228,4,長野,○ 2 - 1,3,0,2,1,1,0,0,1,1,0,3
大宮,DF,加藤　聖,J2/J3 100,20260307,5,いわき,● 1 - 1 (PK : 4 - 5),1,1,1,0,0,0,2,1,1,0,2
大宮,DF,加藤　聖,J2/J3 100,20260314,6,藤枝,● 1 - 2,5,0,4,2,1,1,0,4,4,0,7
大宮,DF,村上　陽介,J2/J3 100,20260207,1,松本,○ 2 - 1,0,0,0,0,0,0,0,0,0,0,2
大宮,DF,村上　陽介,J2/J3 100,20260214,2,札幌,○ 3 - 2,1,0,0,1,0,1,0,0,0,0,2
大宮,DF,村上　陽介,J2/J3 100,20260221,3,福島,○ 6 - 0,0,0,0,0,0,0,0,2,1,1,5
大宮,DF,関口　凱心,J2/J3 100,20260207,1,松本,○ 2 - 1,1,0,1,1,0,1,0,1,0,1,3
大宮,DF,関口　凱心,J2/J3 100,20260214,2,札幌,○ 3 - 2,3,0,0,3,0,3,1,3,0,3,2
大宮,DF,関口　凱心,J2/J3 100,20260228,4,長野,○ 2 - 1,0,0,0,0,0,0,0,0,0,0,0
大宮,DF,関口　凱心,J2/J3 100,20260314,6,藤枝,● 1 - 2,2,0,2,1,0,1,0,1,0,1,3
大宮,MF,和田　拓也,J2/J3 100,20260221,3,福島,○ 6 - 0,0,0,0,0,0,0,0,1,1,0,1
大宮,MF,和田　拓也,J2/J3 100,20260228,4,長野,○ 2 - 1,0,0,0,0,0,0,0,0,0,0,0
大宮,MF,小島　幹敏,J2/J3 100,20260207,1,松本,○ 2 - 1,0,0,0,0,0,0,1,2,2,0,11
大宮,MF,小島　幹敏,J2/J3 100,20260214,2,札幌,○ 3 - 2,0,0,0,0,0,0,1,2,2,0,7
大宮,MF,小島　幹敏,J2/J3 100,20260221,3,福島,○ 6 - 0,3,1,1,3,3,0,2,2,2,0,11
大宮,MF,小島　幹敏,J2/J3 100,20260228,4,長野,○ 2 - 1,0,0,0,0,0,0,0,1,0,1,5
大宮,MF,小島　幹敏,J2/J3 100,20260314,6,藤枝,● 1 - 2,2,0,1,2,1,1,0,1,1,0,5
大宮,MF,泉　柊椰,J2/J3 100,20260207,1,松本,○ 2 - 1,4,1,3,2,2,0,1,1,1,0,3
大宮,MF,泉　柊椰,J2/J3 100,20260214,2,札幌,○ 3 - 2,1,0,0,1,1,0,1,0,0,0,8
大宮,MF,泉　柊椰,J2/J3 100,20260221,3,福島,○ 6 - 0,8,3,4,7,5,2,0,2,2,0,5
大宮,MF,泉　柊椰,J2/J3 100,20260228,4,長野,○ 2 - 1,1,0,1,0,0,0,0,1,1,0,4
大宮,MF,泉　柊椰,J2/J3 100,20260307,5,いわき,● 1 - 1 (PK : 4 - 5),3,0,2,2,2,0,0,0,0,0,1
大宮,MF,泉　柊椰,J2/J3 100,20260314,6,藤枝,● 1 - 2,3,0,3,2,2,0,0,2,2,0,2
大宮,MF,加藤　玄,J2/J3 100,20260207,1,松本,○ 2 - 1,1,0,1,0,0,0,0,0,0,0,6
大宮,MF,加藤　玄,J2/J3 100,20260214,2,札幌,○ 3 - 2,6,0,2,5,1,4,0,0,0,0,1
大宮,MF,加藤　玄,J2/J3 100,20260221,3,福島,○ 6 - 0,0,0,0,0,0,0,0,0,0,0,5
大宮,MF,加藤　玄,J2/J3 100,20260228,4,長野,○ 2 - 1,0,0,0,0,0,0,0,0,0,0,5
大宮,MF,加藤　玄,J2/J3 100,20260307,5,いわき,● 1 - 1 (PK : 4 - 5),0,0,0,0,0,0,0,0,0,0,3
大宮,MF,加藤　玄,J2/J3 100,20260314,6,藤枝,● 1 - 2,0,0,0,0,0,0,0,2,1,1,5
大宮,MF,中山　昂大,J2/J3 100,20260214,2,札幌,○ 3 - 2,0,0,0,0,0,0,0,1,1,0,2
大宮,MF,中山　昂大,J2/J3 100,20260221,3,福島,○ 6 - 0,0,0,0,0,0,0,0,0,0,0,2
大宮,MF,中山　昂大,J2/J3 100,20260228,4,長野,○ 2 - 1,0,0,0,0,0,0,0,2,0,2,1
大宮,MF,中山　昂大,J2/J3 100,20260307,5,いわき,● 1 - 1 (PK : 4 - 5),0,0,0,0,0,0,0,0,0,0,2
大宮,MF,松井　匠,J2/J3 100,20260207,1,松本,○ 2 - 1,0,0,0,0,0,0,0,0,0,0,0
大宮,MF,松井　匠,J2/J3 100,20260214,2,札幌,○ 3 - 2,1,0,1,0,0,0,0,3,1,2,0
大宮,MF,松井　匠,J2/J3 100,20260221,3,福島,○ 6 - 0,0,0,0,0,0,0,0,1,0,1,1
大宮,MF,松井　匠,J2/J3 100,20260228,4,長野,○ 2 - 1,0,0,0,0,0,0,0,1,0,1,0
大宮,MF,松井　匠,J2/J3 100,20260307,5,いわき,● 1 - 1 (PK : 4 - 5),0,0,0,0,0,0,0,0,0,0,0
大宮,MF,カウアン　ディニース,J2/J3 100,20260307,5,いわき,● 1 - 1 (PK : 4 - 5),0,0,0,0,0,0,0,0,0,0,1
大宮,FW,杉本　健勇,J2/J3 100,20260207,1,松本,○ 2 - 1,1,0,0,1,1,0,0,2,0,2,1
大宮,FW,杉本　健勇,J2/J3 100,20260214,2,札幌,○ 3 - 2,1,0,1,1,0,1,0,2,2,0,6
大宮,FW,杉本　健勇,J2/J3 100,20260221,3,福島,○ 6 - 0,1,0,0,1,1,0,0,2,2,0,2
大宮,FW,杉本　健勇,J2/J3 100,20260228,4,長野,○ 2 - 1,1,0,0,1,1,0,0,0,0,0,1
大宮,FW,杉本　健勇,J2/J3 100,20260307,5,いわき,● 1 - 1 (PK : 4 - 5),1,0,0,1,1,0,0,3,3,0,2
大宮,FW,杉本　健勇,J2/J3 100,20260314,6,藤枝,● 1 - 2,2,0,1,1,0,1,0,2,1,1,3
大宮,FW,オリオラ　サンデー,J2/J3 100,20260207,1,松本,○ 2 - 1,0,0,0,0,0,0,0,0,0,0,1
大宮,FW,オリオラ　サンデー,J2/J3 100,20260214,2,札幌,○ 3 - 2,0,0,0,0,0,0,0,2,0,2,1
大宮,FW,オリオラ　サンデー,J2/J3 100,20260221,3,福島,○ 6 - 0,1,1,1,0,0,0,0,0,0,0,1
大宮,FW,オリオラ　サンデー,J2/J3 100,20260307,5,いわき,● 1 - 1 (PK : 4 - 5),0,0,0,0,0,0,0,1,0,1,1
大宮,FW,オリオラ　サンデー,J2/J3 100,20260314,6,藤枝,● 1 - 2,0,0,0,0,0,0,0,0,0,0,0
大宮,FW,山本　桜大,J2/J3 100,20260207,1,松本,○ 2 - 1,0,0,0,0,0,0,0,0,0,0,3
大宮,FW,山本　桜大,J2/J3 100,20260214,2,札幌,○ 3 - 2,1,0,1,0,0,0,0,1,1,0,5
大宮,FW,山本　桜大,J2/J3 100,20260221,3,福島,○ 6 - 0,3,0,0,3,2,1,0,5,2,3,4
大宮,FW,山本　桜大,J2/J3 100,20260228,4,長野,○ 2 - 1,4,1,2,3,2,1,0,3,1,2,1
大宮,FW,山本　桜大,J2/J3 100,20260307,5,いわき,● 1 - 1 (PK : 4 - 5),3,0,1,3,3,0,0,2,2,0,5
大宮,FW,山本　桜大,J2/J3 100,20260314,6,藤枝,● 1 - 2,2,0,1,2,1,1,0,3,2,1,3
大宮,FW,カプリーニ,J2/J3 100,20260207,1,松本,○ 2 - 1,1,0,0,1,0,1,1,0,0,0,3
大宮,FW,カプリーニ,J2/J3 100,20260214,2,札幌,○ 3 - 2,1,0,1,1,0,1,0,1,0,1,0
大宮,FW,カプリーニ,J2/J3 100,20260221,3,福島,○ 6 - 0,1,0,0,1,1,0,0,1,1,0,1
大宮,FW,カプリーニ,J2/J3 100,20260228,4,長野,○ 2 - 1,2,0,1,1,1,0,0,0,0,0,1
大宮,FW,カプリーニ,J2/J3 100,20260307,5,いわき,● 1 - 1 (PK : 4 - 5),2,0,1,2,2,0,0,2,1,1,1
大宮,FW,カプリーニ,J2/J3 100,20260314,6,藤枝,● 1 - 2,2,0,1,2,1,1,2,3,0,3,7
大宮,FW,日髙　元,J2/J3 100,20260221,3,福島,○ 6 - 0,2,0,1,1,1,0,0,0,0,0,0
大宮,FW,日髙　元,J2/J3 100,20260314,6,藤枝,● 1 - 2,0,0,0,0,0,0,0,0,0,0,3
横浜FC,GK,市川　暉記,J2/J3 100,20260308,5,八戸,○ 1 - 1 (PK : 4 - 2),0,0,0,0,0,0,0,0,0,0,0
横浜FC,GK,市川　暉記,J2/J3 100,20260315,6,群馬,○ 3 - 0,0,0,0,0,0,0,0,1,1,0,2
横浜FC,GK,石井　僚,J2/J3 100,20260207,1,山形,● 1 - 2,0,0,0,0,0,0,0,0,0,0,1
横浜FC,GK,石井　僚,J2/J3 100,20260214,2,仙台,● 0 - 1,0,0,0,0,0,0,0,0,0,0,1
横浜FC,GK,石井　僚,J2/J3 100,20260222,3,栃木Ｃ,○ 5 - 1,0,0,0,0,0,0,0,0,0,0,0
