チーム名,Pos,選手名,大会,試合日,節,相手チーム名,結果,PA進入,PA進入3プレー以内得点,PA進入3プレー以内シュート,ニアゾーン進入,左ニアゾーン進入,右ニアゾーン進入,セットプレーによるPA進入,PA脇進入,PA左脇進入,PA右脇進入,30m進入
札幌,GK,田川　知樹,J2/J3 100,20260208,1,いわき,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
札幌,GK,田川　知樹,J2/J3 100,20260214,2,大宮,● 2 - 3,0,0,0,0,0,0,0,0,0,0,0
札幌,GK,田川　知樹,J2/J3 100,20260221,3,長野,○ 1 - 1 (PK : 5 - 4),0,0,0,0,0,0,0,0,0,0,1
札幌,GK,田川　知樹,J2/J3 100,20260228,4,岐阜,● 1 - 2,0,0,0,0,0,0,0,0,0,0,1
札幌,GK,田川　知樹,J2/J3 100,20260307,5,松本,● 0 - 3,0,0,0,0,0,0,0,0,0,0,0
札幌,GK,田川　知樹,J2/J3 100,20260314,6,磐田,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,0
札幌,DF,福森　晃斗,J2/J3 100,20260208,1,いわき,● 0 - 1,0,0,0,0,0,0,0,0,0,0,5
札幌,DF,福森　晃斗,J2/J3 100,20260214,2,大宮,● 2 - 3,5,0,2,3,3,0,5,2,2,0,3
札幌,DF,福森　晃斗,J2/J3 100,20260221,3,長野,○ 1 - 1 (PK : 5 - 4),1,0,1,1,0,1,3,1,0,1,4
札幌,DF,福森　晃斗,J2/J3 100,20260228,4,岐阜,● 1 - 2,3,0,0,3,1,2,4,1,0,1,6
札幌,DF,福森　晃斗,J2/J3 100,20260307,5,松本,● 0 - 3,0,0,0,0,0,0,2,1,0,1,3
札幌,DF,福森　晃斗,J2/J3 100,20260314,6,磐田,○ 1 - 0,1,0,1,0,0,0,0,0,0,0,1
札幌,DF,大﨑　玲央,J2/J3 100,20260228,4,岐阜,● 1 - 2,0,0,0,0,0,0,0,0,0,0,0
札幌,DF,パク　ミンギュ,J2/J3 100,20260214,2,大宮,● 2 - 3,2,1,1,2,2,0,1,1,1,0,4
札幌,DF,パク　ミンギュ,J2/J3 100,20260221,3,長野,○ 1 - 1 (PK : 5 - 4),2,0,2,0,0,0,0,1,1,0,4
札幌,DF,パク　ミンギュ,J2/J3 100,20260228,4,岐阜,● 1 - 2,1,0,1,0,0,0,0,0,0,0,4
札幌,DF,パク　ミンギュ,J2/J3 100,20260307,5,松本,● 0 - 3,0,0,0,0,0,0,0,2,2,0,2
札幌,DF,パク　ミンギュ,J2/J3 100,20260314,6,磐田,○ 1 - 0,0,0,0,0,0,0,0,1,1,0,1
札幌,DF,髙尾　瑠,J2/J3 100,20260208,1,いわき,● 0 - 1,3,0,2,1,0,1,0,1,0,1,3
札幌,DF,髙尾　瑠,J2/J3 100,20260214,2,大宮,● 2 - 3,2,0,0,1,0,1,0,2,0,2,3
札幌,DF,髙尾　瑠,J2/J3 100,20260221,3,長野,○ 1 - 1 (PK : 5 - 4),2,0,0,2,0,2,0,2,0,2,7
札幌,DF,髙尾　瑠,J2/J3 100,20260228,4,岐阜,● 1 - 2,3,0,2,3,0,3,0,3,0,3,1
札幌,DF,髙尾　瑠,J2/J3 100,20260307,5,松本,● 0 - 3,2,0,1,1,0,1,0,4,0,4,7
札幌,DF,髙尾　瑠,J2/J3 100,20260314,6,磐田,○ 1 - 0,1,1,1,1,0,1,0,1,0,1,6
札幌,DF,浦上　仁騎,J2/J3 100,20260228,4,岐阜,● 1 - 2,0,0,0,0,0,0,0,0,0,0,1
札幌,DF,浦上　仁騎,J2/J3 100,20260307,5,松本,● 0 - 3,0,0,0,0,0,0,0,0,0,0,0
札幌,DF,西野　奨太,J2/J3 100,20260208,1,いわき,● 0 - 1,0,0,0,0,0,0,0,0,0,0,4
札幌,DF,西野　奨太,J2/J3 100,20260214,2,大宮,● 2 - 3,0,0,0,0,0,0,0,0,0,0,1
札幌,DF,西野　奨太,J2/J3 100,20260221,3,長野,○ 1 - 1 (PK : 5 - 4),0,0,0,0,0,0,0,1,0,1,6
札幌,DF,西野　奨太,J2/J3 100,20260228,4,岐阜,● 1 - 2,1,0,1,0,0,0,0,4,3,1,4
札幌,DF,西野　奨太,J2/J3 100,20260314,6,磐田,○ 1 - 0,0,0,0,0,0,0,0,2,1,1,5
札幌,DF,家泉　怜依,J2/J3 100,20260208,1,いわき,● 0 - 1,1,0,1,1,0,1,0,0,0,0,2
札幌,DF,家泉　怜依,J2/J3 100,20260214,2,大宮,● 2 - 3,0,0,0,0,0,0,0,0,0,0,0
札幌,DF,家泉　怜依,J2/J3 100,20260221,3,長野,○ 1 - 1 (PK : 5 - 4),0,0,0,0,0,0,0,1,0,1,3
札幌,DF,家泉　怜依,J2/J3 100,20260228,4,岐阜,● 1 - 2,0,0,0,0,0,0,0,0,0,0,3
札幌,DF,家泉　怜依,J2/J3 100,20260307,5,松本,● 0 - 3,0,0,0,0,0,0,0,1,0,1,1
札幌,DF,家泉　怜依,J2/J3 100,20260314,6,磐田,○ 1 - 0,1,0,1,0,0,0,0,0,0,0,1
札幌,DF,内田　瑞己,J2/J3 100,20260307,5,松本,● 0 - 3,0,0,0,0,0,0,0,1,0,1,0
札幌,DF,岡田　大和,J2/J3 100,20260221,3,長野,○ 1 - 1 (PK : 5 - 4),0,0,0,0,0,0,0,0,0,0,0
札幌,DF,岡田　大和,J2/J3 100,20260228,4,岐阜,● 1 - 2,0,0,0,0,0,0,2,0,0,0,1
札幌,DF,川原　颯斗,J2/J3 100,20260307,5,松本,● 0 - 3,0,0,0,0,0,0,0,0,0,0,5
札幌,DF,川原　颯斗,J2/J3 100,20260314,6,磐田,○ 1 - 0,1,0,0,1,0,1,0,0,0,0,3
札幌,MF,宮澤　裕樹,J2/J3 100,20260214,2,大宮,● 2 - 3,0,0,0,0,0,0,0,0,0,0,0
札幌,MF,堀米　勇輝,J2/J3 100,20260208,1,いわき,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
札幌,MF,堀米　勇輝,J2/J3 100,20260221,3,長野,○ 1 - 1 (PK : 5 - 4),0,0,0,0,0,0,0,1,1,0,3
札幌,MF,堀米　勇輝,J2/J3 100,20260307,5,松本,● 0 - 3,0,0,0,0,0,0,1,1,0,1,3
札幌,MF,荒野　拓馬,J2/J3 100,20260208,1,いわき,● 0 - 1,0,0,0,0,0,0,0,0,0,0,5
札幌,MF,荒野　拓馬,J2/J3 100,20260214,2,大宮,● 2 - 3,1,0,1,1,1,0,0,2,2,0,3
札幌,MF,荒野　拓馬,J2/J3 100,20260221,3,長野,○ 1 - 1 (PK : 5 - 4),0,0,0,0,0,0,0,1,1,0,3
札幌,MF,荒野　拓馬,J2/J3 100,20260228,4,岐阜,● 1 - 2,0,0,0,0,0,0,0,3,2,1,4
札幌,MF,荒野　拓馬,J2/J3 100,20260314,6,磐田,○ 1 - 0,2,0,1,1,0,1,0,4,2,2,2
札幌,MF,堀米　悠斗,J2/J3 100,20260208,1,いわき,● 0 - 1,3,0,1,3,3,0,0,1,0,1,6
札幌,MF,堀米　悠斗,J2/J3 100,20260314,6,磐田,○ 1 - 0,0,0,0,0,0,0,0,2,2,0,3
札幌,MF,青木　亮太,J2/J3 100,20260221,3,長野,○ 1 - 1 (PK : 5 - 4),1,0,0,1,0,1,0,0,0,0,1
札幌,MF,青木　亮太,J2/J3 100,20260228,4,岐阜,● 1 - 2,0,0,0,0,0,0,0,0,0,0,1
札幌,MF,青木　亮太,J2/J3 100,20260307,5,松本,● 0 - 3,0,0,0,0,0,0,0,1,1,0,4
札幌,MF,青木　亮太,J2/J3 100,20260314,6,磐田,○ 1 - 0,0,0,0,0,0,0,0,3,1,2,3
札幌,MF,スパチョーク,J2/J3 100,20260214,2,大宮,● 2 - 3,6,0,2,5,4,1,0,2,2,0,5
札幌,MF,スパチョーク,J2/J3 100,20260221,3,長野,○ 1 - 1 (PK : 5 - 4),3,0,2,2,1,1,0,0,0,0,2
札幌,MF,スパチョーク,J2/J3 100,20260228,4,岐阜,● 1 - 2,0,0,0,0,0,0,0,3,2,1,3
札幌,MF,スパチョーク,J2/J3 100,20260307,5,松本,● 0 - 3,1,0,0,1,1,0,0,4,4,0,5
札幌,MF,スパチョーク,J2/J3 100,20260314,6,磐田,○ 1 - 0,0,0,0,0,0,0,0,3,2,1,2
札幌,MF,木戸　柊摩,J2/J3 100,20260208,1,いわき,● 0 - 1,2,0,1,1,0,1,0,2,1,1,11
札幌,MF,木戸　柊摩,J2/J3 100,20260214,2,大宮,● 2 - 3,0,0,0,0,0,0,0,2,0,2,5
札幌,MF,木戸　柊摩,J2/J3 100,20260221,3,長野,○ 1 - 1 (PK : 5 - 4),1,0,0,1,0,1,0,3,2,1,4
札幌,MF,木戸　柊摩,J2/J3 100,20260228,4,岐阜,● 1 - 2,0,0,0,0,0,0,0,1,0,1,1
札幌,MF,木戸　柊摩,J2/J3 100,20260307,5,松本,● 0 - 3,0,0,0,0,0,0,1,2,2,0,8
札幌,MF,木戸　柊摩,J2/J3 100,20260314,6,磐田,○ 1 - 0,0,0,0,0,0,0,1,2,1,1,5
札幌,MF,田中　宏武,J2/J3 100,20260208,1,いわき,● 0 - 1,0,0,0,0,0,0,0,1,1,0,1
札幌,MF,田中　克幸,J2/J3 100,20260208,1,いわき,● 0 - 1,0,0,0,0,0,0,0,2,1,1,3
札幌,MF,田中　克幸,J2/J3 100,20260214,2,大宮,● 2 - 3,0,0,0,0,0,0,0,0,0,0,0
札幌,MF,田中　克幸,J2/J3 100,20260314,6,磐田,○ 1 - 0,0,0,0,0,0,0,0,1,0,1,0
札幌,MF,原　康介,J2/J3 100,20260208,1,いわき,● 0 - 1,1,0,0,0,0,0,0,0,0,0,1
札幌,MF,原　康介,J2/J3 100,20260307,5,松本,● 0 - 3,0,0,0,0,0,0,0,0,0,0,0
札幌,MF,ティラパット,J2/J3 100,20260214,2,大宮,● 2 - 3,0,0,0,0,0,0,0,0,0,0,0
札幌,FW,白井　陽斗,J2/J3 100,20260208,1,いわき,● 0 - 1,3,0,1,3,0,3,0,3,0,3,1
札幌,FW,白井　陽斗,J2/J3 100,20260214,2,大宮,● 2 - 3,2,0,1,2,0,2,0,0,0,0,3
札幌,FW,白井　陽斗,J2/J3 100,20260221,3,長野,○ 1 - 1 (PK : 5 - 4),2,0,1,0,0,0,0,2,0,2,6
札幌,FW,白井　陽斗,J2/J3 100,20260228,4,岐阜,● 1 - 2,2,0,1,2,0,2,0,0,0,0,2
札幌,FW,白井　陽斗,J2/J3 100,20260307,5,松本,● 0 - 3,2,0,2,1,0,1,0,0,0,0,1
札幌,FW,白井　陽斗,J2/J3 100,20260314,6,磐田,○ 1 - 0,3,0,2,3,0,3,0,2,0,2,3
札幌,FW,佐藤　陽成,J2/J3 100,20260208,1,いわき,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
札幌,FW,大森　真吾,J2/J3 100,20260208,1,いわき,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
札幌,FW,大森　真吾,J2/J3 100,20260214,2,大宮,● 2 - 3,1,0,0,1,0,1,0,0,0,0,0
札幌,FW,大森　真吾,J2/J3 100,20260221,3,長野,○ 1 - 1 (PK : 5 - 4),0,0,0,0,0,0,0,0,0,0,0
札幌,FW,大森　真吾,J2/J3 100,20260307,5,松本,● 0 - 3,0,0,0,0,0,0,0,0,0,0,1
札幌,FW,大森　真吾,J2/J3 100,20260314,6,磐田,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,0
札幌,FW,アマドゥ　バカヨコ,J2/J3 100,20260208,1,いわき,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
札幌,FW,アマドゥ　バカヨコ,J2/J3 100,20260214,2,大宮,● 2 - 3,0,0,0,0,0,0,0,1,1,0,2
札幌,FW,アマドゥ　バカヨコ,J2/J3 100,20260221,3,長野,○ 1 - 1 (PK : 5 - 4),1,0,0,1,0,1,0,1,0,1,2
札幌,FW,アマドゥ　バカヨコ,J2/J3 100,20260228,4,岐阜,● 1 - 2,0,0,0,0,0,0,0,0,0,0,3
札幌,FW,キングロード　サフォ,J2/J3 100,20260214,2,大宮,● 2 - 3,0,0,0,0,0,0,0,0,0,0,0
札幌,FW,キングロード　サフォ,J2/J3 100,20260228,4,岐阜,● 1 - 2,0,0,0,0,0,0,0,1,1,0,1
札幌,FW,キングロード　サフォ,J2/J3 100,20260307,5,松本,● 0 - 3,0,0,0,0,0,0,0,0,0,0,2
札幌,FW,キングロード　サフォ,J2/J3 100,20260314,6,磐田,○ 1 - 0,2,0,2,1,0,1,0,2,0,2,1
八戸,GK,谷口　裕介,J2/J3 100,20260214,2,群馬,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,0
八戸,GK,谷口　裕介,J2/J3 100,20260221,3,湘南,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
八戸,GK,谷口　裕介,J2/J3 100,20260228,4,仙台,● 0 - 0 (PK : 4 - 5),0,0,0,0,0,0,0,0,0,0,0
八戸,GK,谷口　裕介,J2/J3 100,20260308,5,横浜FC,● 1 - 1 (PK : 2 - 4),0,0,0,0,0,0,0,0,0,0,0
八戸,GK,谷口　裕介,J2/J3 100,20260315,6,栃木Ｃ,● 0 - 1,1,0,0,0,0,0,0,0,0,0,3
八戸,DF,雪江　悠人,J2/J3 100,20260214,2,群馬,○ 1 - 0,0,0,0,0,0,0,0,1,0,1,4
八戸,DF,雪江　悠人,J2/J3 100,20260221,3,湘南,● 0 - 1,2,0,2,1,0,1,0,2,0,2,4
八戸,DF,雪江　悠人,J2/J3 100,20260228,4,仙台,● 0 - 0 (PK : 4 - 5),0,0,0,0,0,0,0,3,0,3,3
八戸,DF,雪江　悠人,J2/J3 100,20260308,5,横浜FC,● 1 - 1 (PK : 2 - 4),1,0,1,0,0,0,1,1,0,1,2
八戸,DF,雪江　悠人,J2/J3 100,20260315,6,栃木Ｃ,● 0 - 1,0,0,0,0,0,0,1,1,0,1,9
八戸,DF,稲積　大介,J2/J3 100,20260214,2,群馬,○ 1 - 0,3,0,1,1,1,0,0,2,2,0,1
八戸,DF,稲積　大介,J2/J3 100,20260221,3,湘南,● 0 - 1,3,0,2,1,1,0,2,0,0,0,5
八戸,DF,稲積　大介,J2/J3 100,20260228,4,仙台,● 0 - 0 (PK : 4 - 5),1,0,0,1,1,0,1,1,1,0,2
八戸,DF,稲積　大介,J2/J3 100,20260308,5,横浜FC,● 1 - 1 (PK : 2 - 4),1,0,1,1,1,0,0,0,0,0,4
八戸,DF,稲積　大介,J2/J3 100,20260315,6,栃木Ｃ,● 0 - 1,0,0,0,0,0,0,5,4,3,1,4
八戸,DF,平松　航,J2/J3 100,20260214,2,群馬,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,1
八戸,DF,平松　航,J2/J3 100,20260221,3,湘南,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
八戸,DF,平松　航,J2/J3 100,20260228,4,仙台,● 0 - 0 (PK : 4 - 5),0,0,0,0,0,0,0,0,0,0,1
八戸,DF,平松　航,J2/J3 100,20260308,5,横浜FC,● 1 - 1 (PK : 2 - 4),0,0,0,0,0,0,0,0,0,0,1
八戸,DF,平松　航,J2/J3 100,20260315,6,栃木Ｃ,● 0 - 1,1,0,1,0,0,0,0,1,1,0,4
八戸,DF,澤田　雄大,J2/J3 100,20260214,2,群馬,○ 1 - 0,1,1,1,0,0,0,0,1,1,0,5
八戸,DF,澤田　雄大,J2/J3 100,20260221,3,湘南,● 0 - 1,0,0,0,0,0,0,0,1,0,1,4
八戸,DF,澤田　雄大,J2/J3 100,20260228,4,仙台,● 0 - 0 (PK : 4 - 5),0,0,0,0,0,0,0,0,0,0,0
八戸,DF,澤田　雄大,J2/J3 100,20260308,5,横浜FC,● 1 - 1 (PK : 2 - 4),0,0,0,0,0,0,0,0,0,0,3
八戸,DF,澤田　雄大,J2/J3 100,20260315,6,栃木Ｃ,● 0 - 1,0,0,0,0,0,0,0,0,0,0,1
八戸,MF,鵜木　郁哉,J2/J3 100,20260214,2,群馬,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,0
八戸,MF,鵜木　郁哉,J2/J3 100,20260221,3,湘南,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
八戸,MF,鵜木　郁哉,J2/J3 100,20260228,4,仙台,● 0 - 0 (PK : 4 - 5),1,0,1,1,1,0,0,0,0,0,2
八戸,MF,鵜木　郁哉,J2/J3 100,20260308,5,横浜FC,● 1 - 1 (PK : 2 - 4),1,0,0,1,0,1,0,1,1,0,3
八戸,MF,鵜木　郁哉,J2/J3 100,20260315,6,栃木Ｃ,● 0 - 1,4,0,1,2,1,1,1,1,0,1,4
八戸,MF,音泉　翔眞,J2/J3 100,20260214,2,群馬,○ 1 - 0,1,0,1,1,0,1,0,5,1,4,2
八戸,MF,音泉　翔眞,J2/J3 100,20260221,3,湘南,● 0 - 1,4,0,3,3,2,1,0,2,1,1,5
八戸,MF,音泉　翔眞,J2/J3 100,20260228,4,仙台,● 0 - 0 (PK : 4 - 5),0,0,0,0,0,0,0,1,0,1,3
八戸,MF,音泉　翔眞,J2/J3 100,20260308,5,横浜FC,● 1 - 1 (PK : 2 - 4),1,0,1,0,0,0,0,2,0,2,2
八戸,MF,音泉　翔眞,J2/J3 100,20260315,6,栃木Ｃ,● 0 - 1,0,0,0,0,0,0,0,5,0,5,3
八戸,MF,佐藤　碧,J2/J3 100,20260214,2,群馬,○ 1 - 0,0,0,0,0,0,0,1,1,1,0,2
八戸,MF,佐藤　碧,J2/J3 100,20260221,3,湘南,● 0 - 1,0,0,0,0,0,0,1,1,0,1,2
八戸,MF,佐藤　碧,J2/J3 100,20260228,4,仙台,● 0 - 0 (PK : 4 - 5),0,0,0,0,0,0,1,0,0,0,1
八戸,MF,佐藤　碧,J2/J3 100,20260308,5,横浜FC,● 1 - 1 (PK : 2 - 4),0,0,0,0,0,0,0,0,0,0,1
八戸,MF,鏑木　瑞生,J2/J3 100,20260214,2,群馬,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,0
八戸,MF,高吉　正真,J2/J3 100,20260214,2,群馬,○ 1 - 0,1,0,0,1,0,1,0,0,0,0,4
八戸,MF,高吉　正真,J2/J3 100,20260221,3,湘南,● 0 - 1,0,0,0,0,0,0,0,0,0,0,2
八戸,MF,高吉　正真,J2/J3 100,20260228,4,仙台,● 0 - 0 (PK : 4 - 5),0,0,0,0,0,0,0,1,1,0,3
八戸,MF,高吉　正真,J2/J3 100,20260308,5,横浜FC,● 1 - 1 (PK : 2 - 4),1,0,0,0,0,0,0,1,1,0,5
八戸,MF,高吉　正真,J2/J3 100,20260315,6,栃木Ｃ,● 0 - 1,0,0,0,0,0,0,0,1,0,1,5
八戸,MF,脇坂　崚平,J2/J3 100,20260214,2,群馬,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,0
八戸,MF,脇坂　崚平,J2/J3 100,20260221,3,湘南,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
八戸,MF,脇坂　崚平,J2/J3 100,20260228,4,仙台,● 0 - 0 (PK : 4 - 5),0,0,0,0,0,0,0,0,0,0,0
八戸,MF,脇坂　崚平,J2/J3 100,20260308,5,横浜FC,● 1 - 1 (PK : 2 - 4),0,0,0,0,0,0,0,0,0,0,0
八戸,MF,脇坂　崚平,J2/J3 100,20260315,6,栃木Ｃ,● 0 - 1,0,0,0,0,0,0,0,1,1,0,2
八戸,MF,永田　一真,J2/J3 100,20260214,2,群馬,○ 1 - 0,3,0,1,3,2,1,0,1,1,0,5
八戸,MF,永田　一真,J2/J3 100,20260221,3,湘南,● 0 - 1,0,0,0,0,0,0,0,2,2,0,4
八戸,MF,永田　一真,J2/J3 100,20260228,4,仙台,● 0 - 0 (PK : 4 - 5),1,0,0,1,1,0,2,0,0,0,1
八戸,MF,永田　一真,J2/J3 100,20260308,5,横浜FC,● 1 - 1 (PK : 2 - 4),0,0,0,0,0,0,0,1,1,0,2
八戸,MF,永田　一真,J2/J3 100,20260315,6,栃木Ｃ,● 0 - 1,4,0,1,2,2,0,0,0,0,0,6
八戸,MF,田中　翼冴,J2/J3 100,20260315,6,栃木Ｃ,● 0 - 1,0,0,0,0,0,0,0,0,0,0,1
八戸,FW,澤上　竜二,J2/J3 100,20260214,2,群馬,○ 1 - 0,0,0,0,0,0,0,0,2,0,2,1
八戸,FW,澤上　竜二,J2/J3 100,20260221,3,湘南,● 0 - 1,0,0,0,0,0,0,0,2,1,1,1
八戸,FW,澤上　竜二,J2/J3 100,20260228,4,仙台,● 0 - 0 (PK : 4 - 5),0,0,0,0,0,0,0,0,0,0,1
八戸,FW,澤上　竜二,J2/J3 100,20260308,5,横浜FC,● 1 - 1 (PK : 2 - 4),1,0,0,1,1,0,0,0,0,0,1
八戸,FW,澤上　竜二,J2/J3 100,20260315,6,栃木Ｃ,● 0 - 1,0,0,0,0,0,0,0,1,0,1,0
八戸,FW,中野　誠也,J2/J3 100,20260214,2,群馬,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,2
八戸,FW,中野　誠也,J2/J3 100,20260221,3,湘南,● 0 - 1,1,0,1,1,0,1,0,2,1,1,0
八戸,FW,中野　誠也,J2/J3 100,20260228,4,仙台,● 0 - 0 (PK : 4 - 5),1,0,1,1,1,0,0,0,0,0,1
八戸,FW,中野　誠也,J2/J3 100,20260308,5,横浜FC,● 1 - 1 (PK : 2 - 4),0,0,0,0,0,0,0,1,1,0,1
八戸,FW,中野　誠也,J2/J3 100,20260315,6,栃木Ｃ,● 0 - 1,1,0,1,0,0,0,0,2,1,1,2
八戸,FW,イスマイラ,J2/J3 100,20260221,3,湘南,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
八戸,FW,イスマイラ,J2/J3 100,20260228,4,仙台,● 0 - 0 (PK : 4 - 5),0,0,0,0,0,0,0,1,1,0,2
八戸,FW,イスマイラ,J2/J3 100,20260308,5,横浜FC,● 1 - 1 (PK : 2 - 4),0,0,0,0,0,0,0,0,0,0,0
八戸,FW,イスマイラ,J2/J3 100,20260315,6,栃木Ｃ,● 0 - 1,0,0,0,0,0,0,0,2,0,2,3
八戸,FW,髙尾　流星,J2/J3 100,20260315,6,栃木Ｃ,● 0 - 1,0,0,0,0,0,0,0,0,0,0,2
八戸,FW,井波　勇太,J2/J3 100,20260214,2,群馬,○ 1 - 0,0,0,0,0,0,0,0,1,1,0,2
八戸,FW,井波　勇太,J2/J3 100,20260221,3,湘南,● 0 - 1,0,0,0,0,0,0,0,0,0,0,0
八戸,FW,井波　勇太,J2/J3 100,20260228,4,仙台,● 0 - 0 (PK : 4 - 5),0,0,0,0,0,0,0,0,0,0,1
八戸,FW,井波　勇太,J2/J3 100,20260315,6,栃木Ｃ,● 0 - 1,1,0,0,0,0,0,0,0,0,0,1
仙台,GK,林　彰洋,J2/J3 100,20260207,1,栃木Ｃ,○ 4 - 1,0,0,0,0,0,0,0,0,0,0,0
仙台,GK,林　彰洋,J2/J3 100,20260214,2,横浜FC,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,0
仙台,GK,林　彰洋,J2/J3 100,20260222,3,栃木SC,○ 2 - 1,0,0,0,0,0,0,0,0,0,0,0
仙台,GK,林　彰洋,J2/J3 100,20260228,4,八戸,○ 0 - 0 (PK : 5 - 4),0,0,0,0,0,0,0,0,0,0,0
仙台,GK,林　彰洋,J2/J3 100,20260307,5,湘南,○ 1 - 1 (PK : 4 - 2),0,0,0,0,0,0,0,0,0,0,0
仙台,GK,林　彰洋,J2/J3 100,20260314,6,相模原,○ 3 - 1,0,0,0,0,0,0,0,1,0,1,2
仙台,DF,奥山　政幸,J2/J3 100,20260207,1,栃木Ｃ,○ 4 - 1,0,0,0,0,0,0,0,0,0,0,0
仙台,DF,奥山　政幸,J2/J3 100,20260214,2,横浜FC,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,0
仙台,DF,菅田　真啓,J2/J3 100,20260207,1,栃木Ｃ,○ 4 - 1,0,0,0,0,0,0,0,0,0,0,0
仙台,DF,菅田　真啓,J2/J3 100,20260214,2,横浜FC,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,1
仙台,DF,菅田　真啓,J2/J3 100,20260222,3,栃木SC,○ 2 - 1,0,0,0,0,0,0,0,0,0,0,2
仙台,DF,菅田　真啓,J2/J3 100,20260228,4,八戸,○ 0 - 0 (PK : 5 - 4),0,0,0,0,0,0,0,0,0,0,1
仙台,DF,菅田　真啓,J2/J3 100,20260307,5,湘南,○ 1 - 1 (PK : 4 - 2),0,0,0,0,0,0,0,0,0,0,0
仙台,DF,菅田　真啓,J2/J3 100,20260314,6,相模原,○ 3 - 1,0,0,0,0,0,0,0,0,0,0,0
仙台,DF,五十嵐　聖己,J2/J3 100,20260207,1,栃木Ｃ,○ 4 - 1,1,0,1,1,0,1,0,0,0,0,2
仙台,DF,五十嵐　聖己,J2/J3 100,20260214,2,横浜FC,○ 1 - 0,2,0,1,2,2,0,0,2,2,0,2
仙台,DF,五十嵐　聖己,J2/J3 100,20260222,3,栃木SC,○ 2 - 1,5,0,0,5,5,0,0,6,6,0,6
仙台,DF,五十嵐　聖己,J2/J3 100,20260228,4,八戸,○ 0 - 0 (PK : 5 - 4),0,0,0,0,0,0,0,1,1,0,1
仙台,DF,五十嵐　聖己,J2/J3 100,20260307,5,湘南,○ 1 - 1 (PK : 4 - 2),1,1,1,0,0,0,1,1,0,1,0
仙台,DF,五十嵐　聖己,J2/J3 100,20260314,6,相模原,○ 3 - 1,6,1,4,4,0,4,2,2,0,2,2
仙台,DF,髙田　椋汰,J2/J3 100,20260207,1,栃木Ｃ,○ 4 - 1,0,0,0,0,0,0,0,0,0,0,1
仙台,DF,髙田　椋汰,J2/J3 100,20260214,2,横浜FC,○ 1 - 0,0,0,0,0,0,0,0,2,0,2,1
仙台,DF,髙田　椋汰,J2/J3 100,20260222,3,栃木SC,○ 2 - 1,1,0,1,1,0,1,2,0,0,0,2
仙台,DF,髙田　椋汰,J2/J3 100,20260228,4,八戸,○ 0 - 0 (PK : 5 - 4),1,0,0,1,0,1,1,0,0,0,4
仙台,DF,髙田　椋汰,J2/J3 100,20260307,5,湘南,○ 1 - 1 (PK : 4 - 2),1,1,1,1,0,1,0,0,0,0,2
仙台,DF,マテウス　モラエス,J2/J3 100,20260307,5,湘南,○ 1 - 1 (PK : 4 - 2),0,0,0,0,0,0,0,1,1,0,2
仙台,DF,マテウス　モラエス,J2/J3 100,20260314,6,相模原,○ 3 - 1,0,0,0,0,0,0,0,0,0,0,1
仙台,DF,井上　詩音,J2/J3 100,20260207,1,栃木Ｃ,○ 4 - 1,0,0,0,0,0,0,0,0,0,0,2
仙台,DF,井上　詩音,J2/J3 100,20260214,2,横浜FC,○ 1 - 0,0,0,0,0,0,0,0,0,0,0,1
仙台,DF,井上　詩音,J2/J3 100,20260222,3,栃木SC,○ 2 - 1,1,0,1,0,0,0,0,0,0,0,7
仙台,DF,井上　詩音,J2/J3 100,20260228,4,八戸,○ 0 - 0 (PK : 5 - 4),0,0,0,0,0,0,0,0,0,0,4
仙台,DF,井上　詩音,J2/J3 100,20260314,6,相模原,○ 3 - 1,1,0,1,0,0,0,0,0,0,0,4
仙台,DF,石井　隼太,J2/J3 100,20260307,5,湘南,○ 1 - 1 (PK : 4 - 2),0,0,0,0,0,0,0,1,1,0,6
仙台,DF,石井　隼太,J2/J3 100,20260314,6,相模原,○ 3 - 1,2,2,2,1,1,0,5,1,1,0,2
仙台,MF,工藤　蒼生,J2/J3 100,20260314,6,相模原,○ 3 - 1,0,0,0,0,0,0,0,0,0,0,0
仙台,MF,相良　竜之介,J2/J3 100,20260228,4,八戸,○ 0 - 0 (PK : 5 - 4),2,0,0,2,2,0,0,0,0,0,0
