feature_name,impurity_importance,permutation_importance_mean,permutation_importance_std,cluster_id,positive_count,negative_count,rank_by_permutation,feature_label,cluster_center_z
z_pass_success_rate_pct,0.181327,0.011772,0.010372,1,18,14,1,パス成功率,0.243553
z_opponent_half_gain_share_pct,0.201366,0.003439,0.004777,1,18,14,2,敵陣奪回比率,0.351991
z_running_distance_full_all_per_match,0.120150,0.000000,0.000000,1,18,14,3,走行距離_per_match,0.402119
z_long_pass_share_pct,0.118353,0.000000,0.000000,1,18,14,4,ロングパス比率,0.070539
z_forward_pass_success_rate_pct,0.103186,0.000000,0.000000,1,18,14,5,前進パス成功率,0.041611
z_short_pass_share_pct,0.098512,0.000000,0.000000,1,18,14,6,ショートパス比率,-0.269853
z_interceptions_per90,0.093673,0.000000,0.000000,1,18,14,7,インターセプト_per90,0.120614
z_ball_gains_per90,0.083432,0.000000,0.000000,1,18,14,8,ボール奪取_per90,0.039764
