FB_Name,SC_Name,analysis_position_code,analysis_position_jp,shot_conversion_rate_pct,out_box_shots_per90,box_shots_per90,shot_on_target_rate_pct,goals_per90,aerial_wins_per90,successful_forward_passes_per90,last_passes_per90,attacking_third_gains_per90,sprint_count_full_all_per_match
ンドカ　チャールス,Charles Nduka,FW,フォワード,,,,,,,,,,7.655172413793103
松本　孝平,Kohei Matsumoto,FW,フォワード,4.3478260869565215,0.6553398058252428,1.8567961165048545,17.391304347826086,0.10922330097087378,9.06389563106796,3.4955825242718452,1.0922330097087378,0.7645631067961165,4.166666666666667
鈴木　輪太朗　イブラヒーム,Wadi Ibrahim Suzuki,FW,フォワード,,,,,,,,,,8.076923076923077
妹尾　直哉,Naoya Senoo,FW,フォワード,10.0,1.8780096308186196,3.611556982343499,28.947368421052634,0.5778491171749599,1.2998715890850723,5.200064205457463,2.0224719101123596,0.4333868378812199,3.2127659574468086
杉浦　恭平,Kyohei Sugiura,FW,フォワード,15.625,0.7078651685393259,2.528089887640449,21.875,0.5056179775280899,6.066808988764045,4.551168539325842,1.6179775280898878,0.6067415730337079,2.9069767441860463
赤星　魁麻,Kaima Akahoshi,FW,フォワード,10.256410256410255,0.3317972350230415,2.903225806451613,30.766666666666666,0.3317972350230415,10.531824884792627,2.8198617511520734,0.9953917050691244,0.663594470046083,5.217391304347826
林　誠道,Masamichi Hayashi,FW,フォワード,,,,,,,,,,7.875
藤島　樹騎也,Jukiya Fujishima,FW,フォワード,0.0,0.6805293005671078,0.5954631379962193,40.0,0.0,0.2551134215500945,3.2316635160680525,0.8506616257088847,0.2551984877126654,8.785714285714286
加藤　拓己,Takumi Kato,FW,フォワード,,,,,,,,,,7.904761904761905
近藤　慶一,Yoshihito Kondo,FW,フォワード,,,,,,,,,,4.0
小林　心,Kokoro  Kobayashi,FW,フォワード,,,,,,,,,,10.23076923076923
川本　梨誉,Riyo Kawamoto,FW,フォワード,,,,,,,,,,8.058823529411764
向井　ひな太,Hinata Mukai,FW,フォワード,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.592592592592593
冨永　虹七,Niina Tominaga,FW,フォワード,7.4074074074074066,0.5800214822771214,2.0300751879699246,37.02962962962963,0.19334049409237378,2.900107411385607,1.9335016111707843,0.7733619763694951,0.7733619763694951,8.875
重松　健太郎,Kentaro Shigematsu,FW,フォワード,6.666666666666667,0.625,0.7291666666666666,30.76923076923077,0.10416666666666666,0.9375000000000002,3.852708333333334,1.0416666666666665,0.5208333333333333,2.5833333333333335
吉田　伊吹,Ibuki Yoshida,FW,フォワード,,,,,,,,,,8.733333333333333
ウェズレイ　タンキ,Wesley Tanque da Silva,FW,フォワード,23.076923076923077,0.11152416356877323,2.788104089219331,46.15,0.6691449814126393,3.4582527881040894,1.6728624535315986,2.5650557620817844,0.7806691449814127,6.5625
髙澤　優也,Yuya Takazawa,FW,フォワード,,,,,,,,,,4.777777777777778
井波　勇太, Yuta  Inami,FW,フォワード,,,,,,,,,,5.966666666666667
ドゥドゥ,Luiz Eduardo dos Santos Gonzaga,FW,フォワード,,,,,,,,,,4.85
菅原　龍之助,Ryunosuke Sugawara,FW,フォワード,,,,,,,,,,6.157894736842105
半田　航也,Koya Handa,FW,フォワード,,,,,,,,,,4.958333333333333
佐藤　未勇,Miyu Sato,FW,フォワード,4.3478260869565215,0.6260869565217392,2.9739130434782606,39.12608695652173,0.1565217391304348,3.1309043478260863,0.9388173913043477,0.1565217391304348,0.1565217391304348,4.142857142857143
パトリック　グスタフソン,Patrik Gustavsson,FW,フォワード,10.0,0.7725321888412017,1.8025751072961373,39.995,0.2575107296137339,2.705021459227468,3.0902575107296135,0.7725321888412017,0.38626609442060084,6.666666666666667
ジョップ　セリンサリウ,Serigne Diop,FW,フォワード,0.0,0.0,4.337349397590362,25.0,0.0,8.315060240963856,2.5301204819277108,1.0843373493975905,0.0,3.875
深堀　隼平,Shumpei Fukahori,FW,フォワード,12.5,0.1337295690936107,0.9361069836552749,50.0,0.1337295690936107,0.9361069836552749,1.337964338781575,0.5349182763744428,0.6686478454680534,7.928571428571429
内田　優晟,Yusei  Uchida,FW,フォワード,,,,,,,,,,4.578947368421052
野田　隆之介,Ryunosuke Noda,FW,フォワード,3.7037037037037033,1.0096153846153846,2.7403846153846154,26.923076923076923,0.14423076923076922,4.903846153846154,2.163894230769231,1.0096153846153846,0.28846153846153844,2.875
棚田　遼,Ryo Tanada,FW,フォワード,,,,,,,,,,5.578947368421052
日野　友貴,Tomoki Hino,FW,フォワード,22.22222222222222,0.4864864864864865,2.4324324324324325,38.88333333333333,0.6486486486486487,1.945945945945946,1.297135135135135,0.32432432432432434,0.32432432432432434,3.3846153846153846
