対象年度,対象リーグ,FB_Name,SC_Name,FB_Pos,SC_Position_Group,FB_Minutes,SC_Minutes,analysis_position_code,analysis_position_jp,analysis_position_source,SC_Primary_Position,SC_Primary_Position_Group,player_name_normalized,dominant_team_name,team_season_signature,fb_dominant_team_name,fb_team_season_signature,join_method,join_method_detail,join_status,Notes
2024-2025,J3,鈴木　輪太朗　イブラヒーム,Wadi Ibrahim Suzuki,FW,Center Forward,1124.0,1276.84,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Wadi Ibrahim Suzuki,沼津,2025|沼津|1276.84,沼津,2025|沼津|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,妹尾　直哉,Naoya Senoo,MF,Center Forward,1123.0,1260.3399999999997,FW,フォワード,CF (Position Group: Center Forward),CF,Center Forward,Naoya Senoo,八戸,2025|八戸|670.85; 2024|八戸|589.49,八戸,2024|八戸|623.00; 2025|八戸|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=medium; issues元候補: Koki Maezawa
2024-2025,J3,杉浦　恭平,Kyohei Sugiura,FW,Center Forward,1104.0,1149.24,FW,フォワード,CF (Position Group: Center Forward),CF,Center Forward,Kyohei Sugiura,金沢,2024|金沢|830.45; 2025|金沢|318.79,金沢,2024|金沢|890.00; 2025|金沢|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,赤星　魁麻,Kaima Akahoshi,FW,Center Forward,1085.0,1024.76,FW,フォワード,CF (Position Group: Center Forward),CF,Center Forward,Kaima Akahoshi,讃岐,2024|讃岐|1024.76,讃岐,2024|讃岐|1085.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,林　誠道,Masamichi Hayashi,FW,Center Forward,1058.0,1149.44,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Masamichi Hayashi,松本,2025|松本|1149.44,松本,2025|松本|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,藤島　樹騎也,Jukiya Fujishima,MF,Midfield,1058.0,786.77,FW,フォワード,CF (Position Group: Center Forward),CF,Center Forward,Jukiya Fujishima,YS横浜,2024|YS横浜|786.77,YS横浜,2024|YS横浜|1058.00,exact,composite_exact,matched,j3_2024_2025_missing_english_name_research 手動確定 (2026-04-09)
2024-2025,J3,加藤　拓己,Takumi Kato,FW,Center Forward,1046.0,1141.59,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Takumi Kato,相模原,2025|相模原|1141.59,相模原,2025|相模原|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,近藤　慶一,Yoshihito Kondo,FW,Center Forward,1013.0,1206.51,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Yoshihito Kondo,鹿児島,2025|鹿児島|1206.51,鹿児島,2025|鹿児島|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08) / 入力名補正: Keiichi Kondo -> Yoshihito Kondo / SC元データ名: Yoshihito  Kondo
2024-2025,J3,小林　心,Kokoro  Kobayashi,FW,Center Forward,1010.0,1060.58,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Kokoro Kobayashi,高知,2025|高知|1060.58,高知,2025|高知|0.00,normalized,composite_normalized,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,川本　梨誉,Riyo Kawamoto,FW,Center Forward,981.0,1053.58,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Riyo Kawamoto,岐阜,2025|岐阜|1053.58,岐阜,2025|岐阜|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,向井　ひな太,Hinata Mukai,MF,Wide Attacker,970.0,1238.4899999999998,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Hinata Mukai,沼津,2025|沼津|1222.49; 2024|沼津|16.00,沼津,2024|沼津|9.00; 2025|沼津|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Teruyoshi Ito
2024-2025,J3,冨永　虹七,Niina Tominaga,FW,Center Forward,931.0,569.44,FW,フォワード,CF (Position Group: Center Forward),CF,Center Forward,Niina Tominaga,讃岐,2024|讃岐|569.44,讃岐,2024|讃岐|931.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,重松　健太郎,Kentaro Shigematsu,FW,Center Forward,864.0,841.98,FW,フォワード,CF (Position Group: Center Forward),CF,Center Forward,Kentaro Shigematsu,琉球,2024|琉球|817.03; 2024|FC大阪|24.95,琉球,2024|琉球|835.00; 2024|FC大阪|29.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,吉田　伊吹,Ibuki Yoshida,FW,Center Forward,835.0,908.53,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Ibuki Yoshida,鳥取,2025|鳥取|908.53,鳥取,2025|鳥取|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,ウェズレイ　タンキ,Wesley Tanque da Silva,FW,Center Forward,807.0,893.33,FW,フォワード,CF (Position Group: Center Forward),CF,Center Forward,Wesley Tanque da Silva,今治,2024|今治|893.33,今治,2024|今治|807.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,髙澤　優也,Yuya Takazawa,FW,Center Forward,807.0,895.34,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Yuya Takazawa,群馬,2025|群馬|895.34,群馬,2025|群馬|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,井波　勇太, Yuta  Inami,FW,Center Forward,801.0,989.78,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Yuta Inami,八戸,2025|八戸|989.78,八戸,2025|八戸|0.00,normalized,composite_normalized,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,ドゥドゥ,Luiz Eduardo dos Santos Gonzaga,FW,Center Forward,752.0,859.0,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Luiz Eduardo dos Santos Gonzaga,岐阜,2025|岐阜|859.00,岐阜,2025|岐阜|0.00,exact,composite_exact,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08)
2024-2025,J3,菅原　龍之助,Ryunosuke Sugawara,FW,Center Forward,747.0,848.9,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Ryunosuke Sugawara,栃木SC,2025|栃木SC|848.90,栃木SC,2025|栃木SC|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,半田　航也,Koya Handa,FW,Center Forward,727.0,836.89,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Koya Handa,鳥取,2025|鳥取|836.89,鳥取,2025|鳥取|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,佐藤　未勇,Miyu Sato,FW,Center Forward,709.0,732.75,FW,フォワード,CF (Position Group: Center Forward),CF,Center Forward,Miyu Sato,岩手,2024|岩手|527.73; 2025|琉球|205.02,岩手,2024|岩手|575.00; 2025|琉球|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,パトリック　グスタフソン,Patrik Gustavsson,FW,Center Forward,699.0,637.1,FW,フォワード,CF (Position Group: Center Forward),CF,Center Forward,Patrik Gustavsson,奈良,2024|奈良|637.10,奈良,2024|奈良|699.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,ジョップ　セリンサリウ,Serigne Diop,FW,Center Forward,683.0,530.35,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Serigne Diop,高知,2025|高知|530.35,松本,2024|松本|249.00; 2025|高知|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,深堀　隼平,Shumpei Fukahori,FW,Center Forward,673.0,752.82,FW,フォワード,CF (Position Group: Center Forward),CF,Center Forward,Shumpei Fukahori,岩手,2024|岩手|752.82,岩手,2024|岩手|673.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,内田　優晟,Yusei  Uchida,FW,Center Forward,648.0,741.27,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Yusei Uchida,高知,2025|高知|741.27,高知,2025|高知|0.00,normalized,composite_normalized,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,野田　隆之介,Ryunosuke Noda,FW,Center Forward,624.0,381.11,FW,フォワード,CF (Position Group: Center Forward),CF,Center Forward,Ryunosuke Noda,琉球,2024|琉球|381.11,琉球,2024|琉球|624.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,棚田　遼,Ryo Tanada,FW,Center Forward,558.0,641.56,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Ryo Tanada,鳥取,2025|鳥取|641.56,鳥取,2025|鳥取|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,日野　友貴,Tomoki Hino,FW,Center Forward,555.0,427.78,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Tomoki Hino,今治,2024|今治|296.41; 2025|MIO Biwako Shiga|131.37,今治,2024|今治|555.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,中村　充孝,Atsutaka Nakamura,MF,Wide Attacker,554.0,586.54,FW,フォワード,CF (Position Group: Center Forward),CF,Center Forward,Atsutaka Nakamura,岩手,2024|岩手|586.54,岩手,2024|岩手|554.00,exact,composite_exact,matched,j3_2024_2025_mapping_issue_name_matches 手動確定 (2026-04-09); confidence=high; issues元候補: Koki Mizuno
2024-2025,J3,杉山　伶央,Reo Sugiyama,FW,Center Forward,543.0,696.4399999999999,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Reo Sugiyama,高知,2025|高知|696.44,高知,2025|高知|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,山本　駿亮,Shunsuke Yamamoto,FW,Wide Attacker,539.0,604.4300000000001,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Shunsuke Yamamoto,奈良,2025|奈良|604.43,奈良,2025|奈良|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,ブルーノ　サントス,Bruno Santos de Oliveira,FW,Center Forward,513.0,180.83,FW,フォワード,CF (Position Group: Center Forward),CF,Center Forward,Bruno Santos de Oliveira,相模原,2024|相模原|180.83,相模原,2024|相模原|513.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,加納　大,Haru Kano,FW,Center Forward,424.0,495.19,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Haru Kano,長野,2025|長野|495.19,長野,2025|長野|0.00,normalized,composite_normalized,matched,j3_2024_2025_mapping_issues 手動確定 (2026-04-08) / SC元データ名: Haru Kano Haru Kano
2024-2025,J3,イ　ヨンジェ,Yong-Jae Lee,FW,Center Forward,414.0,376.94,FW,フォワード,CF (Position Group: Center Forward),CF,Center Forward,Yong-Jae Lee,岐阜,2024|岐阜|376.94,岐阜,2024|岐阜|414.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,武　星弥,Seiya Take,FW,Center Forward,407.0,607.42,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Seiya Take,鹿児島,2025|鹿児島|607.42,鹿児島,2025|鹿児島|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,髙尾　流星,Ryusei Takao,FW,Center Forward,407.0,408.01,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Ryusei Takao,八戸,2025|八戸|206.61; 2024|鳥取|201.40,鳥取,2024|鳥取|257.00; 2025|八戸|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,北村　知也,Tomoya Kitamura,FW,Center Forward,399.0,330.47,FW,フォワード,CF (Position Group: Center Forward),CF,Center Forward,Tomoya Kitamura,宮崎,2024|宮崎|330.47,宮崎,2024|宮崎|399.00,exact,composite_exact,matched,"score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,ファビアン　ゴンザレス,Fabián Andrés González Lasso,FW,Center Forward,388.0,474.44,FW,フォワード,CF (Position Group: Center Forward),CF,Center Forward,Fabián Andrés González Lasso,大宮,2024|大宮|474.44,大宮,2024|大宮|388.00,exact,composite_exact,matched,"自動採用条件未達: score>=82.0, gap>=12.0, name>=70.0"
2024-2025,J3,矢野　貴章,Kisho Yano,FW,Center Forward,368.0,550.88,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Kisho Yano,栃木SC,2025|栃木SC|550.88,栃木SC,2025|栃木SC|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,望月　想空,Sora Mochizuki,FW,Center Forward,347.0,491.62,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Sora Mochizuki,FC大阪,2025|FC大阪|343.93; 2024|FC大阪|147.69,FC大阪,2024|FC大阪|152.00; 2025|FC大阪|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,石井　稜真,Ryoma Ishii,FW,Center Forward,330.0,386.78,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Ryoma Ishii,福島,2025|福島|386.78,福島,2025|福島|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
2024-2025,J3,イスマイラ,Origbaajo Ismaila,FW,Center Forward,321.0,364.4,FW,フォワード,Center Forward (Position Group: Center Forward),Center Forward,Center Forward,Origbaajo Ismaila,相模原,2025|相模原|364.40,相模原,2025|相模原|0.00,exact,composite_exact,matched,master_name_mapping_final.csv 採用
