FB_Name,SC_Name,analysis_position_code,analysis_position_jp,raw_shot_conversion_rate_pct,win_shot_conversion_rate_pct,z_shot_conversion_rate_pct,imputed_shot_conversion_rate_pct,raw_out_box_shots_per90,win_out_box_shots_per90,z_out_box_shots_per90,imputed_out_box_shots_per90,raw_box_shots_per90,win_box_shots_per90,z_box_shots_per90,imputed_box_shots_per90,raw_shot_on_target_rate_pct,win_shot_on_target_rate_pct,z_shot_on_target_rate_pct,imputed_shot_on_target_rate_pct,raw_goals_per90,win_goals_per90,z_goals_per90,imputed_goals_per90,raw_aerial_wins_per90,win_aerial_wins_per90,z_aerial_wins_per90,imputed_aerial_wins_per90,raw_successful_forward_passes_per90,win_successful_forward_passes_per90,z_successful_forward_passes_per90,imputed_successful_forward_passes_per90,raw_last_passes_per90,win_last_passes_per90,z_last_passes_per90,imputed_last_passes_per90,raw_attacking_third_gains_per90,win_attacking_third_gains_per90,z_attacking_third_gains_per90,imputed_attacking_third_gains_per90,raw_sprint_count_full_all_per_match,win_sprint_count_full_all_per_match,z_sprint_count_full_all_per_match,imputed_sprint_count_full_all_per_match,imputed_count,imputed_ratio,cluster_id,cluster_distance_to_center
武藤　雄樹,Yuki Muto,FW,フォワード,30.0,30.0,2.449109,0,0.14469453376205788,0.14469453376205788,-1.300160,0,1.157556270096463,1.157556270096463,-0.998175,0,44.44444444444444,44.44444444444444,0.964220,0,0.4340836012861737,0.4340836012861737,0.809282,0,0.14469453376205788,0.14932475884244373,-1.357756,0,4.630225080385852,4.630225080385852,1.557784,0,1.0128617363344052,1.0128617363344052,0.166018,0,0.14469453376205788,0.14469453376205788,-1.329506,0,4.775,4.775,-0.606597,0,0,0.0000,0,4.175968
アンジェロッティ,Rodrigo Luiz Angelotti,FW,フォワード,0.0,0.0,-1.617980,0,0.0,0.0,-1.816666,0,1.291866028708134,1.291866028708134,-0.813929,0,50.0,50.0,1.471453,0,0.0,0.0,-1.594190,0,3.660717703349283,3.660717703349283,0.325442,0,3.660717703349283,3.660717703349283,0.808430,0,1.7224880382775118,1.7224880382775118,1.997515,0,1.291866028708134,1.291866028708134,3.207147,0,6.5,6.5,0.047903,0,0,0.0000,3,4.081679
大野　耀平,Yohei Ono,FW,フォワード,13.636363636363635,13.636363636363635,0.230697,0,0.40358744394618834,0.40358744394618834,-0.376009,0,2.286995515695067,2.286995515695067,0.551185,0,5.0,5.977777777777777,-2.547865,0,0.40358744394618834,0.40358744394618834,0.640429,0,7.399775784753362,7.399775784753362,2.117772,0,0.6723766816143497,0.6723766816143497,-1.501324,0,0.5381165919282511,0.5381165919282511,-1.059267,0,0.0,0.0,-1.901722,0,5.317073170731708,5.317073170731708,-0.400924,0,0,0.0000,0,4.015882
吉澤　柊,Shu Yoshizawa,FW,フォワード,18.181818181818183,18.181818181818183,0.846923,0,0.2504638218923933,0.2504638218923933,-0.922603,0,2.504638218923933,2.504638218923933,0.849746,0,30.303030303030305,30.303030303030305,-0.326920,0,0.5009276437847866,0.5009276437847866,1.179391,0,5.092764378478664,5.092764378478664,1.011899,0,3.4227551020408167,3.4227551020408167,0.624504,0,1.7532467532467533,1.7532467532467533,2.076901,0,0.5009276437847866,0.5009276437847866,0.079268,0,4.607142857142857,4.607142857142857,-0.670286,0,0,0.0000,2,2.343733
矢島　輝一,Kiichi Yajima,FW,フォワード,4.444444444444445,4.444444444444445,-1.015448,0,0.8161582852431987,0.8161582852431987,1.096714,0,2.522671063478978,2.522671063478978,0.874483,0,19.997777777777774,19.997777777777774,-1.267811,0,0.1483924154987634,0.1483924154987634,-0.772558,0,2.5222258862324813,2.5222258862324813,-0.220298,0,3.6350948062654584,3.6350948062654584,0.788626,0,1.706512778235779,1.706512778235779,1.956284,0,0.7419620774938169,0.7419620774938169,1.032474,0,2.784313725490196,2.784313725490196,-1.361904,0,0,0.0000,2,2.689844
伊藤　恵亮,Keisuke Ito,FW,フォワード,19.230769230769234,19.230769230769234,0.989129,0,0.7568325157673441,0.7568325157673441,0.884943,0,0.7568325157673441,0.7568325157673441,-1.547886,0,33.33333333333333,33.33333333333333,-0.050247,0,0.3153468815697267,0.3153468815697267,0.151850,0,0.3781639803784162,0.3781639803784162,-1.248061,0,1.954772249474422,1.954772249474422,-0.510132,0,0.7568325157673441,0.7568325157673441,-0.494776,0,0.4414856341976174,0.4414856341976174,-0.155804,0,7.064516129032258,7.064516129032258,0.262092,0,0,0.0000,0,2.443470
庵原　篤人,Atsuhito Ihara,FW,フォワード,2.941176470588235,2.941176470588235,-1.219246,0,0.8904109589041096,0.8904109589041096,1.361769,0,1.4383561643835616,1.4383561643835616,-0.612975,0,26.47058823529412,26.47058823529412,-0.676830,0,0.0684931506849315,0.0684931506849315,-1.214951,0,1.0275342465753425,1.0275342465753425,-0.936783,0,1.7124657534246577,1.7124657534246577,-0.697416,0,0.821917808219178,0.821917808219178,-0.326796,0,0.547945205479452,0.547945205479452,0.265206,0,7.795454545454546,7.795454545454546,0.539425,0,0,0.0000,0,2.708742
田村　翔太,Shota Tamura,FW,フォワード,,11.200716845878135,-0.099503,1,,0.48721914685770107,-0.077475,1,,1.8918585262617842,0.009138,1,,32.56792929292929,-0.120130,1,,0.2575107296137339,-0.168382,1,,2.4869689742446455,-0.237198,1,,2.3116036390353534,-0.234329,1,,0.9122721406419549,-0.093597,1,,0.4614799583110335,-0.076733,1,9.419354838709678,9.419354838709678,1.155565,0,9,0.9000,0,1.081086
碓井　聖生,Shosei Usui,FW,フォワード,11.538461538461538,11.538461538461538,-0.053715,0,1.2413793103448276,1.2413793103448276,2.614594,0,2.1724137931034484,2.1724137931034484,0.394002,0,38.95844155844156,38.95844155844156,0.463337,0,0.39901477832512317,0.39901477832512317,0.615110,0,4.478763546798029,4.478763546798029,0.717575,0,2.5266945812807884,2.5266945812807884,-0.068081,0,1.1527093596059113,1.1527093596059113,0.526955,0,0.39901477832512317,0.39901477832512317,-0.323761,0,6.708333333333333,6.708333333333333,0.126949,0,0,0.0000,2,2.576124
太田　龍之介,Ryunosuke Ota,FW,フォワード,,11.200716845878135,-0.099503,1,,0.48721914685770107,-0.077475,1,,1.8918585262617842,0.009138,1,,32.56792929292929,-0.120130,1,,0.2575107296137339,-0.168382,1,,2.4869689742446455,-0.237198,1,,2.3116036390353534,-0.234329,1,,0.9122721406419549,-0.093597,1,,0.4614799583110335,-0.076733,1,7.12,7.12,0.283143,0,9,0.9000,0,0.473009
東家　聡樹,Toshiki Toya,FW,フォワード,,11.200716845878135,-0.099503,1,,0.48721914685770107,-0.077475,1,,1.8918585262617842,0.009138,1,,32.56792929292929,-0.120130,1,,0.2575107296137339,-0.168382,1,,2.4869689742446455,-0.237198,1,,2.3116036390353534,-0.234329,1,,0.9122721406419549,-0.093597,1,,0.4614799583110335,-0.076733,1,8.297297297297296,8.297297297297296,0.729834,0,9,0.9000,0,0.719321
