FB_Name,SC_Name,analysis_position_code,analysis_position_jp,raw_aerial_duel_win_rate_pct,raw_tackle_win_rate_pct,raw_interceptions_per90,raw_blocks_per90,raw_clearances_per90,raw_pass_success_rate_pct,raw_successful_forward_passes_per90,raw_successful_long_passes_per90,raw_medaccel_count_full_all_per_match,raw_highaccel_count_full_all_per_match,win_aerial_duel_win_rate_pct,win_tackle_win_rate_pct,win_interceptions_per90,win_blocks_per90,win_clearances_per90,win_pass_success_rate_pct,win_successful_forward_passes_per90,win_successful_long_passes_per90,win_medaccel_count_full_all_per_match,win_highaccel_count_full_all_per_match,z_aerial_duel_win_rate_pct,z_tackle_win_rate_pct,z_interceptions_per90,z_blocks_per90,z_clearances_per90,z_pass_success_rate_pct,z_successful_forward_passes_per90,z_successful_long_passes_per90,z_medaccel_count_full_all_per_match,z_highaccel_count_full_all_per_match,imputed_aerial_duel_win_rate_pct,imputed_tackle_win_rate_pct,imputed_interceptions_per90,imputed_blocks_per90,imputed_clearances_per90,imputed_pass_success_rate_pct,imputed_successful_forward_passes_per90,imputed_successful_long_passes_per90,imputed_medaccel_count_full_all_per_match,imputed_highaccel_count_full_all_per_match
冨田　康平,Kohei Tomita,CB,センターバック,56.23125,73.91304347826086,0.0,4.649446494464945,4.649446494464945,80.46206896551725,12.452546125461254,1.6615129151291512,114.66666666666667,6.444444444444445,56.23125,73.91304347826086,0.0,4.200380677809539,4.649446494464945,80.46206896551725,12.452546125461254,1.6615129151291512,114.66666666666667,6.444444444444445,-0.2157904361710654,0.8794385711291919,-0.9645064480379035,3.322198152563399,0.44266379160516,0.2977914799427859,-0.16624984285624847,-1.0619498293625065,1.4636141833779346,1.6339538660212565,0,0,0,0,0,0,0,0,0,0
雪江　悠人,Hiroto Yukie,CB,センターバック,50.003846153846155,88.88888888888889,0.6691449814126393,2.007434944237918,1.3382899628252787,57.607373271889394,4.851133828996283,0.8365985130111524,86.44,5.22,50.003846153846155,88.88888888888889,0.4728078817733996,2.007434944237918,1.4153112802528252,59.23583410138249,4.851133828996283,0.8365985130111524,86.44,5.22,-0.8388515618702368,2.092458845826407,3.954975991208001,-0.130349708479865,-2.371463376223378,-3.2844331202686248,-2.3378720711977565,-1.640077462472638,-0.1554898581492974,0.49251476590931725,0,0,0,0,0,0,0,0,0,0
奥田　雄大,Yudai Okuda,CB,センターバック,60.9,60.002857142857145,0.08928571428571427,1.830357142857143,3.705357142857143,75.65321188878235,12.634107142857143,2.9012946428571427,84.11111111111111,5.5777777777777775,60.9,60.002857142857145,0.08928571428571427,1.830357142857143,3.705357142857143,75.65321188878235,12.634107142857143,2.9012946428571427,84.11111111111111,5.5777777777777775,0.25132502678459323,-0.24726496960622635,-0.03550437248745655,-0.4091389074263019,-0.37881933054203054,-0.5137705436305677,-0.11438027891211493,-0.19306928371524276,-0.2890767763921359,0.8260387134919345,0,0,0,0,0,0,0,0,0,0
中村　勇太,Yuta Nakamura,CB,センターバック,58.43766233766233,57.99799999999999,0.0634920634920635,1.7142857142857144,2.984126984126984,84.8207451701932,18.224031746031745,4.0962539682539685,102.15151515151516,4.2727272727272725,58.43766233766233,57.99799999999999,0.0634920634920635,1.7142857142857144,2.984126984126984,84.8207451701932,18.224031746031745,4.0962539682539685,102.15151515151516,4.2727272727272725,0.00496443838384043,-0.40965529185350136,-0.30388274986869657,-0.591880393596066,-1.0063853565451442,1.033379172469846,1.4825867121630008,0.6443982216171786,0.7457351423349207,-0.3905421455615425,0,0,0,0,0,0,0,0,0,0
菊地　脩太,Shuta Kikuchi,CB,センターバック,,,,,,,,,98.73684210526316,4.7894736842105265,58.861702127659576,63.63636363636363,0.07755277897457992,2.09140201394268,4.093150684931507,79.83165957446809,12.705140186915887,3.006826722338205,98.73684210526316,4.7894736842105265,0.04739025746093463,0.04704342661556137,-0.15758349055849755,0.0018470542895855258,-0.04138744536162603,0.19140106057376724,-0.09408708451500698,-0.11910886894865753,0.5498667815762751,0.09117391888361834,1,1,1,1,1,1,1,1,0,0
宮部　大己,Taiki Miyabe,CB,センターバック,67.44651162790699,69.99499999999999,0.06254343293954134,2.9395413481584436,3.3773453787352326,85.06695652173913,10.94728978457262,2.31416956219597,80.61702127659575,4.9787234042553195,67.44651162790699,69.99499999999999,0.06254343293954134,2.9395413481584436,3.3773453787352326,85.06695652173913,10.94728978457262,2.31416956219597,80.61702127659575,4.9787234042553195,0.9063133662361332,0.5620831200036901,-0.3137530830936015,1.3371476043146449,-0.6642331291755876,1.0749307884773258,-0.5962815266718908,-0.6045461985936,-0.4895005472656494,0.26759436092529554,0,0,0,0,0,0,0,0,0,0
工藤　孝太,Kota Kudo,CB,センターバック,69.94404145077719,70.37592592592593,0.1388888888888889,1.5277777777777777,4.722222222222222,77.9300880372864,14.444722222222222,3.138388888888889,99.625,5.166666666666667,69.94404145077719,70.37592592592593,0.1388888888888889,1.5277777777777777,4.722222222222222,77.9300880372864,14.444722222222222,3.138388888888889,99.625,5.166666666666667,1.1561949832547316,0.5929375297973468,0.48060789170723645,-0.8855162859030379,0.5059883402326485,-0.12951578516715384,0.40288832854759193,-0.026905697614150948,0.6008122245456679,0.44279691036905183,0,0,0,0,0,0,0,0,0,0
市原　亮太,Ryota  Ichihara,CB,センターバック,62.4985576923077,64.0703125,0.11399620012666245,1.9949335022165928,3.448385053831539,71.80602923264311,13.310766307789743,2.7361937935402154,109.42307692307692,6.038461538461538,62.4985576923077,64.0703125,0.11399620012666245,1.9949335022165928,3.448385053831539,71.80602923264311,13.310766307789743,2.7361937935402154,109.42307692307692,6.038461538461538,0.4112631293824281,0.082192612210063,0.2216038650144723,-0.15003183113795082,-0.6024191769315006,-1.163036531712832,0.07893223016754676,-0.3087774868875935,1.1628377067852242,1.2554926259310908,0,0,0,0,0,0,0,0,0,0
金浦　真樹,Masaki Kaneura,CB,センターバック,40.826530612244895,69.23076923076923,0.0,2.058613295210865,3.1522516082916368,81.12146542827658,17.629771265189422,6.369092208720513,78.41304347826087,3.1956521739130435,40.826530612244895,69.23076923076923,0.0,2.058613295210865,3.1522516082916368,81.12146542827658,17.629771265189422,6.369092208720513,78.41304347826087,3.1956521739130435,-1.75705579167591,0.5001816117945793,-0.9645064480379035,-0.04977511719912806,-0.860094604580412,0.40907387389104266,1.3128144094262775,2.2372793605928094,-0.6159224660441197,-1.394602098727733,0,0,0,0,0,0,0,0,0,0
佐藤　喜生,Yoshiki Sato,CB,センターバック,,,,,,,,,98.25,6.083333333333333,58.861702127659576,63.63636363636363,0.07755277897457992,2.09140201394268,4.093150684931507,79.83165957446809,12.705140186915887,3.006826722338205,98.25,6.083333333333333,0.04739025746093463,0.04704342661556137,-0.15758349055849755,0.0018470542895855258,-0.04138744536162603,0.19140106057376724,-0.09408708451500698,-0.11910886894865753,0.5219411313560147,1.297322552467372,1,1,1,1,1,1,1,1,0,0
