player_name,team_name,match_id,match_date,competition_name,season_name,position,position_group,minutes_full_all,source_year
Riku Hashimoto,FC Osaka,1613584,2025-09-27,J3 League,2025,Left Back,Full Back,107.77,2025
Ryu Kawakami,FC Osaka,1613584,2025-09-27,J3 League,2025,Right Center Back,Central Defender,107.77,2025
Takuya Akiyama,FC Osaka,1613584,2025-09-27,J3 League,2025,Left Center Back,Central Defender,107.77,2025
Seigo Takei,FC Osaka,1613584,2025-09-27,J3 League,2025,Right Midfield,Midfield,78.88,2025
Takumi Shimada,FC Osaka,1613584,2025-09-27,J3 League,2025,Center Forward,Center Forward,107.77,2025
Shunji Masuda,FC Osaka,1613584,2025-09-27,J3 League,2025,Left Midfield,Midfield,50.52,2025
Kazuya Mima,FC Osaka,1613584,2025-09-27,J3 League,2025,Right Back,Full Back,93.78,2025
Rikuto Kubo,FC Osaka,1613584,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,87.98,2025
Takahiro Kitsui,FC Osaka,1613584,2025-09-27,J3 League,2025,Left Midfield,Midfield,57.25,2025
Soichiro Tsutsumi,FC Osaka,1613584,2025-09-27,J3 League,2025,Right Back,Full Back,13.98,2025
Ryota Sawazaki,FC Osaka,1613584,2025-09-27,J3 League,2025,Center Midfield,Midfield,107.77,2025
Ryo Sato,FC Osaka,1613584,2025-09-27,J3 League,2025,Right Midfield,Midfield,28.88,2025
Riku Kamigaki,Nara Club,1613584,2025-09-27,J3 League,2025,Right Defensive Midfield,Midfield,107.77,2025
Nagi Kawatani,Nara Club,1613584,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,8.97,2025
Shunsuke Yamamoto,Nara Club,1613584,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,77.27,2025
Kensei Nakashima,Nara Club,1613584,2025-09-27,J3 League,2025,Attacking Midfield,Midfield,98.8,2025
Yuta Tsunami,Nara Club,1613584,2025-09-27,J3 League,2025,Left Defensive Midfield,Midfield,8.97,2025
Daisei Suzuki,Nara Club,1613584,2025-09-27,J3 League,2025,Right Center Back,Central Defender,107.77,2025
Yuki Okada,Nara Club,1613584,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,98.8,2025
Yuzuru Yoshimura,Nara Club,1613584,2025-09-27,J3 League,2025,Left Back,Full Back,68.18,2025
Rin Morita,Nara Club,1613584,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,30.5,2025
Hayato Horiuchi,Nara Club,1613584,2025-09-27,J3 League,2025,Left Defensive Midfield,Midfield,98.8,2025
Sotaro Yamamoto,Nara Club,1613584,2025-09-27,J3 League,2025,Attacking Midfield,Midfield,8.97,2025
Kei Ikoma,Nara Club,1613584,2025-09-27,J3 League,2025,Right Back,Full Back,107.77,2025
Manato Hyakuda,Nara Club,1613584,2025-09-27,J3 League,2025,Center Forward,Center Forward,53.95,2025
Yudai Sawada,Nara Club,1613584,2025-09-27,J3 League,2025,Left Center Back,Central Defender,107.77,2025
Yudai Okuda,Nara Club,1613584,2025-09-27,J3 League,2025,Left Back,Full Back,39.58,2025
Shota Tamura,Nara Club,1613584,2025-09-27,J3 League,2025,Center Forward,Center Forward,53.82,2025
Daisuke Takagi,FC Ryūkyū,1613594,2025-09-27,J3 League,2025,Center Forward,Center Forward,63.28,2025
Kaito Kamiya,FC Ryūkyū,1613594,2025-09-27,J3 League,2025,Center Back,Central Defender,96.68,2025
Takatora Einaga,FC Ryūkyū,1613594,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,33.4,2025
Shuta Kikuchi,FC Ryūkyū,1613594,2025-09-27,J3 League,2025,Right Center Back,Central Defender,96.68,2025
Sota Nagai,FC Ryūkyū,1613594,2025-09-27,J3 League,2025,Left Wing Back,Full Back,96.68,2025
Yuzuki  Yamato,FC Ryūkyū,1613594,2025-09-27,J3 League,2025,Left Center Back,Central Defender,75.78,2025
Hayato Asakawa,FC Ryūkyū,1613594,2025-09-27,J3 League,2025,Center Forward,Center Forward,33.4,2025
Yu Tomidokoro,FC Ryūkyū,1613594,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,63.28,2025
Yushin Koki,FC Ryūkyū,1613594,2025-09-27,J3 League,2025,Left Midfield,Midfield,47.38,2025
Sho Hiramatsu,FC Ryūkyū,1613594,2025-09-27,J3 League,2025,Right Midfield,Midfield,96.68,2025
Jitsuki Tsuha,FC Ryūkyū,1613594,2025-09-27,J3 League,2025,Left Center Back,Central Defender,20.9,2025
Ryota Araki,FC Ryūkyū,1613594,2025-09-27,J3 League,2025,Right Wing Back,Full Back,96.68,2025
Atsuhito Ihara,FC Ryūkyū,1613594,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,33.4,2025
Taiga Ishiura,FC Ryūkyū,1613594,2025-09-27,J3 League,2025,Left Midfield,Midfield,49.3,2025
Kazuki Sota,FC Ryūkyū,1613594,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,63.28,2025
Kojiro Yasuda,Tegevajaro Miyazaki FC,1613594,2025-09-27,J3 League,2025,Right Midfield,Midfield,96.68,2025
Ren Inoue,Tegevajaro Miyazaki FC,1613594,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,23.93,2025
Hayate Take,Tegevajaro Miyazaki FC,1613594,2025-09-27,J3 League,2025,Center Forward,Center Forward,93.53,2025
Koji Okumura,Tegevajaro Miyazaki FC,1613594,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,72.75,2025
Shu Yoshizawa,Tegevajaro Miyazaki FC,1613594,2025-09-27,J3 League,2025,Center Forward,Center Forward,23.93,2025
Kengo  Kuroki,Tegevajaro Miyazaki FC,1613594,2025-09-27,J3 League,2025,Right Center Back,Central Defender,96.68,2025
Shogo Rikiyasu,Tegevajaro Miyazaki FC,1613594,2025-09-27,J3 League,2025,Left Midfield,Midfield,96.68,2025
Yota Shimokawa,Tegevajaro Miyazaki FC,1613594,2025-09-27,J3 League,2025,Left Back,Full Back,96.68,2025
Ken Tshizanga Matsumoto,Tegevajaro Miyazaki FC,1613594,2025-09-27,J3 League,2025,Center Forward,Center Forward,3.15,2025
Hikaru Manabe,Tegevajaro Miyazaki FC,1613594,2025-09-27,J3 League,2025,Left Center Back,Central Defender,96.68,2025
Shunya Sakai,Tegevajaro Miyazaki FC,1613594,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,23.93,2025
Mahiro Ano,Tegevajaro Miyazaki FC,1613594,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,72.75,2025
Yuma Matsumoto,Tegevajaro Miyazaki FC,1613594,2025-09-27,J3 League,2025,Right Back,Full Back,96.68,2025
Keigo Hashimoto,Tegevajaro Miyazaki FC,1613594,2025-09-27,J3 League,2025,Center Forward,Center Forward,72.75,2025
Toshio Shimakawa,SC Sagamihara,1613595,2025-09-27,J3 League,2025,Right Midfield,Midfield,100.65,2025
Ryo Takano,SC Sagamihara,1613595,2025-09-27,J3 League,2025,Left Wing Back,Full Back,100.65,2025
Kazuma Takai,SC Sagamihara,1613595,2025-09-27,J3 League,2025,Center Forward,Center Forward,23.93,2025
Daiki Nakashio,SC Sagamihara,1613595,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,14.67,2025
Akito Takagi,SC Sagamihara,1613595,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,23.93,2025
Shunsuke   Nishikubo,SC Sagamihara,1613595,2025-09-27,J3 League,2025,Right Wing Back,Full Back,69.43,2025
Keisuke Ogasawara,SC Sagamihara,1613595,2025-09-27,J3 League,2025,Center Back,Central Defender,100.65,2025
Yudai Tokunaga,SC Sagamihara,1613595,2025-09-27,J3 League,2025,Left Midfield,Midfield,69.43,2025
Riku Nakayama,SC Sagamihara,1613595,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,85.98,2025
Kai Miki,SC Sagamihara,1613595,2025-09-27,J3 League,2025,Right Wing Back,Full Back,31.22,2025
Ko Watahiki,SC Sagamihara,1613595,2025-09-27,J3 League,2025,Left Center Back,Central Defender,100.65,2025
Kazuki Fukui,SC Sagamihara,1613595,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,76.72,2025
Rintaro Yamauchi,SC Sagamihara,1613595,2025-09-27,J3 League,2025,Right Center Back,Central Defender,100.65,2025
Ren  Sugimoto,SC Sagamihara,1613595,2025-09-27,J3 League,2025,Left Midfield,Midfield,31.22,2025
Takumi Kato,SC Sagamihara,1613595,2025-09-27,J3 League,2025,Center Forward,Center Forward,76.72,2025
Ren Fujimura,ThespaKusatsu Gunma,1613595,2025-09-27,J3 League,2025,Right Midfield,Midfield,3.4,2025
Shota Aoki,ThespaKusatsu Gunma,1613595,2025-09-27,J3 League,2025,Center Forward,Center Forward,100.65,2025
Kenta Kikuchi,ThespaKusatsu Gunma,1613595,2025-09-27,J3 League,2025,Left Center Back,Central Defender,100.65,2025
Gijo Sehata,ThespaKusatsu Gunma,1613595,2025-09-27,J3 League,2025,Left Midfield,Midfield,77.15,2025
Riku Yamauchi,ThespaKusatsu Gunma,1613595,2025-09-27,J3 League,2025,Left Midfield,Midfield,23.5,2025
Shota Tanaka,ThespaKusatsu Gunma,1613595,2025-09-27,J3 League,2025,Left Wing Back,Full Back,81.18,2025
Taiyo Shimokawa,ThespaKusatsu Gunma,1613595,2025-09-27,J3 League,2025,Right Wing Back,Full Back,85.85,2025
Shuto  Adachi,ThespaKusatsu Gunma,1613595,2025-09-27,J3 League,2025,Right Midfield,Midfield,77.15,2025
Kazuma Yamaguchi,ThespaKusatsu Gunma,1613595,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,23.5,2025
Yasufumi Nishimura,ThespaKusatsu Gunma,1613595,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,77.15,2025
Ryuya Ohata,ThespaKusatsu Gunma,1613595,2025-09-27,J3 League,2025,Center Back,Central Defender,100.65,2025
Hiroto  Konishi,ThespaKusatsu Gunma,1613595,2025-09-27,J3 League,2025,Left Wing Back,Full Back,19.47,2025
Shoya  Nose,ThespaKusatsu Gunma,1613595,2025-09-27,J3 League,2025,Right Center Back,Central Defender,100.65,2025
Sean Kotake,ThespaKusatsu Gunma,1613595,2025-09-27,J3 League,2025,Right Wing Back,Full Back,14.8,2025
Ayahi Sakurai,ThespaKusatsu Gunma,1613595,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,100.65,2025
Ryo Tanada,Gainare Tottori,1613583,2025-09-27,J3 League,2025,Left Midfield,Midfield,16.43,2025
Masaki Kaneura,Gainare Tottori,1613583,2025-09-27,J3 League,2025,Right Midfield,Midfield,30.2,2025
Shuto Nagano,Gainare Tottori,1613583,2025-09-27,J3 League,2025,Center Back,Central Defender,99.72,2025
Koya Handa,Gainare Tottori,1613583,2025-09-27,J3 League,2025,Center Forward,Center Forward,16.43,2025
Keita Tanaka,Gainare Tottori,1613583,2025-09-27,J3 League,2025,Right Wing Back,Full Back,30.2,2025
Hayato Nukui,Gainare Tottori,1613583,2025-09-27,J3 League,2025,Left Center Back,Central Defender,99.72,2025
Yuta Togashi,Gainare Tottori,1613583,2025-09-27,J3 League,2025,Center Forward,Center Forward,83.28,2025
Makoto Fukoin,Gainare Tottori,1613583,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,99.72,2025
Naoto Miki,Gainare Tottori,1613583,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,58.65,2025
Sota Maruyama,Gainare Tottori,1613583,2025-09-27,J3 League,2025,Right Wing Back,Full Back,69.52,2025
Hideatsu Ozawa,Gainare Tottori,1613583,2025-09-27,J3 League,2025,Left Wing Back,Full Back,99.72,2025
Atsuki Tojo,Gainare Tottori,1613583,2025-09-27,J3 League,2025,Left Midfield,Midfield,83.28,2025
Daichi Soga,Gainare Tottori,1613583,2025-09-27,J3 League,2025,Right Midfield,Midfield,69.52,2025
Haruki Oshima,Gainare Tottori,1613583,2025-09-27,J3 League,2025,Right Center Back,Central Defender,99.72,2025
Yusuke Shimizu,Gainare Tottori,1613583,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,41.07,2025
Matej Jonjić,Tochigi City,1613583,2025-09-27,J3 League,2025,Right Center Back,Central Defender,99.72,2025
Joe Caletti,Tochigi City,1613583,2025-09-27,J3 League,2025,Left Midfield,Midfield,99.72,2025
Peter Utaka,Tochigi City,1613583,2025-09-27,J3 League,2025,Center Forward,Center Forward,84.38,2025
Ryo Okui,Tochigi City,1613583,2025-09-27,J3 League,2025,Right Back,Full Back,79.18,2025
Toshiki Mori,Tochigi City,1613583,2025-09-27,J3 League,2025,Right Midfield,Midfield,99.72,2025
Byron Gustavo Andrés Vásquez Maragaño,Tochigi City,1613583,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,99.72,2025
Takaya Inui,Tochigi City,1613583,2025-09-27,J3 League,2025,Left Back,Full Back,20.53,2025
Yoshiki Sato,Tochigi City,1613583,2025-09-27,J3 League,2025,Left Back,Full Back,79.18,2025
Yuki Okaniwa,Tochigi City,1613583,2025-09-27,J3 League,2025,Center Midfield,Midfield,79.18,2025
Genya Sekino,Tochigi City,1613583,2025-09-27,J3 League,2025,Center Midfield,Midfield,20.53,2025
Masahide Hiraoka,Tochigi City,1613583,2025-09-27,J3 League,2025,Center Forward,Center Forward,15.33,2025
Paulo Junichi Tanaka,Tochigi City,1613583,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,84.38,2025
Hiroto  Suzuki,Tochigi City,1613583,2025-09-27,J3 League,2025,Right Back,Full Back,20.53,2025
Keitaro Konishi,Tochigi City,1613583,2025-09-27,J3 League,2025,Left Center Back,Central Defender,99.72,2025
Atsushi Yoshida,Tochigi City,1613583,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,15.33,2025
Anderson Patric Aguiar Oliveira,Ishikawa FC Zweigen Kanazawa,1613586,2025-09-27,J3 League,2025,Center Forward,Center Forward,16.72,2025
Taiki Kato,Ishikawa FC Zweigen Kanazawa,1613586,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,33.15,2025
Daisuke Matsumoto,Ishikawa FC Zweigen Kanazawa,1613586,2025-09-27,J3 League,2025,Right Center Back,Central Defender,7.87,2025
Tomoya Osawa,Ishikawa FC Zweigen Kanazawa,1613586,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,64.32,2025
Hiroto Hatao,Ishikawa FC Zweigen Kanazawa,1613586,2025-09-27,J3 League,2025,Center Back,Central Defender,97.47,2025
Yusei  Toshida,Ishikawa FC Zweigen Kanazawa,1613586,2025-09-27,J3 League,2025,Center Forward,Center Forward,80.75,2025
Yuki  Nishiya,Ishikawa FC Zweigen Kanazawa,1613586,2025-09-27,J3 League,2025,Right Midfield,Midfield,97.47,2025
Kazuki Nishiya,Ishikawa FC Zweigen Kanazawa,1613586,2025-09-27,J3 League,2025,Left Wing Back,Full Back,97.47,2025
Kyohei Sugiura,Ishikawa FC Zweigen Kanazawa,1613586,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,33.15,2025
Masaya Kojima,Ishikawa FC Zweigen Kanazawa,1613586,2025-09-27,J3 League,2025,Right Wing Back,Full Back,16.72,2025
Shintaro Shimada,Ishikawa FC Zweigen Kanazawa,1613586,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,64.32,2025
Tomohiro Taira,Ishikawa FC Zweigen Kanazawa,1613586,2025-09-27,J3 League,2025,Left Center Back,Central Defender,97.47,2025
Hayato Otani,Ishikawa FC Zweigen Kanazawa,1613586,2025-09-27,J3 League,2025,Right Wing Back,Full Back,80.75,2025
Hayate Nagakura,Ishikawa FC Zweigen Kanazawa,1613586,2025-09-27,J3 League,2025,Right Center Back,Central Defender,89.6,2025
Jin Murata,Ishikawa FC Zweigen Kanazawa,1613586,2025-09-27,J3 League,2025,Left Midfield,Midfield,97.47,2025
Mizuki  Uchida,Kamatamare Sanuki,1613586,2025-09-27,J3 League,2025,Right Back,Full Back,97.47,2025
Shohei Kawakami,Kamatamare Sanuki,1613586,2025-09-27,J3 League,2025,Right Winger,Wide Attacker,97.47,2025
Kosei Makiyama,Kamatamare Sanuki,1613586,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,47.38,2025
Akito Ueno,Kamatamare Sanuki,1613586,2025-09-27,J3 League,2025,Left Back,Full Back,97.47,2025
Yuya Tsukegi,Kamatamare Sanuki,1613586,2025-09-27,J3 League,2025,Left Center Back,Central Defender,97.47,2025
Shota Kawanishi,Kamatamare Sanuki,1613586,2025-09-27,J3 League,2025,Center Forward,Center Forward,50.08,2025
Nao Eguchi,Kamatamare Sanuki,1613586,2025-09-27,J3 League,2025,Right Midfield,Midfield,47.38,2025
Kazuki Iwamoto,Kamatamare Sanuki,1613586,2025-09-27,J3 League,2025,Left Midfield,Midfield,83.98,2025
Yohei Ono,Kamatamare Sanuki,1613586,2025-09-27,J3 League,2025,Center Forward,Center Forward,71.98,2025
Takumi Komatsu,Kamatamare Sanuki,1613586,2025-09-27,J3 League,2025,Left Midfield,Midfield,13.48,2025
Hayato Hasegawa,Kamatamare Sanuki,1613586,2025-09-27,J3 League,2025,Right Midfield,Midfield,50.08,2025
Soshi Iwagishi,Kamatamare Sanuki,1613586,2025-09-27,J3 League,2025,Left Winger,Wide Attacker,50.08,2025
Tsuyoshi Miyaichi,Kamatamare Sanuki,1613586,2025-09-27,J3 League,2025,Center Forward,Center Forward,25.48,2025
Kaito Hayashida,Kamatamare Sanuki,1613586,2025-09-27,J3 League,2025,Right Center Back,Central Defender,97.47,2025
Minto Nishimaru,Kamatamare Sanuki,1613586,2025-09-27,J3 League,2025,Center Forward,Center Forward,47.38,2025
Kotaro Fujikawa,AC Parceiro Nagano,1613610,2025-09-28,J3 League,2025,Left Winger,Wide Attacker,98.47,2025
Yushi Hasegawa,AC Parceiro Nagano,1613610,2025-09-28,J3 League,2025,Right Midfield,Midfield,34.97,2025
Thales Procopio Castro de Paula,AC Parceiro Nagano,1613610,2025-09-28,J3 League,2025,Left Wing Back,Full Back,25.87,2025
Shuichi Sakai,AC Parceiro Nagano,1613610,2025-09-28,J3 League,2025,Left Midfield,Midfield,8.7,2025
Kosuke Tanaka,AC Parceiro Nagano,1613610,2025-09-28,J3 League,2025,Right Wing Back,Full Back,34.97,2025
Kohei Tomita,AC Parceiro Nagano,1613610,2025-09-28,J3 League,2025,Left Center Back,Central Defender,98.47,2025
Yuya  Ono,AC Parceiro Nagano,1613610,2025-09-28,J3 League,2025,Center Back,Central Defender,98.47,2025
Kohei Shin,AC Parceiro Nagano,1613610,2025-09-28,J3 League,2025,Center Forward,Center Forward,72.6,2025
Koki Ishii,AC Parceiro Nagano,1613610,2025-09-28,J3 League,2025,Right Center Back,Central Defender,98.47,2025
Shuntaro Koga,AC Parceiro Nagano,1613610,2025-09-28,J3 League,2025,Left Midfield,Midfield,89.77,2025
Kyoji Kutsuna,AC Parceiro Nagano,1613610,2025-09-28,J3 League,2025,Left Wing Back,Full Back,72.6,2025
Kazuya Ando,AC Parceiro Nagano,1613610,2025-09-28,J3 League,2025,Right Wing Back,Full Back,63.5,2025
Reo Yamanaka,AC Parceiro Nagano,1613610,2025-09-28,J3 League,2025,Right Winger,Wide Attacker,98.47,2025
Seung-won  Lee,AC Parceiro Nagano,1613610,2025-09-28,J3 League,2025,Center Forward,Center Forward,25.87,2025
Ji-hoon Lim,AC Parceiro Nagano,1613610,2025-09-28,J3 League,2025,Right Midfield,Midfield,63.5,2025
Takeaki Harigaya,Fukushima United FC,1613610,2025-09-28,J3 League,2025,Center Midfield,Midfield,98.47,2025
Yuto  Matsunagane,Fukushima United FC,1613610,2025-09-28,J3 League,2025,Left Back,Full Back,76.18,2025
Masayuki Yamada,Fukushima United FC,1613610,2025-09-28,J3 League,2025,Left Center Back,Central Defender,98.47,2025
Hiroki Higuchi,Fukushima United FC,1613610,2025-09-28,J3 League,2025,Center Forward,Center Forward,76.18,2025
Kota Mori,Fukushima United FC,1613610,2025-09-28,J3 League,2025,Left Forward,Wide Attacker,98.47,2025
Naoki Suzu,Fukushima United FC,1613610,2025-09-28,J3 League,2025,Right Back,Full Back,89.77,2025
Hiroshi Yoshinaga,Fukushima United FC,1613610,2025-09-28,J3 League,2025,Left Midfield,Midfield,27.25,2025
Toru Shibata,Fukushima United FC,1613610,2025-09-28,J3 League,2025,Right Back,Full Back,8.7,2025
Kanta Jojo,Fukushima United FC,1613610,2025-09-28,J3 League,2025,Right Midfield,Midfield,98.47,2025
Kazumasa  Shimizu,Fukushima United FC,1613610,2025-09-28,J3 League,2025,Right Forward,Wide Attacker,50.23,2025
Tatsuya Anzai,Fukushima United FC,1613610,2025-09-28,J3 League,2025,Left Back,Full Back,22.28,2025
Kaisei  Kano,Fukushima United FC,1613610,2025-09-28,J3 League,2025,Left Midfield,Midfield,71.22,2025
Kosei Ashibe,Fukushima United FC,1613610,2025-09-28,J3 League,2025,Right Forward,Wide Attacker,48.23,2025
Hayate Toma,Fukushima United FC,1613610,2025-09-28,J3 League,2025,Right Center Back,Central Defender,98.47,2025
 Tsubasa Nakamura,Fukushima United FC,1613610,2025-09-28,J3 League,2025,Center Forward,Center Forward,22.28,2025
Daiki Ogawa,Matsumoto Yamaga FC,1613605,2025-09-28,J3 League,2025,Left Wing Back,Full Back,28.48,2025
Kosuke Yamamoto,Matsumoto Yamaga FC,1613605,2025-09-28,J3 League,2025,Right Midfield,Midfield,70.38,2025
Yuta Taki,Matsumoto Yamaga FC,1613605,2025-09-28,J3 League,2025,Left Winger,Wide Attacker,74.85,2025
Reo Yasunaga,Matsumoto Yamaga FC,1613605,2025-09-28,J3 League,2025,Left Midfield,Midfield,92.93,2025
Masamichi Hayashi,Matsumoto Yamaga FC,1613605,2025-09-28,J3 League,2025,Center Forward,Center Forward,98.87,2025
Shohei Takahashi,Matsumoto Yamaga FC,1613605,2025-09-28,J3 League,2025,Center Back,Central Defender,98.87,2025
Ryuhei Yamamoto,Matsumoto Yamaga FC,1613605,2025-09-28,J3 League,2025,Left Wing Back,Full Back,70.38,2025
Kaiga Murakoshi,Matsumoto Yamaga FC,1613605,2025-09-28,J3 League,2025,Left Winger,Wide Attacker,24.02,2025
Taiki Miyabe,Matsumoto Yamaga FC,1613605,2025-09-28,J3 League,2025,Left Center Back,Central Defender,98.87,2025
Yusuke Kikui,Matsumoto Yamaga FC,1613605,2025-09-28,J3 League,2025,Right Winger,Wide Attacker,98.87,2025
Daiki Higuchi,Matsumoto Yamaga FC,1613605,2025-09-28,J3 League,2025,Right Wing Back,Full Back,98.87,2025
Sora Tanaka,Matsumoto Yamaga FC,1613605,2025-09-28,J3 League,2025,Right Midfield,Midfield,28.48,2025
Kotatsu  Kawakami,Matsumoto Yamaga FC,1613605,2025-09-28,J3 League,2025,Left Midfield,Midfield,5.93,2025
Hayato Sugita,Matsumoto Yamaga FC,1613605,2025-09-28,J3 League,2025,Right Center Back,Central Defender,92.93,2025
Gen  Matsumura,Matsumoto Yamaga FC,1613605,2025-09-28,J3 League,2025,Right Center Back,Central Defender,5.93,2025
Taiyo Igarashi,Tochigi SC,1613605,2025-09-28,J3 League,2025,Left Winger,Wide Attacker,80.35,2025
Kensuke Fujiwara,Tochigi SC,1613605,2025-09-28,J3 League,2025,Right Midfield,Midfield,98.87,2025
Hidenori Takahashi,Tochigi SC,1613605,2025-09-28,J3 League,2025,Right Wing Back,Full Back,98.87,2025
Kisho Yano,Tochigi SC,1613605,2025-09-28,J3 League,2025,Center Forward,Center Forward,26.85,2025
Wataru Hiramatsu,Tochigi SC,1613605,2025-09-28,J3 League,2025,Center Back,Central Defender,98.87,2025
Akito Tanahashi,Tochigi SC,1613605,2025-09-28,J3 League,2025,Right Winger,Wide Attacker,18.52,2025
Hiroshi  Omori,Tochigi SC,1613605,2025-09-28,J3 League,2025,Right Center Back,Central Defender,98.87,2025
